,2015,2016,2017,2018,2019,2020,Report
high,87.2,94.4,106.99,111.43,134.25,142.61,
low,63.96,64.37,86.0,82.31,88.31,76.27,
change,0.2487,0.17629999999999998,0.07690000000000001,-0.1183,0.4843,-0.2488,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,1288.0,1032.0,997.0,1254.0,1867.0,,Balance Sheet
Buildings,,269.0,248.0,262.0,238.0,,Balance Sheet
Land/Improvements,,15.0,14.0,13.0,11.0,,Balance Sheet
Other Prop./Plant/Equip.,,394.0,435.0,491.0,582.0,,Balance Sheet
Prop./Plant/Equip. - Gross,,678.0,696.0,766.0,832.0,,Balance Sheet
Accumulated Depreciation,,-334.0,-349.0,-374.0,-329.0,,Balance Sheet
Prop./Plant/Equip. - Net,298.0,344.0,348.0,393.0,503.0,,Balance Sheet
"Goodwill, Net",834.0,831.0,918.0,2322.0,2343.0,,Balance Sheet
Intangibles - Gross,,538.0,595.0,954.0,887.0,,Balance Sheet
Accum. Intangible Amort.,,-298.0,-307.0,-331.0,-346.0,,Balance Sheet
Intangibles - Net,277.0,240.0,289.0,622.0,540.0,,Balance Sheet
Long Term Investments,12951.0,11441.0,12300.0,15089.0,16587.0,,Balance Sheet
Insurance Receivables,1261.0,1072.0,1116.0,1563.0,1618.0,,Balance Sheet
Note Rcvble - Long Term,68.0,205.0,248.0,117.0,75.0,,Balance Sheet
Def. Policy Acq. Costs,3151.0,3267.0,3485.0,5103.0,6668.0,,Balance Sheet
Accrued Investment Income,130.0,110.0,105.0,126.0,131.0,,Balance Sheet
Reinsurance - Asset,7470.0,9083.0,9790.0,9166.0,9593.0,,Balance Sheet
Separate Accounts - Assets,1798.0,1692.0,1837.0,1610.0,1840.0,,Balance Sheet
Other Assets,510.0,392.0,412.0,3725.0,2525.0,,Balance Sheet
"Other Assets, Total",9908.0,11277.0,12144.0,14627.0,14089.0,,Balance Sheet
Total Assets,30036.0,29709.0,31843.0,41089.0,44291.0,,Balance Sheet
Accounts Payable,2050.0,1986.0,2046.0,2187.0,2682.0,,Balance Sheet
Accrued Expenses,,,,,76.0,,Balance Sheet
Policy Liabilities,17916.0,18639.0,19598.0,27102.0,28929.0,,Balance Sheet
Unearned Prem. Or Rev.,6424.0,6627.0,7039.0,15648.0,16604.0,,Balance Sheet
Sep. Accounts - Liability,1798.0,1692.0,1837.0,1610.0,1840.0,,Balance Sheet
Reinsurance - Liability,227.0,207.0,325.0,603.0,678.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Income Taxes Payable,0.0,,,,,,Balance Sheet
Other Payables,4290.0,3688.0,4147.0,3152.0,3228.0,,Balance Sheet
"Other Curr. Lblts, Total",4290.0,3688.0,4147.0,3152.0,3228.0,,Balance Sheet
Total Long Term Debt,1165.0,1067.0,1068.0,2006.0,2007.0,,Balance Sheet
Total Debt,1165.0,1067.0,1068.0,2006.0,2007.0,,Balance Sheet
Minority Interest,,,11.0,22.0,29.0,,Balance Sheet
"Other Liabilities, Total",92.0,232.0,702.0,1508.0,1687.0,,Balance Sheet
Total Liabilities,25512.0,25611.0,27572.0,35977.0,38638.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,3.0,3.0,,Balance Sheet
Common Stock,1.0,2.0,2.0,2.0,2.0,,Balance Sheet
