,2017,2018,2019,2020,2015,2016,Report
high,221.55,231.24,180.21,65.16,,,
low,192.03,146.67,61.63,28.33,,,
change,0.0684,-0.2528,-0.5922999999999999,-0.2758,,,
Date,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,2015-12-31 00:00:00,2016-12-31 00:00:00,Balance Sheet
Cash & Equivalents,13438.0,8548.0,1540.0,,12806.0,6607.0,Balance Sheet
Short Term Investments,956.0,29.0,0.0,,0.0,0.0,Balance Sheet
Cash and Short Term Invs,14394.0,8577.0,1540.0,,12806.0,6607.0,Balance Sheet
"Trade Accts Recvble, Gross",11441.0,3401.0,3811.0,,,4776.0,Balance Sheet
Prov. for Doubtful Accts,-127.0,-10.0,-9.0,,,-110.0,Balance Sheet
"Trade Accts Recvble, Net",11314.0,3439.0,3837.0,,7794.0,4666.0,Balance Sheet
Other Receivables,5579.0,,,,4675.0,4312.0,Balance Sheet
"Total Receivables, Net",16893.0,3439.0,3837.0,,12469.0,8978.0,Balance Sheet
Invent. - Finished Goods,9701.0,2599.0,2621.0,,,4230.0,Balance Sheet
Invent. - Work In Progress,4512.0,833.0,855.0,,,1510.0,Balance Sheet
Invent. - Raw Materials,1267.0,560.0,599.0,,,853.0,Balance Sheet
Inventories - Other,1296.0,115.0,244.0,,,823.0,Balance Sheet
LIFO Reserve,216.0,,,,,-53.0,Balance Sheet
Total Inventory,16992.0,4107.0,4319.0,,16471.0,7363.0,Balance Sheet
Prepaid Expenses,,,,,0.0,,Balance Sheet
Restricted Cash - Current,,,37.0,,,,Balance Sheet
Deferred Income Tax,6266.0,3912.0,3514.0,,6755.0,923.0,Balance Sheet
Discont. Ops.-Curr. Assets,,110275.0,0.0,,,,Balance Sheet
Other Current Assets,1614.0,257.0,266.0,,,711.0,Balance Sheet
"Other Curr. Assets, Total",1614.0,110532.0,303.0,,2853.0,711.0,Balance Sheet
Total Current Assets,49893.0,126655.0,9999.0,,44599.0,23659.0,Balance Sheet
Buildings,8667.0,,2775.0,,,5935.0,Balance Sheet
Land/Improvements,3448.0,,798.0,,,2524.0,Balance Sheet
Machinery/Equipment,51312.0,,9887.0,,,38499.0,Balance Sheet
Construction in Progress,4600.0,,1652.0,,,6100.0,Balance Sheet
Other Prop./Plant/Equip.,5277.0,14116.0,556.0,,,4380.0,Balance Sheet
Prop./Plant/Equip. - Gross,73304.0,14116.0,15668.0,,,57438.0,Balance Sheet
Accumulated Depreciation,-37057.0,-4199.0,-4969.0,,,-33952.0,Balance Sheet
Prop./Plant/Equip. - Net,36247.0,9917.0,10699.0,,32144.0,23486.0,Balance Sheet
"Goodwill, Net",59527.0,34496.0,33151.0,,42985.0,15272.0,Balance Sheet
Intangibles - Gross,38824.0,17827.0,17736.0,,,10321.0,Balance Sheet
Accum. Intangible Amort.,-5550.0,-3172.0,-4143.0,,,-4295.0,Balance Sheet
Intangibles - Net,33274.0,14655.0,13593.0,,22967.0,6026.0,Balance Sheet
LT Invt. - Affiliate Comp.,5336.0,1745.0,1204.0,,4646.0,3747.0,Balance Sheet
LT Investments - Other,2564.0,28.0,24.0,,2993.0,2969.0,Balance Sheet
Long Term Investments,7900.0,1773.0,1228.0,,7639.0,6716.0,Balance Sheet
Note Rcvble - Long Term,680.0,47.0,32.0,,765.0,708.0,Balance Sheet
Deferred Charges,2705.0,134.0,458.0,,1410.0,548.0,Balance Sheet
Def. Inc. Tax - LT Asset,1869.0,178.0,236.0,,5125.0,3079.0,Balance Sheet
Other Long Term Assets,69.0,,,,,17.0,Balance Sheet
Total Assets,192164.0,187855.0,69396.0,,157634.0,79511.0,Balance Sheet
Accounts Payable,9134.0,2619.0,2934.0,,9333.0,4519.0,Balance Sheet
Accrued Expenses,5524.0,1052.0,1266.0,,8903.0,4157.0,Balance Sheet
Notes Payable/ST Debt,1948.0,4.0,1829.0,,503.0,272.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,2067.0,11.0,2001.0,,1732.0,635.0,Balance Sheet
Customer Advances,2606.0,71.0,69.0,,,274.0,Balance Sheet
Income Taxes Payable,843.0,115.0,240.0,,662.0,600.0,Balance Sheet
Other Payables,3727.0,,,,,2097.0,Balance Sheet
Discontinued Operations,,69434.0,0.0,,,,Balance Sheet
Other Current Liabilities,279.0,6.0,7.0,,,50.0,Balance Sheet
"Other Curr. Lblts, Total",7455.0,69626.0,316.0,,662.0,3021.0,Balance Sheet
Total Current Liabilities,26128.0,73312.0,8346.0,,21133.0,12604.0,Balance Sheet
Long Term Debt,30056.0,12624.0,13615.0,,24087.0,20456.0,Balance Sheet
Capital Lease Obligations,,,2.0,,,,Balance Sheet
Total Long Term Debt,30056.0,12624.0,13617.0,,24087.0,20456.0,Balance Sheet
Total Debt,34071.0,12639.0,17447.0,,26322.0,21363.0,Balance Sheet
Minority Interest,1597.0,1608.0,569.0,,1238.0,1242.0,Balance Sheet
