,2015,2016,2017,2018,2019,2020,Report
high,120.67,115.4,139.52,169.22,134.24,108.06,
low,71.99,64.16,84.53,86.46,67.41,28.4,
change,-0.3043,0.2409,0.5085000000000001,-0.32439999999999997,0.15230000000000002,-0.5656,
Date,,2016-01-31 00:00:00,2017-01-29 00:00:00,2018-02-04 00:00:00,2019-02-03 00:00:00,2020-02-02 00:00:00,Balance Sheet
Cash and Short Term Invs,,556.0,730.0,494.0,452.0,503.0,Balance Sheet
"Trade Accts Recvble, Gross",,675.0,631.0,680.0,799.0,763.0,Balance Sheet
Prov. for Doubtful Accts,,-18.0,-15.0,-21.0,-22.0,-21.0,Balance Sheet
"Trade Accts Recvble, Net",,657.0,616.0,659.0,778.0,741.0,Balance Sheet
Other Receivables,,29.0,25.0,38.0,26.0,24.0,Balance Sheet
"Total Receivables, Net",,686.0,641.0,696.0,804.0,765.0,Balance Sheet
Total Inventory,,1322.0,1318.0,1591.0,1732.0,1616.0,Balance Sheet
Prepaid Expenses,,150.0,133.0,185.0,169.0,160.0,Balance Sheet
Discont. Ops.-Curr. Assets,,15.0,0.0,,,237.0,Balance Sheet
Other Current Assets,,75.0,57.0,65.0,82.0,113.0,Balance Sheet
"Other Curr. Assets, Total",,90.0,57.0,65.0,82.0,350.0,Balance Sheet
Total Current Assets,,2805.0,2880.0,3031.0,3239.0,3394.0,Balance Sheet
Buildings,,629.0,680.0,780.0,845.0,902.0,Balance Sheet
Land/Improvements,,1.0,1.0,1.0,1.0,1.0,Balance Sheet
Machinery/Equipment,,456.0,533.0,610.0,698.0,872.0,Balance Sheet
Construction in Progress,,33.0,30.0,36.0,84.0,36.0,Balance Sheet
Other Prop./Plant/Equip.,,517.0,570.0,704.0,771.0,2472.0,Balance Sheet
Prop./Plant/Equip. - Gross,,1637.0,1814.0,2130.0,2399.0,4282.0,Balance Sheet
Accumulated Depreciation,,-892.0,-1054.0,-1230.0,-1414.0,-1579.0,Balance Sheet
Prop./Plant/Equip. - Net,,745.0,760.0,900.0,985.0,2703.0,Balance Sheet
