,2015,2016,2017,2018,2019,2020,Report
high,37.25,45.42,52.22,54.11,66.05,72.14,
low,31.76,35.19,40.04,41.51,47.7,46.58,
change,0.0703,0.1429,0.1809,0.021800000000000003,0.2915,-0.051,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,85.0,84.0,83.0,147.0,248.0,,Balance Sheet
"Trade Accts Recvble, Gross",776.0,827.0,849.0,915.0,892.0,,Balance Sheet
Prov. for Doubtful Accts,-52.0,-51.0,-52.0,-55.0,-55.0,,Balance Sheet
"Total Receivables, Net",725.0,776.0,797.0,860.0,837.0,,Balance Sheet
Invent. - Raw Materials,291.0,312.0,311.0,271.0,270.0,,Balance Sheet
Gas in Storage - Inventory,116.0,110.0,113.0,107.0,83.0,,Balance Sheet
Fuel - Inventory,202.0,182.0,186.0,170.0,191.0,,Balance Sheet
Total Inventory,609.0,604.0,610.0,548.0,544.0,,Balance Sheet
Prepaid Expenses,319.0,245.0,251.0,233.0,228.0,,Balance Sheet
Deferred Income Tax,6362.0,6848.0,3903.0,4219.0,4558.0,,Balance Sheet
Unbilled Utility Revenues,655.0,730.0,764.0,755.0,713.0,,Balance Sheet
Other Current Assets,378.0,402.0,468.0,551.0,543.0,,Balance Sheet
"Other Curr. Assets, Total",1174.0,1132.0,1232.0,1306.0,1256.0,,Balance Sheet
Total Current Assets,2910.0,2842.0,2973.0,3094.0,3113.0,,Balance Sheet
Construction in Progress,1257.0,1373.0,2087.0,2091.0,2329.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,,2065.0,,Balance Sheet
Prop./Plant/Equip. - Gross,1257.0,1373.0,2087.0,2091.0,4394.0,,Balance Sheet
Accumulated Depreciation,,,,,-254.0,,Balance Sheet
Prop./Plant/Equip. - Net,1257.0,1373.0,2087.0,2091.0,4140.0,,Balance Sheet
Utility Plant,45604.0,48031.0,49537.0,52929.0,56424.0,,Balance Sheet
Utlty. Plnt. Accum. Deprc.,-15655.0,-16562.0,-17295.0,-18076.0,-19270.0,,Balance Sheet
"Total Utility Plant, Net",29949.0,31468.0,32242.0,34853.0,37154.0,,Balance Sheet
LT Invt. - Affiliate Comp.,130.0,133.0,140.0,141.0,155.0,,Balance Sheet
LT Investments - Other,,,,,136.0,,Balance Sheet
Long Term Investments,130.0,133.0,140.0,141.0,291.0,,Balance Sheet
Other Long Term Assets,4715.0,5339.0,5588.0,5808.0,5750.0,,Balance Sheet
Total Assets,38962.0,41155.0,43030.0,45987.0,50448.0,,Balance Sheet
Accounts Payable,961.0,1045.0,1243.0,1237.0,1294.0,,Balance Sheet
Accrued Expenses,167.0,173.0,174.0,174.0,386.0,,Balance Sheet
Notes Payable/ST Debt,846.0,392.0,814.0,1038.0,595.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,657.0,256.0,457.0,406.0,706.0,,Balance Sheet
Dividends Payable,162.0,172.0,183.0,195.0,212.0,,Balance Sheet
Income Taxes Payable,438.0,457.0,448.0,450.0,466.0,,Balance Sheet
Other Current Liabilities,827.0,752.0,769.0,960.0,909.0,,Balance Sheet
"Other Curr. Lblts, Total",1427.0,1382.0,1400.0,1605.0,1587.0,,Balance Sheet
Total Current Liabilities,4058.0,3247.0,4088.0,4460.0,4568.0,,Balance Sheet
Long Term Debt,12399.0,14195.0,14520.0,15803.0,17407.0,,Balance Sheet
Capital Lease Obligations,,,,,77.0,,Balance Sheet
Total Long Term Debt,12399.0,14195.0,14520.0,15803.0,17484.0,,Balance Sheet
Total Debt,13902.0,14842.0,15791.0,17247.0,18785.0,,Balance Sheet
Reserves,2609.0,2782.0,2475.0,2568.0,2701.0,,Balance Sheet
Pension Benefits - Underfunded,941.0,1112.0,1042.0,994.0,785.0,,Balance Sheet
Other LT Liabilities,1992.0,1951.0,5547.0,5721.0,7113.0,,Balance Sheet
"Other Liabilities, Total",5542.0,5845.0,9064.0,9283.0,10599.0,,Balance Sheet
Total Liabilities,28361.0,30134.0,31575.0,33765.0,37209.0,,Balance Sheet
Common Stock,1269.0,1268.0,1269.0,1285.0,1311.0,,Balance Sheet
Additional Paid-In Capital,5889.0,5881.0,5898.0,6168.0,6656.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),3553.0,3982.0,4413.0,4893.0,5413.0,,Balance Sheet
Unrealized Gain (Loss),0.0,0.0,,,,,Balance Sheet
Min. Pension Lblty Adj.,-55.0,-59.0,-67.0,-64.0,-61.0,,Balance Sheet
Other Comprehensive Income,-55.0,-51.0,-58.0,-60.0,-80.0,,Balance Sheet
"Other Equity, Total",-110.0,-110.0,-125.0,-124.0,-141.0,,Balance Sheet
Total Equity,10601.0,11021.0,11455.0,12222.0,13239.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,38962.0,41155.0,43030.0,45987.0,50448.0,,Balance Sheet
Ttl Comm. Shares Outs.,508.0,507.0,508.0,514.0,525.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Electric Operations,10967.0,9498.0,9666.0,9705.0,9573.0,,Income Statement
Gas Operations,,1531.0,1650.0,1739.0,1868.0,,Income Statement
Revenue,10967.0,11029.0,11316.0,11444.0,11441.0,,Income Statement
"Other Revenue, Total",57.0,78.0,88.0,93.0,88.0,,Income Statement
Total Revenue,11024.0,11107.0,11404.0,11537.0,11529.0,,Income Statement
Fuel Purchased for Resale,905.0,725.0,817.0,839.0,918.0,,Income Statement
Cost of Revenue,36.0,36.0,34.0,35.0,40.0,,Income Statement
"Cost of Revenue, Total",941.0,761.0,851.0,874.0,958.0,,Income Statement
Fuel Expense,3763.0,3718.0,3757.0,3854.0,3282.0,,Income Statement
Operations & Maintenance,2330.0,2300.0,2270.0,2352.0,2304.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",225.0,245.0,273.0,290.0,540.0,,Income Statement
Depreciation/Amortization,1125.0,1303.0,1479.0,1642.0,1765.0,,Income Statement
"Inter/Invest Inc, Operating",0.0,8.0,6.0,4.0,7.0,,Income Statement
Other Unusual Expnse (In),129.0,,,,,,Income Statement
Unusual Expense (Income),129.0,,,,,,Income Statement
"Other Operat Expse, Total",512.0,532.0,545.0,556.0,569.0,,Income Statement
Total Operating Expense,9024.0,8867.0,9181.0,9572.0,9425.0,,Income Statement
Total Operating Income,2001.0,2240.0,2223.0,1965.0,2104.0,,Income Statement
"Inter Expse, Non-Operating",-567.0,-622.0,-639.0,-675.0,-747.0,,Income Statement
"Inter Capital, Non-Operat",26.0,27.0,35.0,48.0,37.0,,Income Statement
"Inter Expse,Net Non-Operat",-540.0,-595.0,-604.0,-627.0,-710.0,,Income Statement
"Inter Income, Non-Operating",6.0,,,,,,Income Statement
"Invest Income, Non-Operat",30.0,42.0,30.0,35.0,39.0,,Income Statement
"Inter/Invest Inc, Non-Oper",36.0,42.0,30.0,35.0,39.0,,Income Statement
Allow Funds Used Dur Const,56.0,60.0,75.0,108.0,77.0,,Income Statement
"Other, Net",-25.0,-43.0,-34.0,-39.0,-10.0,,Income Statement
Income Before Tax,1527.0,1704.0,1690.0,1442.0,1500.0,,Income Statement
Income Tax - Total,543.0,581.0,519.0,181.0,128.0,,Income Statement
Income After Tax,984.0,1123.0,1171.0,1261.0,1372.0,,Income Statement
Net Inc Before Extra Items,984.0,1123.0,1171.0,1261.0,1372.0,,Income Statement
Total Extraordinary Items,,,-23.0,,,,Income Statement
Total Net Income,984.0,1123.0,1148.0,1261.0,1372.0,,Income Statement
Income Available to Common Excl. Extra. Items,984.0,1123.0,1171.0,1261.0,1372.0,,Income Statement
Income Available to Common Incl. Extra. Items,984.0,1123.0,1148.0,1261.0,1372.0,,Income Statement
Basic/Primary Weighted Average Shares,508.0,509.0,509.0,511.0,519.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,1.94,2.21,2.3,2.47,2.64,,Income Statement
Basic/Primary EPS Incl. Extra. Items,1.94,2.21,2.26,2.47,2.64,,Income Statement
Dilution Adjustment,,,0.0,,,,Income Statement
Diluted Weighted Average Shares,508.0,509.0,509.0,511.0,520.0,,Income Statement
Diluted EPS Excl. Extra. Items,1.94,2.21,2.3,2.47,2.64,,Income Statement
Diluted EPS Incl. Extra. Items,1.94,2.21,2.26,2.47,2.64,,Income Statement
Div/Share-ComStockPrimIssue,1.26,1.34,1.42,1.5,1.6,,Income Statement
Gross Divid - Common Stock,653.0,695.0,736.0,780.0,846.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",1162.0,1269.0,1302.0,1375.0,1502.0,,Income Statement
"Interest Capitalized, Suppl",-26.0,-27.0,-35.0,-48.0,-37.0,,Income Statement
"Depreciat/Amort, Suppl",1249.0,1436.0,1609.0,1781.0,1904.0,,Income Statement
Total Special Items,129.0,,,,,,Income Statement
Normalzd Income Before Tax,1657.0,1704.0,1690.0,1442.0,1500.0,,Income Statement
Efct/SpecItemsIncTxs (STEC),46.0,,,,,,Income Statement
IncTxsExcl ImpctofSpec Itms,589.0,581.0,519.0,181.0,128.0,,Income Statement
Normalized Income After Tax,1068.0,1123.0,1171.0,1261.0,1372.0,,Income Statement
Normalzd Inc Avail to Common,1068.0,1123.0,1171.0,1261.0,1372.0,,Income Statement
Basic Normalized EPS,2.1,2.21,2.3,2.47,2.64,,Income Statement
Diluted Normalized EPS,2.1,2.21,2.3,2.47,2.64,,Income Statement
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Cash Flow
Net Income,984.0,1123.0,1148.0,1261.0,1372.0,,Cash Flow
Depreciation/Depletion,1249.0,1436.0,1609.0,1781.0,1904.0,,Cash Flow
Deferred Taxes,536.0,587.0,640.0,218.0,143.0,,Cash Flow
Unusual Items,151.0,8.0,2.0,22.0,45.0,,Cash Flow
Equity in Net Earnings/Loss,-34.0,-42.0,-30.0,-35.0,-39.0,,Cash Flow
Other Non-Cash Items,64.0,64.0,56.0,16.0,63.0,,Cash Flow
Non-Cash Items,181.0,29.0,28.0,3.0,69.0,,Cash Flow
"Cash Taxes Pd, Supplemental",-58.0,-62.0,-44.0,-27.0,-53.0,,Cash Flow
"Cash Interest Pd, Suppl",543.0,592.0,616.0,633.0,698.0,,Cash Flow
