,2015,2016,2017,2018,2019,2020,Report
high,35.59,38.36,47.64,57.6,60.48,69.29,
low,24.87,27.68,33.23,42.04,42.86,43.63,
change,0.0542,0.0705,0.2609,0.011899999999999999,0.30219999999999997,-0.0095,
Date,2015-12-26 00:00:00,2016-12-31 00:00:00,2017-12-30 00:00:00,2018-12-29 00:00:00,2019-12-28 00:00:00,,Balance Sheet
Cash & Equivalents,15308.0,5560.0,3433.0,3019.0,4194.0,,Balance Sheet
Short Term Investments,10005.0,11539.0,10569.0,8631.0,8929.0,,Balance Sheet
Cash and Short Term Invs,25313.0,17099.0,14002.0,11650.0,13123.0,,Balance Sheet
"Trade Accts Recvble, Gross",4827.0,4727.0,5632.0,6755.0,,,Balance Sheet
Prov. for Doubtful Accts,-40.0,-37.0,-25.0,-33.0,,,Balance Sheet
"Total Receivables, Net",4787.0,4690.0,5607.0,6722.0,7659.0,,Balance Sheet
Invent. - Finished Goods,1742.0,1668.0,1992.0,1929.0,1679.0,,Balance Sheet
Invent. - Work In Progress,2893.0,3190.0,3893.0,4511.0,6225.0,,Balance Sheet
Invent. - Raw Materials,532.0,695.0,1098.0,813.0,840.0,,Balance Sheet
Total Inventory,5167.0,5553.0,6983.0,7253.0,8744.0,,Balance Sheet
Discont. Ops.-Curr. Assets,,5210.0,0.0,,,,Balance Sheet
Other Current Assets,3053.0,2956.0,2908.0,3162.0,1713.0,,Balance Sheet
"Other Curr. Assets, Total",3053.0,8166.0,2908.0,3162.0,1713.0,,Balance Sheet
Total Current Assets,38320.0,35508.0,29500.0,28787.0,31239.0,,Balance Sheet
Land/Improvements,,26627.0,27391.0,30954.0,37743.0,,Balance Sheet
Machinery/Equipment,,52608.0,57192.0,66721.0,74901.0,,Balance Sheet
Construction in Progress,,10870.0,15812.0,16643.0,16063.0,,Balance Sheet
Other Prop./Plant/Equip.,83396.0,,,,628.0,,Balance Sheet
Prop./Plant/Equip. - Gross,83396.0,90105.0,100395.0,114318.0,129335.0,,Balance Sheet
Accumulated Depreciation,-51538.0,-53934.0,-59286.0,-65342.0,-73321.0,,Balance Sheet
Prop./Plant/Equip. - Net,31858.0,36171.0,41109.0,48976.0,56014.0,,Balance Sheet
"Goodwill, Net",11332.0,14099.0,24389.0,24513.0,26276.0,,Balance Sheet
Intangibles - Gross,8683.0,13034.0,16379.0,16790.0,16791.0,,Balance Sheet
