,2015,2016,2017,2018,2019,2020,Report
high,82.5,79.0,106.1,127.43,126.16,139.82,
low,65.88,62.97,65.33,84.59,86.61,82.51,
change,-0.12480000000000001,0.0762,0.37450000000000006,-0.11599999999999999,0.3505,-0.0678,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,1172.0,1205.0,1903.0,1425.0,1782.0,,Balance Sheet
"Total Receivables, Net",446.0,455.0,565.0,550.0,647.0,,Balance Sheet
Total Current Assets,,,,,,,Balance Sheet
Buildings,415.0,422.0,443.0,455.0,466.0,,Balance Sheet
Land/Improvements,142.0,151.0,161.0,177.0,193.0,,Balance Sheet
Machinery/Equipment,611.0,704.0,824.0,865.0,964.0,,Balance Sheet
Other Prop./Plant/Equip.,146.0,158.0,169.0,179.0,304.0,,Balance Sheet
Prop./Plant/Equip. - Gross,1314.0,1436.0,1597.0,1675.0,1928.0,,Balance Sheet
Accumulated Depreciation,-706.0,-820.0,-945.0,-1014.0,-1142.0,,Balance Sheet
Prop./Plant/Equip. - Net,607.0,615.0,652.0,661.0,785.0,,Balance Sheet
"Goodwill, Net",666.0,666.0,666.0,666.0,666.0,,Balance Sheet
Long Term Investments,2019.0,2938.0,3526.0,4134.0,5217.0,,Balance Sheet
Note Rcvble - Long Term,2.0,8.0,43.0,22.0,32.0,,Balance Sheet
Def. Inc. Tax - LT Asset,114.0,133.0,70.0,110.0,77.0,,Balance Sheet
Other Assets,81.0,206.0,111.0,122.0,126.0,,Balance Sheet
"Other Assets, Total",81.0,206.0,111.0,122.0,126.0,,Balance Sheet
Total Assets,5107.0,6225.0,7535.0,7689.0,9330.0,,Balance Sheet
Payable/Accrued,171.0,181.0,216.0,229.0,215.0,,Balance Sheet
Accrued Expenses,153.0,93.0,109.0,123.0,258.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
"Other Curr. Lblts, Total",21.0,39.0,68.0,54.0,32.0,,Balance Sheet
Total Current Liabilities,,,,,,,Balance Sheet
Total Long Term Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Total Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
