,2015,2016,2017,2018,2019,2020,Report
high,89.28,102.38,116.84,131.74,122.29,120.84,
low,69.69,63.58,83.35,88.38,83.64,75.29,
change,-0.1617,0.35100000000000003,0.1753,-0.1977,0.2763,-0.1243,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,6.0,6.0,15.0,8.0,35.0,,Balance Sheet
"Trade Accts Recvble, Net",624.0,745.0,921.0,1052.0,1012.0,,Balance Sheet
Other Receivables,107.0,68.0,283.0,275.0,230.0,,Balance Sheet
"Total Receivables, Net",731.0,813.0,1204.0,1326.0,1242.0,,Balance Sheet
Total Inventory,23.0,19.0,21.0,22.0,21.0,,Balance Sheet
Prepaid Expenses,98.0,108.0,99.0,147.0,183.0,,Balance Sheet
Total Current Assets,858.0,946.0,1339.0,1503.0,1481.0,,Balance Sheet
Buildings,154.0,176.0,203.0,238.0,302.0,,Balance Sheet
Land/Improvements,39.0,47.0,47.0,49.0,59.0,,Balance Sheet
Machinery/Equipment,3637.0,3820.0,4159.0,4717.0,4838.0,,Balance Sheet
Other Prop./Plant/Equip.,190.0,216.0,262.0,325.0,568.0,,Balance Sheet
Prop./Plant/Equip. - Gross,4019.0,4259.0,4670.0,5329.0,5766.0,,Balance Sheet
Accumulated Depreciation,-1318.0,-1440.0,-1687.0,-1884.0,-2020.0,,Balance Sheet
Prop./Plant/Equip. - Net,2701.0,2819.0,2983.0,3445.0,3746.0,,Balance Sheet
"Goodwill, Net",,,40.0,40.0,96.0,,Balance Sheet
Intangibles - Net,,,74.0,65.0,107.0,,Balance Sheet
Long Term Investments,,,,,20.0,,Balance Sheet
Other Long Term Assets,70.0,65.0,30.0,38.0,20.0,,Balance Sheet
Total Assets,3630.0,3829.0,4465.0,5092.0,5471.0,,Balance Sheet
Accounts Payable,340.0,384.0,599.0,710.0,603.0,,Balance Sheet
Accrued Expenses,192.0,189.0,323.0,392.0,433.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,251.0,0.0,,Balance Sheet
Total Current Liabilities,532.0,573.0,922.0,1352.0,1036.0,,Balance Sheet
Total Long Term Debt,998.0,986.0,1086.0,898.0,1296.0,,Balance Sheet
Total Debt,998.0,986.0,1086.0,1149.0,1296.0,,Balance Sheet
Deferred Income Tax,740.0,791.0,542.0,643.0,699.0,,Balance Sheet
"Other Liabilities, Total",59.0,65.0,77.0,96.0,173.0,,Balance Sheet
Total Liabilities,2329.0,2415.0,2626.0,2990.0,3204.0,,Balance Sheet
Common Stock,2.0,2.0,2.0,2.0,2.0,,Balance Sheet
Additional Paid-In Capital,269.0,293.0,311.0,340.0,374.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),2886.0,3219.0,3804.0,4188.0,4593.0,,Balance Sheet
Treasury Stock - Common,-1856.0,-2100.0,-2277.0,-2429.0,-2702.0,,Balance Sheet
Total Equity,1300.0,1414.0,1839.0,2101.0,2267.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,3630.0,3829.0,4465.0,5092.0,5471.0,,Balance Sheet
Ttl Comm. Shares Outs.,114.0,111.0,110.0,109.0,106.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,53.0,56.0,57.0,58.0,61.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
