,2015,2016,2017,2018,2019,2020,Report
high,143.65,160.68,201.2,253.91,330.14,346.89,
low,117.1,119.75,140.0,190.38,210.07,250.21,
change,0.09380000000000001,0.0118,0.3335,0.1729,0.47759999999999997,0.0215,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,452.0,786.0,1335.0,2103.0,2399.0,,Balance Sheet
Short Term Investments,14.0,16.0,10.0,31.0,37.0,,Balance Sheet
Cash and Short Term Invs,466.0,802.0,1345.0,2134.0,2436.0,,Balance Sheet
"Trade Accts Recvble, Gross",2615.0,3126.0,3988.0,4253.0,4451.0,,Balance Sheet
Prov. for Doubtful Accts,-70.0,-77.0,-109.0,-117.0,-102.0,,Balance Sheet
"Trade Accts Recvble, Net",2545.0,3049.0,3879.0,4136.0,4952.0,,Balance Sheet
Other Receivables,,378.0,432.0,,,,Balance Sheet
"Total Receivables, Net",2545.0,3427.0,4311.0,4136.0,4952.0,,Balance Sheet
Invent. - Finished Goods,1334.0,1419.0,1758.0,1763.0,1882.0,,Balance Sheet
Invent. - Work In Progress,237.0,328.0,505.0,430.0,517.0,,Balance Sheet
Invent. - Raw Materials,421.0,466.0,708.0,812.0,971.0,,Balance Sheet
Total Inventory,1992.0,2213.0,2971.0,3005.0,3370.0,,Balance Sheet
"Other Curr. Assets, Total",739.0,579.0,794.0,1350.0,1135.0,,Balance Sheet
Total Current Assets,5741.0,7021.0,9421.0,10625.0,11893.0,,Balance Sheet
Buildings,1051.0,1154.0,1662.0,1729.0,1873.0,,Balance Sheet
Land/Improvements,276.0,306.0,401.0,397.0,396.0,,Balance Sheet
Machinery/Equipment,2787.0,2956.0,4276.0,4694.0,5495.0,,Balance Sheet
Prop./Plant/Equip. - Gross,4114.0,4416.0,6339.0,6820.0,7764.0,,Balance Sheet
Accumulated Depreciation,-1665.0,-1838.0,-2292.0,-2655.0,-3015.0,,Balance Sheet
Prop./Plant/Equip. - Net,2449.0,2578.0,4047.0,4165.0,4749.0,,Balance Sheet
"Goodwill, Net",18828.0,21328.0,25290.0,25347.0,25714.0,,Balance Sheet
Intangibles - Gross,19245.0,21674.0,26248.0,25951.0,25010.0,,Balance Sheet
Accum. Intangible Amort.,-6487.0,-7705.0,-9564.0,-10973.0,-10996.0,,Balance Sheet
Intangibles - Net,12758.0,13969.0,16684.0,14978.0,14014.0,,Balance Sheet
Other Long Term Assets,1058.0,1012.0,1227.0,1117.0,2011.0,,Balance Sheet
Total Assets,40834.0,45908.0,56669.0,56232.0,58381.0,,Balance Sheet
Accounts Payable,822.0,926.0,1428.0,1615.0,1920.0,,Balance Sheet
Accrued Expenses,1717.0,2020.0,2751.0,2436.0,2674.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,1052.0,1256.0,2135.0,1271.0,676.0,,Balance Sheet
Customer Advances,318.0,486.0,719.0,0.0,,,Balance Sheet
Income Taxes Payable,213.0,165.0,,,,,Balance Sheet
Other Current Liabilities,25.0,12.0,15.0,825.0,927.0,,Balance Sheet
"Other Curr. Lblts, Total",556.0,664.0,734.0,825.0,927.0,,Balance Sheet
Total Current Liabilities,4146.0,4866.0,7048.0,6147.0,6197.0,,Balance Sheet
