,2015,2016,2017,2018,2019,2020,Report
high,112.88,82.28,117.65,115.98,122.89,128.48,
low,70.8,54.5,73.94,62.71,60.12,67.9,
change,-0.2139,-0.0047,0.26230000000000003,-0.3019,0.8354,-0.0884,
Date,2015-10-02 00:00:00,2016-09-30 00:00:00,2017-09-29 00:00:00,2018-09-28 00:00:00,2019-09-27 00:00:00,,Balance Sheet
Cash & Equivalents,1044.0,1084.0,1617.0,733.0,851.0,,Balance Sheet
Short Term Investments,,,,294.0,203.0,,Balance Sheet
Cash and Short Term Invs,1044.0,1084.0,1617.0,1027.0,1055.0,,Balance Sheet
"Trade Accts Recvble, Gross",538.0,417.0,455.0,656.0,466.0,,Balance Sheet
Prov. for Doubtful Accts,0.0,-1.0,-1.0,-1.0,-1.0,,Balance Sheet
"Total Receivables, Net",538.0,417.0,455.0,656.0,465.0,,Balance Sheet
Invent. - Finished Goods,46.0,150.0,138.0,129.0,249.0,,Balance Sheet
Invent. - Work In Progress,192.0,256.0,331.0,341.0,336.0,,Balance Sheet
Invent. - Raw Materials,30.0,19.0,25.0,20.0,24.0,,Balance Sheet
Total Inventory,268.0,424.0,494.0,490.0,610.0,,Balance Sheet
"Other Curr. Assets, Total",65.0,78.0,69.0,89.0,105.0,,Balance Sheet
Total Current Assets,1915.0,2002.0,2634.0,2262.0,2235.0,,Balance Sheet
Buildings,102.0,134.0,138.0,238.0,354.0,,Balance Sheet
Land/Improvements,12.0,12.0,12.0,12.0,12.0,,Balance Sheet
Machinery/Equipment,1285.0,1533.0,1715.0,2090.0,2312.0,,Balance Sheet
Construction in Progress,160.0,60.0,165.0,179.0,173.0,,Balance Sheet
Other Prop./Plant/Equip.,27.0,30.0,30.0,32.0,34.0,,Balance Sheet
Prop./Plant/Equip. - Gross,1585.0,1768.0,2059.0,2550.0,2884.0,,Balance Sheet
Accumulated Depreciation,-759.0,-962.0,-1177.0,-1409.0,-1678.0,,Balance Sheet
Prop./Plant/Equip. - Net,826.0,806.0,882.0,1141.0,1206.0,,Balance Sheet
"Goodwill, Net",857.0,873.0,883.0,1190.0,1190.0,,Balance Sheet
Intangibles - Gross,159.0,214.0,242.0,187.0,182.0,,Balance Sheet
Accum. Intangible Amort.,-114.0,-147.0,-175.0,-44.0,-75.0,,Balance Sheet
Intangibles - Net,45.0,67.0,68.0,144.0,108.0,,Balance Sheet
Long Term Investments,,,,23.0,28.0,,Balance Sheet
Other Long Term Assets,20.0,53.0,40.0,33.0,33.0,,Balance Sheet
Total Assets,3719.0,3855.0,4574.0,4829.0,4840.0,,Balance Sheet
Accounts Payable,291.0,110.0,258.0,230.0,191.0,,Balance Sheet
Accrued Expenses,82.0,42.0,68.0,85.0,76.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
"Other Curr. Lblts, Total",91.0,58.0,61.0,75.0,108.0,,Balance Sheet
Total Current Liabilities,464.0,210.0,388.0,390.0,374.0,,Balance Sheet
Total Long Term Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Total Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
"Other Liabilities, Total",96.0,104.0,120.0,342.0,343.0,,Balance Sheet
Total Liabilities,560.0,314.0,508.0,732.0,717.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Common Stock,48.0,46.0,46.0,44.0,43.0,,Balance Sheet
Additional Paid-In Capital,2495.0,2686.0,2894.0,3061.0,3188.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),1469.0,2264.0,3060.0,3733.0,4313.0,,Balance Sheet
Treasury Stock - Common,-845.0,-1444.0,-1925.0,-2733.0,-3413.0,,Balance Sheet
"Other Equity, Total",-8.0,-11.0,-9.0,-9.0,-8.0,,Balance Sheet
Total Equity,3159.0,3541.0,4066.0,4097.0,4122.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,3719.0,3855.0,4574.0,4829.0,4840.0,,Balance Sheet
Ttl Comm. Shares Outs.,190.0,185.0,183.0,177.0,170.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,29.0,38.0,43.0,51.0,60.0,,Balance Sheet
Date,2015-10-02 00:00:00,2016-09-30 00:00:00,2017-09-29 00:00:00,2018-09-28 00:00:00,2019-09-27 00:00:00,,Income Statement
Total Revenue,3258.0,3289.0,3651.0,3868.0,3377.0,,Income Statement
"Cost of Revenue, Total",1704.0,1624.0,1810.0,1917.0,1773.0,,Income Statement
Selling/Gen/Admin Expense,151.0,161.0,165.0,157.0,173.0,,Income Statement
