,2015,2016,2017,2018,2019,2020,Report
high,37.73,41.5,41.53,37.94,37.32,34.49,
low,25.99,23.64,32.27,30.22,29.28,21.0,
change,-0.2348,0.2119,0.15,-0.1426,-0.0040999999999999995,-0.2298,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,128.0,236.0,904.0,150.0,189.0,,Balance Sheet
"Trade Accts Recvble, Gross",596.0,736.0,882.0,890.0,894.0,,Balance Sheet
Prov. for Doubtful Accts,-31.0,-44.0,-47.0,-44.0,-43.0,,Balance Sheet
"Trade Accts Recvble, Net",564.0,691.0,836.0,847.0,851.0,,Balance Sheet
Other Receivables,33.0,23.0,,,,,Balance Sheet
"Total Receivables, Net",598.0,714.0,836.0,847.0,851.0,,Balance Sheet
Prepaid Expenses,110.0,162.0,189.0,196.0,192.0,,Balance Sheet
Restricted Cash - Current,0.0,,22.0,15.0,5.0,,Balance Sheet
Deferred Income Tax,55.0,151.0,156.0,184.0,188.0,,Balance Sheet
"Other Curr. Assets, Total",22.0,0.0,22.0,15.0,5.0,,Balance Sheet
Total Current Assets,858.0,1112.0,1950.0,1208.0,1236.0,,Balance Sheet
Buildings,1955.0,2241.0,2633.0,3762.0,3881.0,,Balance Sheet
Land/Improvements,218.0,260.0,315.0,401.0,449.0,,Balance Sheet
Machinery/Equipment,2408.0,2860.0,3092.0,3164.0,3213.0,,Balance Sheet
Construction in Progress,113.0,122.0,157.0,218.0,451.0,,Balance Sheet
Other Prop./Plant/Equip.,50.0,53.0,55.0,56.0,1923.0,,Balance Sheet
Prop./Plant/Equip. - Gross,4744.0,5536.0,6251.0,7601.0,9918.0,,Balance Sheet
Accumulated Depreciation,-2247.0,-2452.0,-2833.0,-3111.0,-3426.0,,Balance Sheet
Prop./Plant/Equip. - Net,2497.0,3083.0,3418.0,4490.0,6492.0,,Balance Sheet
"Goodwill, Net",2361.0,3905.0,4070.0,4441.0,4485.0,,Balance Sheet
Intangibles - Gross,948.0,1629.0,1884.0,2098.0,2122.0,,Balance Sheet
Accum. Intangible Amort.,-342.0,-359.0,-474.0,-557.0,-700.0,,Balance Sheet
Intangibles - Net,606.0,1269.0,1411.0,1541.0,1422.0,,Balance Sheet
Long Term Investments,,,18.0,,,,Balance Sheet
Other Long Term Assets,28.0,117.0,106.0,178.0,181.0,,Balance Sheet
Total Assets,6351.0,9487.0,10972.0,11857.0,13817.0,,Balance Sheet
Accounts Payable,220.0,222.0,289.0,319.0,325.0,,Balance Sheet
Accrued Expenses,351.0,450.0,653.0,781.0,962.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,88.0,173.0,146.0,126.0,389.0,,Balance Sheet
Customer Advances,183.0,201.0,242.0,265.0,274.0,,Balance Sheet
Other Current Liabilities,0.0,,,,,,Balance Sheet
"Other Curr. Lblts, Total",183.0,201.0,242.0,265.0,274.0,,Balance Sheet
Total Current Liabilities,842.0,1047.0,1330.0,1491.0,1950.0,,Balance Sheet
Long Term Debt,4758.0,6133.0,6988.0,8087.0,8023.0,,Balance Sheet
Capital Lease Obligations,,,,,321.0,,Balance Sheet
Total Long Term Debt,4758.0,6133.0,6988.0,8087.0,8343.0,,Balance Sheet
Total Debt,4846.0,6306.0,7135.0,8213.0,8732.0,,Balance Sheet
Minority Interest,20.0,0.0,1.0,1.0,0.0,,Balance Sheet
Reserves,,14.0,25.0,28.0,31.0,,Balance Sheet
Other LT Liabilities,168.0,205.0,174.0,205.0,1841.0,,Balance Sheet
"Other Liabilities, Total",168.0,219.0,199.0,233.0,1872.0,,Balance Sheet
Total Liabilities,5842.0,7550.0,8675.0,9996.0,12353.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,0.0,0.0,0.0,0.0,,Balance Sheet
Common Stock,2.0,3.0,3.0,3.0,3.0,,Balance Sheet
Additional Paid-In Capital,1624.0,3490.0,4165.0,4263.0,4299.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),-942.0,-1343.0,-1766.0,-2139.0,-2575.0,,Balance Sheet
Unrealized Gain (Loss),1.0,0.0,0.0,-1.0,-10.0,,Balance Sheet
"Other Equity, Total",-176.0,-213.0,-104.0,-265.0,-253.0,,Balance Sheet
Total Equity,509.0,1937.0,2297.0,1861.0,1464.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,6351.0,9487.0,10972.0,11857.0,13817.0,,Balance Sheet
Ttl Comm. Shares Outs.,211.0,264.0,283.0,286.0,287.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,3008.0,3511.0,3846.0,4226.0,4263.0,,Income Statement
"Cost of Revenue, Total",1287.0,1568.0,1665.0,1794.0,1833.0,,Income Statement
Selling/Gen/Admin Expense,795.0,959.0,937.0,1007.0,992.0,,Income Statement
Labor & Related Expense,30.0,29.0,,,,,Income Statement
"Sell/Gen/AdminExpenses,Tot",825.0,988.0,937.0,1007.0,992.0,,Income Statement
Depreciation/Amortization,345.0,452.0,522.0,640.0,658.0,,Income Statement
Restructuring Charge,23.0,0.0,0.0,0.0,49.0,,Income Statement
Impair-Assets Held for Use,,,3.0,0.0,0.0,,Income Statement
Other Unusual Expnse (In),27.0,11.0,85.0,51.0,13.0,,Income Statement
Unusual Expense (Income),54.0,12.0,87.0,-23.0,-2.0,,Income Statement
Loss(Gain)/Sale Asts (Oper),3.0,1.0,-1.0,-74.0,-64.0,,Income Statement
Total Operating Expense,2511.0,3021.0,3212.0,3417.0,3481.0,,Income Statement
Total Operating Income,497.0,491.0,634.0,808.0,781.0,,Income Statement
"Inter Expse,Net Non-Operat",-268.0,-313.0,-361.0,-416.0,-426.0,,Income Statement
"Inter Income, Non-Operating",4.0,2.0,8.0,7.0,7.0,,Income Statement
"Invest Income, Non-Operat",-91.0,-20.0,-40.0,16.0,-25.0,,Income Statement
"Inter/Invest Inc, Non-Oper",-87.0,-18.0,-33.0,22.0,-18.0,,Income Statement
OtherNon-OperatInc (Expnse),20.0,-13.0,-39.0,-4.0,-9.0,,Income Statement
"Other, Net",20.0,-13.0,-39.0,-4.0,-9.0,,Income Statement
Income Before Tax,162.0,147.0,201.0,410.0,328.0,,Income Statement
Income Tax - Total,38.0,45.0,28.0,43.0,60.0,,Income Statement
Income After Tax,124.0,102.0,173.0,368.0,268.0,,Income Statement
Minority Interest,-2.0,-2.0,-2.0,-1.0,-1.0,,Income Statement
Net Inc Before Extra Items,122.0,99.0,172.0,366.0,267.0,,Income Statement
Discontinued Operations,0.0,3.0,-8.0,-13.0,0.0,,Income Statement
Extraordinary Item,,,5.0,,,,Income Statement
Tax on Extraordinary Items,,,2.0,0.0,0.0,,Income Statement
Total Extraordinary Items,0.0,3.0,-2.0,-12.0,0.0,,Income Statement
Total Net Income,122.0,103.0,170.0,354.0,267.0,,Income Statement
Total Adjust to Net Income,1.0,2.0,,,,,Income Statement
Income Available to Common Excl. Extra. Items,123.0,101.0,172.0,366.0,267.0,,Income Statement
Income Available to Common Incl. Extra. Items,123.0,105.0,170.0,354.0,267.0,,Income Statement
Basic/Primary Weighted Average Shares,211.0,246.0,266.0,286.0,287.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,0.58,0.41,0.65,1.28,0.93,,Income Statement
Basic/Primary EPS Incl. Extra. Items,0.58,0.43,0.64,1.24,0.93,,Income Statement
