,2015,2016,2017,2018,2019,2020,Report
high,50.31,37.48,45.64,94.37,110.28,136.85,
low,29.83,23.16,29.9,43.48,65.06,70.2,
change,-0.19870000000000002,-0.0138,0.42960000000000004,0.6095,0.5567000000000001,0.2717,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,543.0,709.0,811.0,1112.0,1223.0,,Balance Sheet
Short Term Investments,348.0,377.0,440.0,537.0,843.0,,Balance Sheet
Cash and Short Term Invs,891.0,1086.0,1251.0,1650.0,2066.0,,Balance Sheet
"Trade Accts Recvble, Gross",266.0,324.0,363.0,445.0,546.0,,Balance Sheet
Prov. for Doubtful Accts,-6.0,-11.0,-15.0,-1.0,-1.0,,Balance Sheet
"Total Receivables, Net",260.0,313.0,348.0,445.0,544.0,,Balance Sheet
Invent. - Finished Goods,68.0,88.0,64.0,77.0,108.0,,Balance Sheet
Invent. - Raw Materials,15.0,19.0,13.0,13.0,10.0,,Balance Sheet
Total Inventory,84.0,107.0,77.0,90.0,118.0,,Balance Sheet
Prepaid Expenses,36.0,33.0,40.0,37.0,41.0,,Balance Sheet
Total Current Assets,1271.0,1539.0,1717.0,2221.0,2769.0,,Balance Sheet
Buildings,40.0,68.0,154.0,162.0,173.0,,Balance Sheet
Land/Improvements,22.0,35.0,66.0,76.0,93.0,,Balance Sheet
Machinery/Equipment,61.0,85.0,100.0,116.0,137.0,,Balance Sheet
Construction in Progress,8.0,5.0,6.0,12.0,61.0,,Balance Sheet
Other Prop./Plant/Equip.,9.0,14.0,15.0,16.0,62.0,,Balance Sheet
Prop./Plant/Equip. - Gross,140.0,208.0,341.0,382.0,526.0,,Balance Sheet
Accumulated Depreciation,-49.0,-70.0,-95.0,-111.0,-137.0,,Balance Sheet
Prop./Plant/Equip. - Net,91.0,137.0,245.0,271.0,389.0,,Balance Sheet
"Goodwill, Net",5.0,15.0,15.0,38.0,67.0,,Balance Sheet
Intangibles - Gross,24.0,38.0,38.0,52.0,72.0,,Balance Sheet
Accum. Intangible Amort.,-6.0,-15.0,-24.0,-30.0,-41.0,,Balance Sheet
Intangibles - Net,18.0,25.0,16.0,22.0,31.0,,Balance Sheet
Long Term Investments,273.0,225.0,98.0,67.0,144.0,,Balance Sheet
Deferred Charges,,,,183.0,237.0,,Balance Sheet
Def. Inc. Tax - LT Asset,119.0,183.0,147.0,255.0,233.0,,Balance Sheet
Other Long Term Assets,14.0,17.0,20.0,21.0,16.0,,Balance Sheet
Total Assets,1791.0,2140.0,2258.0,3078.0,3886.0,,Balance Sheet
Accounts Payable,62.0,57.0,70.0,86.0,96.0,,Balance Sheet
Accrued Expenses,94.0,114.0,142.0,176.0,200.0,,Balance Sheet
