,2015,2016,2017,2018,2019,2020,Report
high,46.35,52.93,86.1,164.08,279.95,342.0,
low,29.8,22.42,42.52,79.18,115.03,163.42,
change,0.0435,0.2258,0.7387,0.5217,1.2085,0.0191,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,51.0,60.0,46.0,46.0,134.0,,Balance Sheet
"Trade Accts Recvble, Net",2.0,1.0,2.0,3.0,9.0,,Balance Sheet
Other Receivables,7.0,1.0,7.0,4.0,4.0,,Balance Sheet
"Total Receivables, Net",9.0,2.0,9.0,7.0,13.0,,Balance Sheet
Total Inventory,1.0,1.0,1.0,1.0,1.0,,Balance Sheet
Prepaid Expenses,4.0,4.0,5.0,8.0,14.0,,Balance Sheet
"Other Curr. Assets, Total",697.0,858.0,1116.0,1003.0,1709.0,,Balance Sheet
Total Current Assets,761.0,926.0,1176.0,1065.0,1871.0,,Balance Sheet
Buildings,29.0,49.0,61.0,103.0,102.0,,Balance Sheet
Land/Improvements,9.0,9.0,9.0,9.0,29.0,,Balance Sheet
Machinery/Equipment,26.0,43.0,70.0,106.0,156.0,,Balance Sheet
Construction in Progress,6.0,15.0,40.0,9.0,31.0,,Balance Sheet
Other Prop./Plant/Equip.,14.0,17.0,21.0,33.0,72.0,,Balance Sheet
Prop./Plant/Equip. - Gross,84.0,133.0,201.0,260.0,391.0,,Balance Sheet
Accumulated Depreciation,-25.0,-36.0,-54.0,-83.0,-125.0,,Balance Sheet
Prop./Plant/Equip. - Net,59.0,97.0,148.0,177.0,266.0,,Balance Sheet
"Goodwill, Net",52.0,52.0,52.0,52.0,52.0,,Balance Sheet
Intangibles - Gross,17.0,17.0,3.0,3.0,3.0,,Balance Sheet
Accum. Intangible Amort.,-14.0,-15.0,-2.0,-2.0,-3.0,,Balance Sheet
Intangibles - Net,3.0,2.0,1.0,1.0,1.0,,Balance Sheet
Other Long Term Assets,1.0,1.0,173.0,228.0,298.0,,Balance Sheet
Total Assets,877.0,1079.0,1550.0,1522.0,2487.0,,Balance Sheet
Accounts Payable,5.0,4.0,6.0,6.0,5.0,,Balance Sheet
Accrued Expenses,21.0,31.0,37.0,44.0,73.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,1.0,1.0,1.0,2.0,2.0,,Balance Sheet
Customer Advances,4.0,5.0,7.0,9.0,11.0,,Balance Sheet
Income Taxes Payable,0.0,,,,,,Balance Sheet
Other Current Liabilities,697.0,858.0,1089.0,968.0,1663.0,,Balance Sheet
"Other Curr. Lblts, Total",700.0,863.0,1096.0,977.0,1674.0,,Balance Sheet
Total Current Liabilities,728.0,899.0,1140.0,1029.0,1754.0,,Balance Sheet
Total Long Term Debt,25.0,29.0,34.0,33.0,31.0,,Balance Sheet
Total Debt,26.0,30.0,35.0,34.0,33.0,,Balance Sheet
Deferred Income Tax,1.0,0.0,49.0,70.0,91.0,,Balance Sheet
"Other Liabilities, Total",25.0,34.0,45.0,56.0,85.0,,Balance Sheet
Total Liabilities,778.0,962.0,1269.0,1187.0,1960.0,,Balance Sheet
Common Stock,1.0,1.0,1.0,1.0,1.0,,Balance Sheet
Additional Paid-In Capital,71.0,95.0,162.0,204.0,258.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),27.0,70.0,259.0,396.0,576.0,,Balance Sheet
Treasury Stock - Common,,-50.0,-140.0,-265.0,-308.0,,Balance Sheet
Total Equity,98.0,117.0,281.0,335.0,527.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,877.0,1079.0,1550.0,1522.0,2487.0,,Balance Sheet
Ttl Comm. Shares Outs.,57.0,57.0,58.0,57.0,58.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,0.0,1.0,2.0,3.0,4.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,225.0,329.0,433.0,566.0,738.0,,Income Statement
"Cost of Revenue, Total",35.0,54.0,72.0,91.0,110.0,,Income Statement
Selling/Gen/Admin Expense,46.0,127.0,161.0,211.0,269.0,,Income Statement
Labor & Related Expense,3.0,18.0,30.0,29.0,37.0,,Income Statement
Advertising Expense,92.0,,,,,,Income Statement
"Sell/Gen/AdminExpenses,Tot",140.0,145.0,191.0,240.0,307.0,,Income Statement
Research & Development,9.0,21.0,30.0,46.0,73.0,,Income Statement
Depreciation/Amortization,6.0,8.0,10.0,15.0,22.0,,Income Statement
Unusual Expense (Income),0.0,,,,,,Income Statement
Total Operating Expense,190.0,227.0,303.0,393.0,511.0,,Income Statement
Total Operating Income,34.0,102.0,130.0,174.0,226.0,,Income Statement
"Inter Expse, Non-Operating",-2.0,-1.0,-2.0,-2.0,-2.0,,Income Statement
"Inter Capital, Non-Operat",0.0,,1.0,1.0,1.0,,Income Statement
"Inter Expse,Net Non-Operat",-1.0,-1.0,-1.0,-1.0,-1.0,,Income Statement
"Inter/Invest Inc, Non-Oper",0.0,0.0,1.0,1.0,1.0,,Income Statement
OtherNon-OperatInc (Expnse),1.0,0.0,-2.0,1.0,-1.0,,Income Statement
"Other, Net",1.0,0.0,-2.0,1.0,-1.0,,Income Statement
Income Before Tax,34.0,101.0,128.0,175.0,226.0,,Income Statement
Income Tax - Total,13.0,31.0,5.0,38.0,46.0,,Income Statement
Income After Tax,21.0,70.0,123.0,137.0,181.0,,Income Statement
Minority Interest,0.0,,,,,,Income Statement
Net Inc Before Extra Items,21.0,70.0,123.0,137.0,181.0,,Income Statement
Total Extraordinary Items,,,0.0,,,,Income Statement
Total Net Income,21.0,70.0,123.0,137.0,181.0,,Income Statement
Preferred Dividends,0.0,-1.0,0.0,0.0,0.0,,Income Statement
Misc Earnings Adjustment,,0.0,0.0,0.0,0.0,,Income Statement
Total Adjust to Net Income,0.0,-1.0,0.0,0.0,0.0,,Income Statement
Income Available to Common Excl. Extra. Items,21.0,70.0,123.0,137.0,180.0,,Income Statement
Income Available to Common Incl. Extra. Items,21.0,70.0,123.0,137.0,180.0,,Income Statement
Basic/Primary Weighted Average Shares,56.0,58.0,58.0,58.0,58.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,0.37,1.21,2.12,2.37,3.14,,Income Statement
Basic/Primary EPS Incl. Extra. Items,0.37,1.21,2.13,2.37,3.14,,Income Statement
Dilution Adjustment,0.0,,,,,,Income Statement
Diluted Weighted Average Shares,58.0,59.0,59.0,59.0,58.0,,Income Statement
Diluted EPS Excl. Extra. Items,0.36,1.19,2.09,2.34,3.09,,Income Statement
Diluted EPS Incl. Extra. Items,0.36,1.19,2.1,2.34,3.09,,Income Statement
Div/Share-ComStockPrimIssue,0.0,0.0,,,,,Income Statement
Gross Divid - Common Stock,0.0,0.0,0.0,0.0,0.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",1.0,1.0,1.0,1.0,1.0,,Income Statement
"Interest Capitalized, Suppl",0.0,,-1.0,-1.0,-1.0,,Income Statement
"Depreciat/Amort, Suppl",8.0,12.0,19.0,29.0,42.0,,Income Statement
Total Special Items,0.0,,,,,,Income Statement
Normalzd Income Before Tax,34.0,101.0,128.0,175.0,226.0,,Income Statement
Efct/SpecItemsIncTxs (STEC),0.0,,,,,,Income Statement
IncTxsExcl ImpctofSpec Itms,13.0,31.0,5.0,38.0,46.0,,Income Statement
Normalized Income After Tax,21.0,70.0,123.0,137.0,181.0,,Income Statement
Normalzd Inc Avail to Common,21.0,70.0,123.0,137.0,180.0,,Income Statement
Basic Normalized EPS,0.37,1.21,2.12,2.37,3.14,,Income Statement
Diluted Normalized EPS,0.36,1.19,2.09,2.34,3.09,,Income Statement
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Cash Flow
Net Income,21.0,70.0,123.0,137.0,181.0,,Cash Flow
Depreciation/Depletion,9.0,14.0,19.0,30.0,42.0,,Cash Flow
Deferred Taxes,-1.0,15.0,-8.0,21.0,21.0,,Cash Flow
Unusual Items,0.0,0.0,2.0,-1.0,1.0,,Cash Flow
Other Non-Cash Items,3.0,21.0,36.0,35.0,46.0,,Cash Flow
Non-Cash Items,3.0,21.0,37.0,35.0,48.0,,Cash Flow
"Cash Taxes Pd, Supplemental",19.0,9.0,18.0,14.0,25.0,,Cash Flow
"Cash Interest Pd, Suppl",1.0,1.0,1.0,1.0,1.0,,Cash Flow
Accounts Receivable,0.0,1.0,0.0,-2.0,-6.0,,Cash Flow
Inventories,0.0,0.0,0.0,0.0,0.0,,Cash Flow
Prepaid Expenses,-2.0,-1.0,-1.0,-3.0,-6.0,,Cash Flow
Other Assets,-1.0,-42.0,-49.0,-61.0,-80.0,,Cash Flow
Accounts Payable,0.0,-2.0,0.0,1.0,0.0,,Cash Flow
Accrued Expenses,9.0,5.0,1.0,11.0,13.0,,Cash Flow
Changes in Working Capital,10.0,-21.0,-42.0,-38.0,-67.0,,Cash Flow
Total Cash from Operations,43.0,99.0,130.0,185.0,224.0,,Cash Flow
Capital Expenditures,-17.0,-44.0,-59.0,-60.0,-93.0,,Cash Flow
Sale of Fixed Assets,,0.0,,,,,Cash Flow
Sale/Maturity of Investment,,16.0,141.0,156.0,69.0,,Cash Flow
Purchase of Investments,,-114.0,-66.0,-145.0,-196.0,,Cash Flow
Other Investing Cash Flow,-36.0,-64.0,,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",-36.0,-161.0,75.0,10.0,-127.0,,Cash Flow
Total Cash from Investing,-52.0,-205.0,16.0,-49.0,-220.0,,Cash Flow
Financing Cash Flow Items,36.0,147.0,197.0,-142.0,652.0,,Cash Flow
Sale/Issuance of Common,0.0,,,,,,Cash Flow
Repurch/Retirement Common,,-36.0,-57.0,-105.0,0.0,,Cash Flow
"Common Stock, Net",0.0,-36.0,-57.0,-105.0,0.0,,Cash Flow
"Preferred Stock, Net",0.0,,,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",0.0,-36.0,-57.0,-105.0,0.0,,Cash Flow
Long Term Debt Issued,0.0,5.0,41.0,0.0,0.0,,Cash Flow
Long Term Debt Reduction,,,,-1.0,-2.0,,Cash Flow
"Iss (Retirmnt) of Debt, Net",-1.0,4.0,6.0,-1.0,-2.0,,Cash Flow
Total Cash From Financing,35.0,116.0,146.0,-248.0,651.0,,Cash Flow
Net Change in Cash,26.0,9.0,291.0,-112.0,655.0,,Cash Flow
NetCash-BeginBal/RsvdforFutUse,25.0,51.0,807.0,1099.0,986.0,,Cash Flow
NetCash-EndBal/RsrvforFutUse,51.0,60.0,1099.0,986.0,1642.0,,Cash Flow
"Depreciation, Supplemental",9.0,14.0,19.0,30.0,42.0,,Cash Flow
Free Cash Flow,26.0,55.0,71.0,125.0,131.0,,
FCF Growth,,1.1153846153846154,0.290909090909091,0.7605633802816902,0.04800000000000004,0.0,
