,2015,2016,2017,2018,2019,2020,Report
high,141.03,115.85,105.52,147.79,133.63,128.29,
low,103.29,82.15,66.06,95.63,82.69,59.82,
change,-0.1696,-0.1788,0.1361,0.0005,0.1544,-0.3889,
Date,2015-03-28 00:00:00,2016-04-02 00:00:00,2017-04-01 00:00:00,2018-03-31 00:00:00,2019-03-30 00:00:00,,Balance Sheet
Cash & Equivalents,500.0,456.0,668.0,1305.0,584.0,,Balance Sheet
Short Term Investments,644.0,629.0,685.0,699.0,1403.0,,Balance Sheet
Cash and Short Term Invs,1144.0,1085.0,1353.0,2004.0,1988.0,,Balance Sheet
"Trade Accts Recvble, Gross",906.0,771.0,665.0,644.0,590.0,,Balance Sheet
Prov. for Doubtful Accts,-251.0,-254.0,-214.0,-222.0,-192.0,,Balance Sheet
"Trade Accts Recvble, Net",655.0,517.0,450.0,421.0,398.0,,Balance Sheet
Other Receivables,164.0,183.0,224.0,214.0,209.0,,Balance Sheet
"Total Receivables, Net",819.0,700.0,674.0,635.0,607.0,,Balance Sheet
Invent. - Finished Goods,1037.0,,,,,,Balance Sheet
Invent. - Work In Progress,2.0,,,,,,Balance Sheet
Invent. - Raw Materials,3.0,,,,,,Balance Sheet
Total Inventory,1042.0,1125.0,792.0,761.0,818.0,,Balance Sheet
Prepaid Expenses,107.0,110.0,103.0,120.0,112.0,,Balance Sheet
Restricted Cash - Current,2.0,17.0,10.0,16.0,12.0,,Balance Sheet
Deferred Income Tax,203.0,98.0,75.0,116.0,129.0,,Balance Sheet
Discont. Ops.-Curr. Assets,,,,,21.0,,Balance Sheet
Other Current Assets,65.0,16.0,23.0,12.0,38.0,,Balance Sheet
"Other Curr. Assets, Total",212.0,33.0,33.0,28.0,71.0,,Balance Sheet
Total Current Assets,3324.0,3053.0,2955.0,3548.0,3595.0,,Balance Sheet
Buildings,1594.0,1708.0,1636.0,1642.0,1557.0,,Balance Sheet
Land/Improvements,17.0,17.0,17.0,17.0,15.0,,Balance Sheet
Machinery/Equipment,719.0,819.0,963.0,1009.0,884.0,,Balance Sheet
Construction in Progress,99.0,216.0,33.0,42.0,59.0,,Balance Sheet
Other Prop./Plant/Equip.,686.0,727.0,687.0,671.0,626.0,,Balance Sheet
Prop./Plant/Equip. - Gross,3115.0,3487.0,3337.0,3380.0,3142.0,,Balance Sheet
Accumulated Depreciation,-1679.0,-1904.0,-2021.0,-2194.0,-2103.0,,Balance Sheet
Prop./Plant/Equip. - Net,1436.0,1583.0,1316.0,1186.0,1039.0,,Balance Sheet
"Goodwill, Net",903.0,918.0,905.0,951.0,920.0,,Balance Sheet
Intangibles - Gross,512.0,518.0,517.0,507.0,502.0,,Balance Sheet
Accum. Intangible Amort.,-245.0,-274.0,-298.0,-319.0,-338.0,,Balance Sheet
Intangibles - Net,267.0,244.0,220.0,188.0,164.0,,Balance Sheet
Long Term Investments,,187.0,21.0,86.0,45.0,,Balance Sheet
Def. Inc. Tax - LT Asset,45.0,119.0,126.0,87.0,67.0,,Balance Sheet
Restricted Cash - LT,36.0,29.0,34.0,35.0,31.0,,Balance Sheet
