,2015,2016,2017,2018,2019,2020,Report
high,105.49,126.07,144.35,148.99,147.84,157.0,
low,81.79,94.28,110.76,118.62,125.0,109.16,
change,0.0138,0.13269999999999998,0.2068,-0.076,0.1385,0.0194,
Date,,2016-01-03 00:00:00,2017-12-31 00:00:00,2018-12-30 00:00:00,2019-12-29 00:00:00,,Balance Sheet
Cash,,1832.0,2929.0,2619.0,2637.0,,Balance Sheet
Cash & Equivalents,,3855.0,4288.0,3397.0,2864.0,,Balance Sheet
Short Term Investments,,32689.0,11079.0,13671.0,13786.0,,Balance Sheet
Cash and Short Term Invs,,38376.0,18296.0,19687.0,19287.0,,Balance Sheet
"Trade Accts Recvble, Gross",,11002.0,13781.0,14346.0,14707.0,,Balance Sheet
Prov. for Doubtful Accts,,-268.0,-291.0,-248.0,-226.0,,Balance Sheet
"Total Receivables, Net",,10734.0,13490.0,14098.0,14481.0,,Balance Sheet
Invent. - Finished Goods,,4876.0,5308.0,5376.0,6071.0,,Balance Sheet
Invent. - Work In Progress,,2241.0,2317.0,2109.0,1832.0,,Balance Sheet
Invent. - Raw Materials,,936.0,1140.0,1114.0,1117.0,,Balance Sheet
Total Inventory,,8053.0,8765.0,8599.0,9020.0,,Balance Sheet
Prepaid Expenses,,3047.0,2537.0,2699.0,2392.0,,Balance Sheet
"Other Curr. Assets, Total",,,,950.0,94.0,,Balance Sheet
Total Current Assets,,60210.0,43088.0,46033.0,45274.0,,Balance Sheet
Buildings,,9829.0,11240.0,11176.0,11877.0,,Balance Sheet
Land/Improvements,,780.0,829.0,807.0,854.0,,Balance Sheet
Machinery/Equipment,,22511.0,25949.0,25992.0,26964.0,,Balance Sheet
Construction in Progress,,3528.0,3448.0,3876.0,3637.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,,957.0,,Balance Sheet
Prop./Plant/Equip. - Gross,,36648.0,41466.0,41851.0,44289.0,,Balance Sheet
Accumulated Depreciation,,-20743.0,-24461.0,-24816.0,-25674.0,,Balance Sheet
Prop./Plant/Equip. - Net,,15905.0,17005.0,17035.0,18615.0,,Balance Sheet
"Goodwill, Net",,21629.0,31906.0,30453.0,33639.0,,Balance Sheet
Intangibles - Gross,,36325.0,67914.0,65718.0,70259.0,,Balance Sheet
Accum. Intangible Amort.,,-10561.0,-14686.0,-18107.0,-22616.0,,Balance Sheet
Intangibles - Net,,25764.0,53228.0,47611.0,47643.0,,Balance Sheet
Long Term Investments,,,,511.0,1148.0,,Balance Sheet
Other Long Term Assets,,4413.0,4971.0,3671.0,3590.0,,Balance Sheet
Total Assets,,133411.0,157303.0,152954.0,157728.0,,Balance Sheet
Accounts Payable,,6668.0,7310.0,7537.0,,,Balance Sheet
Accrued Expenses,,13325.0,17467.0,20079.0,32496.0,,Balance Sheet
Notes Payable/ST Debt,,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,7004.0,3906.0,2297.0,1202.0,,Balance Sheet
Income Taxes Payable,,750.0,1854.0,818.0,2266.0,,Balance Sheet
Other Current Liabilities,,,,499.0,0.0,,Balance Sheet
"Other Curr. Lblts, Total",,750.0,1854.0,1317.0,2266.0,,Balance Sheet
Total Current Liabilities,,27747.0,30537.0,31230.0,35964.0,,Balance Sheet
Total Long Term Debt,,12857.0,30675.0,27684.0,26494.0,,Balance Sheet
Total Debt,,19861.0,34581.0,29981.0,27696.0,,Balance Sheet
Deferred Income Tax,,2562.0,8368.0,7506.0,5958.0,,Balance Sheet
Pension Benefits - Underfunded,,8854.0,10074.0,9951.0,10663.0,,Balance Sheet
Other LT Liabilities,,10241.0,17489.0,16831.0,19178.0,,Balance Sheet
"Other Liabilities, Total",,19095.0,27563.0,26782.0,29841.0,,Balance Sheet
Total Liabilities,,62261.0,97143.0,93202.0,98257.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,0.0,0.0,0.0,0.0,,Balance Sheet
Common Stock,,3120.0,3120.0,3120.0,3120.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),,103879.0,101793.0,106216.0,110659.0,,Balance Sheet
Treasury Stock - Common,,-22684.0,-31554.0,-34362.0,-38417.0,,Balance Sheet
Unrealized Gain (Loss),,604.0,232.0,0.0,0.0,,Balance Sheet
Cum. Trans. Adjustment,,-8435.0,-7351.0,-8869.0,-8705.0,,Balance Sheet
Min. Pension Lblty Adj.,,-5298.0,-6150.0,-6158.0,-6891.0,,Balance Sheet
Other Comprehensive Income,,-36.0,70.0,-195.0,-295.0,,Balance Sheet
"Other Equity, Total",,-13769.0,-13431.0,-15222.0,-15891.0,,Balance Sheet
Total Equity,,71150.0,60160.0,59752.0,59471.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,,133411.0,157303.0,152954.0,157728.0,,Balance Sheet
Ttl Comm. Shares Outs.,,2755.0,2683.0,2662.0,2633.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,365.0,437.0,458.0,487.0,,Balance Sheet
Date,,2016-01-03 00:00:00,2017-12-31 00:00:00,2018-12-30 00:00:00,2019-12-29 00:00:00,,Income Statement
Total Revenue,,70074.0,76450.0,81581.0,82059.0,,Income Statement
"Cost of Revenue, Total",,21455.0,25351.0,26986.0,27405.0,,Income Statement
Selling/Gen/Admin Expense,,18703.0,19020.0,19940.0,19978.0,,Income Statement
Advertising Expense,,2500.0,2500.0,2600.0,2200.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",,21203.0,21520.0,22540.0,22178.0,,Income Statement
Research & Development,,9047.0,10594.0,10775.0,11355.0,,Income Statement
"Inter Expense, Operating",,654.0,1028.0,1091.0,388.0,,Income Statement
"Inter Capitalzd, Operating",,-102.0,-94.0,-86.0,-70.0,,Income Statement
"Inter Expense,Net Operatng",,552.0,934.0,1005.0,318.0,,Income Statement
"Interest Income, Operating",,-128.0,-385.0,-611.0,-357.0,,Income Statement
"Invest Income, Operating",,32.0,,,-144.0,,Income Statement
"Inter/Invest Inc, Operating",,-96.0,-385.0,-611.0,-501.0,,Income Statement
Purchased R&D Written-Off,,224.0,408.0,1126.0,890.0,,Income Statement
Restructuring Charge,,590.0,760.0,700.0,617.0,,Income Statement
Unusual Expense (Income),,814.0,1168.0,1826.0,1507.0,,Income Statement
"Other Operat Expse, Total",,-2097.0,-405.0,1061.0,2469.0,,Income Statement
Total Operating Expense,,50878.0,58777.0,63582.0,64731.0,,Income Statement
Total Operating Income,,19196.0,17673.0,17999.0,17328.0,,Income Statement
Income Before Tax,,19196.0,17673.0,17999.0,17328.0,,Income Statement
Income Tax - Total,,3787.0,3373.0,2702.0,2209.0,,Income Statement
Income After Tax,,15409.0,14300.0,15297.0,15119.0,,Income Statement
Net Inc Before Extra Items,,15409.0,14300.0,15297.0,15119.0,,Income Statement
Total Extraordinary Items,,,-13000.0,,,,Income Statement
Total Net Income,,15409.0,1300.0,15297.0,15119.0,,Income Statement
Income Available to Common Excl. Extra. Items,,15409.0,14300.0,15297.0,15119.0,,Income Statement
Income Available to Common Incl. Extra. Items,,15409.0,1300.0,15297.0,15119.0,,Income Statement
Basic/Primary Weighted Average Shares,,2772.0,2692.0,2682.0,2645.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,,5.56,5.31,5.7,5.72,,Income Statement
Basic/Primary EPS Incl. Extra. Items,,5.56,0.48,5.7,5.72,,Income Statement
Diluted Weighted Average Shares,,2813.0,2745.0,2729.0,2684.0,,Income Statement
Diluted EPS Excl. Extra. Items,,5.48,5.21,5.61,5.63,,Income Statement
Diluted EPS Incl. Extra. Items,,5.48,0.47,5.61,5.63,,Income Statement
Div/Share-ComStockPrimIssue,,2.95,3.32,3.54,3.75,,Income Statement
Gross Divid - Common Stock,,8173.0,8943.0,9494.0,9917.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,552.0,934.0,1005.0,318.0,,Income Statement
"Interest Capitalized, Suppl",,-102.0,-94.0,-86.0,-70.0,,Income Statement
"Depreciat/Amort, Suppl",,2546.0,2642.0,2529.0,2509.0,,Income Statement
Total Special Items,,-1465.0,3368.0,4026.0,6805.0,,Income Statement
Normalzd Income Before Tax,,17731.0,21041.0,22025.0,24133.0,,Income Statement
Efct/SpecItemsIncTxs (STEC),,-333.0,565.0,435.0,754.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,,3454.0,3938.0,3137.0,2963.0,,Income Statement
Normalized Income After Tax,,14277.0,17103.0,18888.0,21170.0,,Income Statement
Normalzd Inc Avail to Common,,14277.0,17103.0,18888.0,21170.0,,Income Statement
Basic Normalized EPS,,5.15,6.35,7.04,8.0,,Income Statement
Diluted Normalized EPS,,5.08,6.23,6.92,7.89,,Income Statement
Date,,2016-01-03 00:00:00,2017-12-31 00:00:00,2018-12-30 00:00:00,2019-12-29 00:00:00,,Cash Flow
Net Income,,15409.0,1300.0,15297.0,15119.0,,Cash Flow
Depreciation/Depletion,,3746.0,5642.0,6929.0,7009.0,,Cash Flow
Deferred Taxes,,-270.0,2406.0,-1016.0,-2476.0,,Cash Flow
Unusual Items,,-1837.0,-512.0,41.0,-1058.0,,Cash Flow
Other Non-Cash Items,,892.0,979.0,947.0,957.0,,Cash Flow
Non-Cash Items,,-945.0,467.0,988.0,-101.0,,Cash Flow
"Cash Taxes Pd, Supplemental",,2865.0,3312.0,4570.0,4191.0,,Cash Flow
"Cash Interest Pd, Suppl",,617.0,960.0,1049.0,995.0,,Cash Flow
Accounts Receivable,,-433.0,-633.0,-1185.0,-289.0,,Cash Flow
