,2015,2016,2017,2018,2019,2020,Report
high,55.28,71.78,86.89,95.49,121.77,126.79,
low,45.86,50.36,69.0,78.39,87.32,85.34,
change,0.08560000000000001,0.3481,0.21550000000000002,0.033,0.29350000000000004,-0.115,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,39.0,32.0,22.0,61.0,3561.0,,Balance Sheet
"Trade Accts Recvble, Gross",1574.0,1724.0,1826.0,1960.0,1977.0,,Balance Sheet
Prov. for Doubtful Accts,-25.0,-24.0,-21.0,-29.0,-28.0,,Balance Sheet
"Trade Accts Recvble, Net",1549.0,1700.0,1805.0,1931.0,1949.0,,Balance Sheet
Other Receivables,545.0,432.0,569.0,344.0,370.0,,Balance Sheet
"Total Receivables, Net",2094.0,2132.0,2374.0,2275.0,2319.0,,Balance Sheet
Total Inventory,92.0,90.0,96.0,102.0,106.0,,Balance Sheet
"Other Curr. Assets, Total",120.0,122.0,202.0,207.0,223.0,,Balance Sheet
Total Current Assets,2345.0,2376.0,2694.0,2645.0,6209.0,,Balance Sheet
Buildings,,2667.0,2846.0,2998.0,3174.0,,Balance Sheet
Land/Improvements,,14884.0,15528.0,15896.0,16566.0,,Balance Sheet
Machinery/Equipment,,7072.0,7574.0,8047.0,8484.0,,Balance Sheet
Other Prop./Plant/Equip.,27085.0,3479.0,3315.0,3265.0,3750.0,,Balance Sheet
Prop./Plant/Equip. - Gross,27085.0,28102.0,29263.0,30206.0,31974.0,,Balance Sheet
Accumulated Depreciation,-16420.0,-17152.0,-17704.0,-18264.0,-18657.0,,Balance Sheet
Prop./Plant/Equip. - Net,10665.0,10950.0,11559.0,11942.0,13317.0,,Balance Sheet
"Goodwill, Net",5984.0,6215.0,6247.0,6430.0,6532.0,,Balance Sheet
Intangibles - Gross,,1017.0,1052.0,1118.0,1088.0,,Balance Sheet
Accum. Intangible Amort.,,-426.0,-505.0,-546.0,-567.0,,Balance Sheet
Intangibles - Net,477.0,591.0,547.0,572.0,521.0,,Balance Sheet
Long Term Investments,360.0,320.0,269.0,406.0,483.0,,Balance Sheet
Other Long Term Assets,536.0,407.0,264.0,359.0,368.0,,Balance Sheet
Total Assets,20367.0,20859.0,21829.0,22650.0,27743.0,,Balance Sheet
Accounts Payable,721.0,799.0,1040.0,1037.0,1065.0,,Balance Sheet
Accrued Expenses,1064.0,1085.0,980.0,1117.0,1327.0,,Balance Sheet
Notes Payable/ST Debt,0.0,230.0,515.0,260.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,253.0,187.0,224.0,172.0,218.0,,Balance Sheet
"Other Curr. Lblts, Total",472.0,493.0,503.0,522.0,534.0,,Balance Sheet
Total Current Liabilities,2510.0,2794.0,3262.0,3108.0,3144.0,,Balance Sheet
Long Term Debt,8676.0,8893.0,8752.0,9594.0,12957.0,,Balance Sheet
Capital Lease Obligations,,,,,323.0,,Balance Sheet
Total Long Term Debt,8676.0,8893.0,8752.0,9594.0,13280.0,,Balance Sheet
Total Debt,8929.0,9310.0,9491.0,10026.0,13498.0,,Balance Sheet
Deferred Income Tax,1391.0,1482.0,1248.0,1291.0,1407.0,,Balance Sheet
Minority Interest,22.0,23.0,23.0,1.0,2.0,,Balance Sheet
"Other Liabilities, Total",2423.0,2370.0,2525.0,2381.0,2842.0,,Balance Sheet
Total Liabilities,15022.0,15562.0,15810.0,16375.0,20675.0,,Balance Sheet
Common Stock,6.0,6.0,6.0,6.0,6.0,,Balance Sheet
Additional Paid-In Capital,4827.0,4850.0,4933.0,4993.0,5049.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),6939.0,7388.0,8588.0,9797.0,10592.0,,Balance Sheet
Treasury Stock - Common,-6300.0,-6867.0,-7516.0,-8434.0,-8571.0,,Balance Sheet
Unrealized Gain (Loss),8.0,13.0,15.0,23.0,38.0,,Balance Sheet
Cum. Trans. Adjustment,-75.0,-47.0,29.0,-76.0,-21.0,,Balance Sheet
Min. Pension Lblty Adj.,-8.0,-6.0,-3.0,-2.0,-1.0,,Balance Sheet
Other Comprehensive Income,-52.0,-40.0,-33.0,-32.0,-24.0,,Balance Sheet
"Other Equity, Total",-135.0,-93.0,-7.0,-110.0,-46.0,,Balance Sheet
Total Equity,5345.0,5297.0,6019.0,6275.0,7068.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,20367.0,20859.0,21829.0,22650.0,27743.0,,Balance Sheet
Ttl Comm. Shares Outs.,447.0,439.0,433.0,424.0,424.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,183.0,191.0,197.0,206.0,206.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,12961.0,13609.0,14485.0,14914.0,15455.0,,Income Statement
"Cost of Revenue, Total",7209.0,7410.0,7851.0,7994.0,8141.0,,Income Statement
Selling/Gen/Admin Expense,1427.0,1437.0,1546.0,1672.0,1891.0,,Income Statement
Labor & Related Expense,938.0,1049.0,1092.0,1036.0,1095.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",2365.0,2486.0,2638.0,2708.0,2986.0,,Income Statement
Depreciation,1169.0,1201.0,1280.0,1376.0,1468.0,,Income Statement
Amortiz of Intangibles,76.0,100.0,96.0,101.0,106.0,,Income Statement
Depreciation/Amortization,1245.0,1301.0,1376.0,1477.0,1574.0,,Income Statement
Restructuring Charge,15.0,4.0,0.0,4.0,6.0,,Income Statement
Impair-Assets Held for Use,0.0,,,38.0,94.0,,Income Statement
Other Unusual Expnse (In),637.0,116.0,-10.0,-96.0,85.0,,Income Statement
Unusual Expense (Income),652.0,120.0,-10.0,-54.0,185.0,,Income Statement
Total Operating Expense,11471.0,11317.0,11855.0,12125.0,12886.0,,Income Statement
Total Operating Income,1490.0,2292.0,2630.0,2789.0,2569.0,,Income Statement
