,2015,2016,2017,2018,2019,2020,Report
high,40.07,30.74,35.24,35.68,31.39,18.99,
low,24.55,17.0,21.02,24.25,15.11,5.26,
change,-0.3772,-0.0697,0.4991,-0.2457,-0.3012,-0.5424,
Date,,2016-01-30 00:00:00,2017-01-28 00:00:00,2018-02-03 00:00:00,2019-02-02 00:00:00,2020-02-01 00:00:00,Balance Sheet
Cash,,853.0,1086.0,1256.0,,1053.0,Balance Sheet
Cash & Equivalents,,517.0,697.0,527.0,1081.0,311.0,Balance Sheet
Short Term Investments,,,,,288.0,290.0,Balance Sheet
Cash and Short Term Invs,,1370.0,1783.0,1783.0,1369.0,1654.0,Balance Sheet
"Total Receivables, Net",,282.0,335.0,282.0,359.0,316.0,Balance Sheet
Total Inventory,,1873.0,1830.0,1997.0,2131.0,2156.0,Balance Sheet
Prepaid Expenses,,297.0,243.0,395.0,259.0,225.0,Balance Sheet
Restricted Cash - Current,,,,,1.0,0.0,Balance Sheet
Deferred Income Tax,,0.0,,,,,Balance Sheet
Other Current Assets,,163.0,124.0,111.0,132.0,165.0,Balance Sheet
"Other Curr. Assets, Total",,163.0,124.0,111.0,133.0,165.0,Balance Sheet
Total Current Assets,,3985.0,4315.0,4568.0,4251.0,4516.0,Balance Sheet
Buildings,,3252.0,3099.0,3140.0,3104.0,2923.0,Balance Sheet
Land/Improvements,,1019.0,1000.0,1037.0,1123.0,1408.0,Balance Sheet
Machinery/Equipment,,1433.0,1600.0,1703.0,1525.0,1626.0,Balance Sheet
Construction in Progress,,187.0,222.0,264.0,183.0,202.0,Balance Sheet
Other Prop./Plant/Equip.,,2603.0,2508.0,2623.0,2732.0,8204.0,Balance Sheet
Prop./Plant/Equip. - Gross,,8494.0,8429.0,8767.0,8667.0,14363.0,Balance Sheet
Accumulated Depreciation,,-5644.0,-5813.0,-5962.0,-5755.0,-5839.0,Balance Sheet
Prop./Plant/Equip. - Net,,2850.0,2616.0,2805.0,2912.0,8524.0,Balance Sheet
"Goodwill, Net",,180.0,109.0,109.0,109.0,109.0,Balance Sheet
Intangibles - Gross,,22.0,,,,,Balance Sheet
Accum. Intangible Amort.,,-17.0,,,,,Balance Sheet
Intangibles - Net,,97.0,95.0,95.0,92.0,121.0,Balance Sheet
Note Rcvble - Long Term,,189.0,282.0,233.0,151.0,256.0,Balance Sheet
Other Long Term Assets,,172.0,193.0,179.0,196.0,136.0,Balance Sheet
Total Assets,,7473.0,7610.0,7989.0,8049.0,13679.0,Balance Sheet
Accounts Payable,,1112.0,1243.0,1181.0,1126.0,1174.0,Balance Sheet
Accrued Expenses,,228.0,338.0,462.0,511.0,1342.0,Balance Sheet
Notes Payable/ST Debt,,0.0,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,421.0,65.0,0.0,,,Balance Sheet
Customer Advances,,,,,,226.0,Balance Sheet
Income Taxes Payable,,23.0,32.0,10.0,24.0,48.0,Balance Sheet
Other Current Liabilities,,751.0,775.0,808.0,513.0,419.0,Balance Sheet
"Other Curr. Lblts, Total",,774.0,807.0,818.0,537.0,693.0,Balance Sheet
Total Current Liabilities,,2535.0,2453.0,2461.0,2174.0,3209.0,Balance Sheet
Total Long Term Debt,,1310.0,1248.0,1249.0,1249.0,1249.0,Balance Sheet
Total Debt,,1731.0,1313.0,1249.0,1249.0,1249.0,Balance Sheet
Reserves,,70.0,51.0,52.0,52.0,56.0,Balance Sheet
Other LT Liabilities,,1013.0,954.0,1083.0,1021.0,5849.0,Balance Sheet
"Other Liabilities, Total",,1083.0,1005.0,1135.0,1073.0,5905.0,Balance Sheet
Total Liabilities,,4928.0,4706.0,4845.0,4496.0,10363.0,Balance Sheet
Common Stock,,20.0,20.0,19.0,19.0,19.0,Balance Sheet
Additional Paid-In Capital,,,81.0,8.0,0.0,0.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,2440.0,2749.0,3081.0,3481.0,3257.0,Balance Sheet
Cum. Trans. Adjustment,,22.0,29.0,64.0,47.0,45.0,Balance Sheet
Other Comprehensive Income,,63.0,25.0,-28.0,6.0,-5.0,Balance Sheet
"Other Equity, Total",,85.0,54.0,36.0,53.0,40.0,Balance Sheet
Total Equity,,2545.0,2904.0,3144.0,3553.0,3316.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,7473.0,7610.0,7989.0,8049.0,13679.0,Balance Sheet
Ttl Comm. Shares Outs.,,397.0,399.0,389.0,378.0,371.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,0.0,0.0,0.0,0.0,0.0,Balance Sheet
Date,,2016-01-30 00:00:00,2017-01-28 00:00:00,2018-02-03 00:00:00,2019-02-02 00:00:00,2020-02-01 00:00:00,Income Statement
Total Revenue,,15797.0,15516.0,15855.0,16580.0,16383.0,Income Statement
"Cost of Revenue, Total",,10043.0,9876.0,9789.0,10258.0,10250.0,Income Statement
Selling/Gen/Admin Expense,,254.0,254.0,297.0,316.0,293.0,Income Statement
Advertising Expense,,578.0,601.0,673.0,650.0,687.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,832.0,855.0,970.0,966.0,980.0,Income Statement
"Inter/Invest Inc, Operating",,-16.0,-18.0,29.0,33.0,4.0,Income Statement
Restructuring Charge,,,197.0,,,39.0,Income Statement
Impair-Assets Held for Use,,54.0,178.0,28.0,14.0,13.0,Income Statement
Other Unusual Expnse (In),,132.0,-73.0,-64.0,,301.0,Income Statement
Unusual Expense (Income),,186.0,302.0,-36.0,14.0,353.0,Income Statement
"Other Operat Expse, Total",,3228.0,3310.0,3624.0,3947.0,4222.0,Income Statement
Total Operating Expense,,14273.0,14325.0,14376.0,15218.0,15809.0,Income Statement
Total Operating Income,,1524.0,1191.0,1479.0,1362.0,574.0,Income Statement
"Inter Expse, Non-Operating",,-67.0,-84.0,-83.0,-83.0,-83.0,Income Statement
"Inter Capital, Non-Operat",,8.0,9.0,9.0,10.0,7.0,Income Statement
"Inter Expse,Net Non-Operat",,-59.0,-75.0,-74.0,-73.0,-76.0,Income Statement
"Inter/Invest Inc, Non-Oper",,6.0,8.0,19.0,33.0,30.0,Income Statement
Income Before Tax,,1471.0,1124.0,1424.0,1322.0,528.0,Income Statement
Income Tax - Total,,551.0,448.0,542.0,286.0,147.0,Income Statement
Income After Tax,,920.0,676.0,882.0,1036.0,381.0,Income Statement
Net Inc Before Extra Items,,920.0,676.0,882.0,1036.0,381.0,Income Statement
Total Extraordinary Items,,,,-34.0,-33.0,-30.0,Income Statement
Total Net Income,,920.0,676.0,848.0,1003.0,351.0,Income Statement
Income Available to Common Excl. Extra. Items,,920.0,676.0,882.0,1036.0,381.0,Income Statement
Income Available to Common Incl. Extra. Items,,920.0,676.0,848.0,1003.0,351.0,Income Statement
Basic/Primary Weighted Average Shares,,411.0,399.0,393.0,385.0,376.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,2.24,1.69,2.24,2.69,1.01,Income Statement
Basic/Primary EPS Incl. Extra. Items,,2.24,1.69,2.16,2.61,0.93,Income Statement
Dilution Adjustment,,,,,2.0,,Income Statement
Diluted Weighted Average Shares,,413.0,400.0,396.0,388.0,378.0,Income Statement
Diluted EPS Excl. Extra. Items,,2.23,1.69,2.23,2.68,1.01,Income Statement
Diluted EPS Incl. Extra. Items,,2.23,1.69,2.14,2.59,0.93,Income Statement
Div/Share-ComStockPrimIssue,,0.91,0.92,1.15,0.97,0.97,Income Statement
Gross Divid - Common Stock,,377.0,367.0,361.0,373.0,364.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,59.0,75.0,74.0,73.0,76.0,Income Statement
"Interest Capitalized, Suppl",,-8.0,-9.0,-9.0,-10.0,-7.0,Income Statement
"Depreciat/Amort, Suppl",,592.0,593.0,559.0,578.0,557.0,Income Statement
Total Special Items,,186.0,302.0,-36.0,14.0,353.0,Income Statement
Normalzd Income Before Tax,,1657.0,1426.0,1388.0,1336.0,881.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,70.0,-57.0,24.0,3.0,98.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,621.0,391.0,566.0,289.0,245.0,Income Statement
Normalized Income After Tax,,1036.0,1035.0,822.0,1047.0,636.0,Income Statement
Normalzd Inc Avail to Common,,1036.0,1035.0,822.0,1047.0,636.0,Income Statement
Basic Normalized EPS,,2.52,2.59,2.09,2.72,1.69,Income Statement
Diluted Normalized EPS,,2.51,2.59,2.08,2.7,1.68,Income Statement
Date,,2016-01-30 00:00:00,2017-01-28 00:00:00,2018-02-03 00:00:00,2019-02-02 00:00:00,2020-02-01 00:00:00,Cash Flow
Net Income,,920.0,676.0,848.0,1003.0,351.0,Cash Flow
Depreciation/Depletion,,592.0,593.0,559.0,578.0,557.0,Cash Flow
Deferred Taxes,,101.0,-54.0,61.0,65.0,-81.0,Cash Flow
