,2015,2016,2017,2018,2019,2020,Report
high,201.24,177.83,177.5,186.15,182.56,160.95,
low,143.0,131.59,78.81,99.71,130.09,71.33,
change,0.0381,0.1331,-0.41630000000000006,0.5606,0.0256,-0.222,
Date,,2016-12-31 00:00:00,2017-12-30 00:00:00,2018-12-29 00:00:00,2019-12-28 00:00:00,,Balance Sheet
Cash and Short Term Invs,,135.0,547.0,897.0,419.0,,Balance Sheet
"Trade Accts Recvble, Gross",,647.0,610.0,626.0,671.0,,Balance Sheet
Prov. for Doubtful Accts,,-29.0,-18.0,-18.0,-14.0,,Balance Sheet
"Trade Accts Recvble, Net",,618.0,592.0,608.0,657.0,,Balance Sheet
Other Receivables,,23.0,14.0,17.0,32.0,,Balance Sheet
"Total Receivables, Net",,641.0,606.0,625.0,689.0,,Balance Sheet
Inventories - Other,,4120.0,3965.0,4120.0,4291.0,,Balance Sheet
LIFO Reserve,,206.0,203.0,243.0,142.0,,Balance Sheet
Total Inventory,,4326.0,4168.0,4363.0,4432.0,,Balance Sheet
"Other Curr. Assets, Total",,70.0,105.0,198.0,155.0,,Balance Sheet
Total Current Assets,,5173.0,5427.0,6082.0,5696.0,,Balance Sheet
Buildings,,924.0,969.0,993.0,1034.0,,Balance Sheet
Land/Improvements,,444.0,451.0,454.0,458.0,,Balance Sheet
Machinery/Equipment,,35.0,17.0,15.0,15.0,,Balance Sheet
Construction in Progress,,121.0,65.0,85.0,114.0,,Balance Sheet
Other Prop./Plant/Equip.,,1583.0,1676.0,1741.0,4216.0,,Balance Sheet
Prop./Plant/Equip. - Gross,,3107.0,3178.0,3287.0,5836.0,,Balance Sheet
Accumulated Depreciation,,-1661.0,-1783.0,-1919.0,-2038.0,,Balance Sheet
Prop./Plant/Equip. - Net,,1446.0,1394.0,1369.0,3799.0,,Balance Sheet
"Goodwill, Net",,991.0,994.0,990.0,992.0,,Balance Sheet
Intangibles - Gross,,788.0,776.0,749.0,926.0,,Balance Sheet
Accum. Intangible Amort.,,-147.0,-178.0,-199.0,-217.0,,Balance Sheet
Intangibles - Net,,641.0,598.0,551.0,710.0,,Balance Sheet
Other Long Term Assets,,64.0,69.0,48.0,52.0,,Balance Sheet
Total Assets,,8315.0,8482.0,9041.0,11249.0,,Balance Sheet
Accounts Payable,,3086.0,2895.0,3173.0,3422.0,,Balance Sheet
Accrued Expenses,,433.0,421.0,504.0,374.0,,Balance Sheet
Notes Payable/ST Debt,,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,0.0,,,,,Balance Sheet
Income Taxes Payable,,122.0,113.0,119.0,97.0,,Balance Sheet
Other Current Liabilities,,35.0,52.0,90.0,585.0,,Balance Sheet
"Other Curr. Lblts, Total",,157.0,165.0,209.0,682.0,,Balance Sheet
Total Current Liabilities,,3676.0,3480.0,3886.0,4478.0,,Balance Sheet
Total Long Term Debt,,1043.0,1044.0,1046.0,747.0,,Balance Sheet
Total Debt,,1043.0,1044.0,1046.0,747.0,,Balance Sheet
Deferred Income Tax,,454.0,304.0,318.0,334.0,,Balance Sheet
"Other Liabilities, Total",,226.0,239.0,240.0,2140.0,,Balance Sheet
Total Liabilities,,5399.0,5067.0,5490.0,7699.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,0.0,0.0,0.0,0.0,,Balance Sheet
Common Stock,,0.0,0.0,0.0,0.0,,Balance Sheet
Additional Paid-In Capital,,631.0,665.0,695.0,735.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),,2463.0,2920.0,3326.0,3773.0,,Balance Sheet
Treasury Stock - Common,,-138.0,-145.0,-426.0,-924.0,,Balance Sheet
Cum. Trans. Adjustment,,,-27.0,-46.0,-36.0,,Balance Sheet
Min. Pension Lblty Adj.,,,2.0,1.0,1.0,,Balance Sheet
Other Comprehensive Income,,-40.0,,,,,Balance Sheet
"Other Equity, Total",,-40.0,-25.0,-44.0,-35.0,,Balance Sheet
Total Equity,,2916.0,3415.0,3551.0,3549.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,,8315.0,8482.0,9041.0,11249.0,,Balance Sheet
Ttl Comm. Shares Outs.,,74.0,74.0,72.0,69.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,2.0,2.0,3.0,7.0,,Balance Sheet
Date,,2016-12-31 00:00:00,2017-12-30 00:00:00,2018-12-29 00:00:00,2019-12-28 00:00:00,,Income Statement
Total Revenue,,9568.0,9374.0,9581.0,9709.0,,Income Statement
"Cost of Revenue, Total",,5312.0,5289.0,5354.0,5451.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",,3468.0,3515.0,3570.0,3504.0,,Income Statement
Unusual Expense (Income),,,,52.0,77.0,,Income Statement
Total Operating Expense,,8780.0,8804.0,8976.0,9032.0,,Income Statement
Total Operating Income,,788.0,570.0,604.0,677.0,,Income Statement
"Inter Expse,Net Non-Operat",,-60.0,-59.0,-57.0,-40.0,,Income Statement
"Inter/Invest Inc, Non-Oper",,,-4.0,-5.0,-2.0,,Income Statement
OtherNon-OperatInc (Expnse),,11.0,13.0,13.0,2.0,,Income Statement
"Other, Net",,11.0,13.0,13.0,2.0,,Income Statement
Income Before Tax,,739.0,520.0,555.0,638.0,,Income Statement
Income Tax - Total,,279.0,189.0,137.0,151.0,,Income Statement
Income After Tax,,460.0,332.0,418.0,487.0,,Income Statement
Net Inc Before Extra Items,,460.0,332.0,418.0,487.0,,Income Statement
Total Extraordinary Items,,,144.0,6.0,0.0,,Income Statement
Total Net Income,,460.0,476.0,424.0,487.0,,Income Statement
Total Adjust to Net Income,,-2.0,,,,,Income Statement
Income Available to Common Excl. Extra. Items,,458.0,332.0,418.0,487.0,,Income Statement
Income Available to Common Incl. Extra. Items,,458.0,476.0,424.0,487.0,,Income Statement
Basic/Primary Weighted Average Shares,,74.0,74.0,74.0,71.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,,6.22,4.49,5.67,6.87,,Income Statement
Basic/Primary EPS Incl. Extra. Items,,6.22,6.44,5.75,6.87,,Income Statement
Diluted Weighted Average Shares,,74.0,74.0,74.0,71.0,,Income Statement
Diluted EPS Excl. Extra. Items,,6.2,4.48,5.65,6.84,,Income Statement
Diluted EPS Incl. Extra. Items,,6.2,6.42,5.73,6.84,,Income Statement
Div/Share-ComStockPrimIssue,,0.24,0.24,0.24,0.24,,Income Statement
Gross Divid - Common Stock,,18.0,18.0,18.0,17.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,60.0,59.0,57.0,40.0,,Income Statement
"Interest Capitalized, Suppl",,-1.0,-1.0,,,,Income Statement
"Depreciat/Amort, Suppl",,216.0,207.0,202.0,207.0,,Income Statement
Total Special Items,,,,52.0,77.0,,Income Statement
Normalzd Income Before Tax,,739.0,520.0,607.0,715.0,,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,13.0,18.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,,279.0,189.0,150.0,169.0,,Income Statement
Normalized Income After Tax,,460.0,332.0,457.0,546.0,,Income Statement
