,2015,2016,2017,2018,2019,2020,Report
high,242.37,188.25,230.72,372.61,380.76,339.63,
low,130.0,119.37,128.16,207.51,263.3,196.78,
change,-0.023100000000000002,-0.3177,0.6915000000000001,0.3343,0.12560000000000002,-0.058300000000000005,
Date,,2016-01-03 00:00:00,2017-12-31 00:00:00,2018-12-30 00:00:00,2019-12-29 00:00:00,,Balance Sheet
Cash & Equivalents,,769.0,1225.0,1144.0,2042.0,,Balance Sheet
Short Term Investments,,617.0,920.0,2368.0,1372.0,,Balance Sheet
Cash and Short Term Invs,,1386.0,2145.0,3512.0,3414.0,,Balance Sheet
"Trade Accts Recvble, Gross",,393.0,414.0,516.0,575.0,,Balance Sheet
Prov. for Doubtful Accts,,-8.0,-3.0,-2.0,-2.0,,Balance Sheet
"Trade Accts Recvble, Net",,385.0,411.0,514.0,573.0,,Balance Sheet
Other Receivables,,1.0,,,,,Balance Sheet
"Total Receivables, Net",,386.0,411.0,514.0,573.0,,Balance Sheet
Invent. - Finished Goods,,35.0,52.0,51.0,26.0,,Balance Sheet
Invent. - Work In Progress,,138.0,188.0,218.0,225.0,,Balance Sheet
Invent. - Raw Materials,,98.0,93.0,117.0,108.0,,Balance Sheet
Total Inventory,,271.0,333.0,386.0,359.0,,Balance Sheet
Prepaid Expenses,,54.0,91.0,78.0,105.0,,Balance Sheet
Total Current Assets,,2097.0,2980.0,4490.0,4451.0,,Balance Sheet
Buildings,,186.0,486.0,852.0,666.0,,Balance Sheet
Machinery/Equipment,,361.0,501.0,599.0,673.0,,Balance Sheet
Construction in Progress,,45.0,326.0,100.0,73.0,,Balance Sheet
Other Prop./Plant/Equip.,,19.0,34.0,45.0,600.0,,Balance Sheet
Prop./Plant/Equip. - Gross,,609.0,1347.0,1596.0,2012.0,,Balance Sheet
Accumulated Depreciation,,-267.0,-416.0,-521.0,-568.0,,Balance Sheet
Prop./Plant/Equip. - Net,,343.0,931.0,1075.0,1444.0,,Balance Sheet
"Goodwill, Net",,753.0,771.0,831.0,824.0,,Balance Sheet
Intangibles - Gross,,464.0,448.0,481.0,469.0,,Balance Sheet
Accum. Intangible Amort.,,-190.0,-273.0,-296.0,-324.0,,Balance Sheet
Intangibles - Net,,274.0,175.0,185.0,145.0,,Balance Sheet
Other Long Term Assets,,87.0,312.0,308.0,388.0,,Balance Sheet
Total Assets,,3688.0,5257.0,6959.0,7316.0,,Balance Sheet
Accounts Payable,,139.0,160.0,184.0,149.0,,Balance Sheet
Accrued Expenses,,235.0,376.0,256.0,263.0,,Balance Sheet
Notes Payable/ST Debt,,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,75.0,10.0,1107.0,0.0,,Balance Sheet
Customer Advances,,118.0,150.0,175.0,167.0,,Balance Sheet
Income Taxes Payable,,44.0,50.0,82.0,86.0,,Balance Sheet
"Other Curr. Lblts, Total",,162.0,200.0,257.0,253.0,,Balance Sheet
Total Current Liabilities,,610.0,746.0,1804.0,665.0,,Balance Sheet
Total Long Term Debt,,1016.0,1182.0,890.0,1141.0,,Balance Sheet
Total Debt,,1091.0,1192.0,1997.0,1141.0,,Balance Sheet
Minority Interest,,33.0,220.0,148.0,0.0,,Balance Sheet
"Other Liabilities, Total",,181.0,360.0,359.0,897.0,,Balance Sheet
Total Liabilities,,1839.0,2508.0,3201.0,2703.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,0.0,,,Balance Sheet
Common Stock,,2.0,2.0,2.0,2.0,,Balance Sheet
Additional Paid-In Capital,,2498.0,2833.0,3290.0,3560.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),,1023.0,2256.0,3083.0,4067.0,,Balance Sheet
Treasury Stock - Common,,-1674.0,-2341.0,-2616.0,-3021.0,,Balance Sheet
Unrealized Gain (Loss),,-1.0,-2.0,-2.0,4.0,,Balance Sheet
"Other Equity, Total",,1.0,1.0,1.0,1.0,,Balance Sheet
Total Equity,,1849.0,2749.0,3758.0,4613.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,,3688.0,5257.0,6959.0,7316.0,,Balance Sheet
Ttl Comm. Shares Outs.,,147.0,147.0,147.0,147.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,40.0,44.0,45.0,47.0,,Balance Sheet
Date,,2016-01-03 00:00:00,2017-12-31 00:00:00,2018-12-30 00:00:00,2019-12-29 00:00:00,,Income Statement
Total Revenue,,2220.0,2752.0,3333.0,3543.0,,Income Statement
"Cost of Revenue, Total",,670.0,908.0,1033.0,1076.0,,Income Statement
Selling/Gen/Admin Expense,,446.0,575.0,680.0,730.0,,Income Statement
Labor & Related Expense,,79.0,99.0,114.0,105.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",,525.0,674.0,794.0,835.0,,Income Statement
Research & Development,,402.0,541.0,623.0,647.0,,Income Statement
Litigation,,19.0,0.0,0.0,,,Income Statement
Impair-Assets Held for Use,,,23.0,,,,Income Statement
Other Unusual Expnse (In),,-9.0,,,-54.0,,Income Statement
Unusual Expense (Income),,10.0,23.0,0.0,-54.0,,Income Statement
"Other Operat Expse, Total",,0.0,,,,,Income Statement
Total Operating Expense,,1607.0,2146.0,2450.0,2504.0,,Income Statement
Total Operating Income,,613.0,606.0,883.0,1039.0,,Income Statement
"Inter Expse,Net Non-Operat",,-42.0,-37.0,-57.0,-52.0,,Income Statement
"Inter Income, Non-Operating",,5.0,19.0,44.0,75.0,,Income Statement
"Invest Income, Non-Operat",,16.0,453.0,21.0,52.0,,Income Statement
"Inter/Invest Inc, Non-Oper",,21.0,472.0,65.0,127.0,,Income Statement
OtherNon-OperatInc (Expnse),,-8.0,2.0,3.0,4.0,,Income Statement
"Other, Net",,-8.0,2.0,3.0,4.0,,Income Statement
Income Before Tax,,583.0,1043.0,894.0,1118.0,,Income Statement
Income Tax - Total,,126.0,215.0,101.0,128.0,,Income Statement
Income After Tax,,457.0,828.0,793.0,990.0,,Income Statement
Minority Interest,,4.0,48.0,44.0,12.0,,Income Statement
Net Inc Before Extra Items,,462.0,876.0,837.0,1002.0,,Income Statement
Total Extraordinary Items,,,-150.0,-11.0,,,Income Statement
Total Net Income,,462.0,726.0,826.0,1002.0,,Income Statement
Income Available to Common Excl. Extra. Items,,462.0,876.0,837.0,1002.0,,Income Statement
Income Available to Common Incl. Extra. Items,,462.0,726.0,826.0,1002.0,,Income Statement
Basic/Primary Weighted Average Shares,,145.0,146.0,147.0,147.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,,3.19,6.0,5.69,6.82,,Income Statement
Basic/Primary EPS Incl. Extra. Items,,3.19,4.97,5.62,6.82,,Income Statement
Diluted Weighted Average Shares,,149.0,148.0,149.0,149.0,,Income Statement
Diluted EPS Excl. Extra. Items,,3.1,5.92,5.62,6.72,,Income Statement
Diluted EPS Incl. Extra. Items,,3.1,4.91,5.54,6.72,,Income Statement
Div/Share-ComStockPrimIssue,,0.0,,,,,Income Statement
Gross Divid - Common Stock,,0.0,0.0,0.0,0.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,42.0,37.0,57.0,52.0,,Income Statement
"Depreciat/Amort, Suppl",,73.0,110.0,140.0,151.0,,Income Statement
Total Special Items,,10.0,23.0,0.0,-54.0,,Income Statement
Normalzd Income Before Tax,,593.0,1066.0,894.0,1064.0,,Income Statement
Efct/SpecItemsIncTxs (STEC),,2.0,5.0,0.0,-6.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,,128.0,220.0,101.0,122.0,,Income Statement
Normalized Income After Tax,,465.0,846.0,793.0,942.0,,Income Statement
Normalzd Inc Avail to Common,,470.0,894.0,837.0,954.0,,Income Statement
Basic Normalized EPS,,3.24,6.13,5.69,6.49,,Income Statement
Diluted Normalized EPS,,3.15,6.04,5.62,6.4,,Income Statement
Date,,2016-01-03 00:00:00,2017-12-31 00:00:00,2018-12-30 00:00:00,2019-12-29 00:00:00,,Cash Flow
Net Income,,458.0,678.0,782.0,990.0,,Cash Flow
Depreciation/Depletion,,73.0,110.0,140.0,151.0,,Cash Flow
Amortization,,54.0,46.0,39.0,37.0,,Cash Flow
Deferred Taxes,,81.0,81.0,-18.0,11.0,,Cash Flow
Unusual Items,,-16.0,-430.0,0.0,-99.0,,Cash Flow
Other Non-Cash Items,,176.0,195.0,217.0,155.0,,Cash Flow
Non-Cash Items,,160.0,-235.0,217.0,56.0,,Cash Flow
"Cash Taxes Pd, Supplemental",,17.0,149.0,99.0,164.0,,Cash Flow
Accounts Receivable,,-96.0,-26.0,-105.0,-58.0,,Cash Flow
Inventories,,-81.0,-33.0,-53.0,25.0,,Cash Flow
Prepaid Expenses,,-11.0,8.0,5.0,-14.0,,Cash Flow
Other Assets,,-2.0,-5.0,-9.0,-30.0,,Cash Flow
Accounts Payable,,46.0,10.0,45.0,-35.0,,Cash Flow
Accrued Expenses,,99.0,81.0,103.0,-49.0,,Cash Flow
Changes in Working Capital,,-40.0,195.0,-18.0,-194.0,,Cash Flow
Total Cash from Operations,,786.0,875.0,1142.0,1051.0,,Cash Flow
Purchase of Fixed Assets,,-143.0,-310.0,-296.0,-209.0,,Cash Flow
Purchase/Acq of Intangibles,,0.0,-2.0,0.0,,,Cash Flow
Capital Expenditures,,-143.0,-312.0,-296.0,-209.0,,Cash Flow
Acquisition of Business,,-37.0,-52.0,-100.0,-29.0,,Cash Flow
Sale of Business,,0.0,,0.0,15.0,,Cash Flow
Sale/Maturity of Investment,,876.0,921.0,1457.0,2016.0,,Cash Flow
"Investment, Net",,-6.0,-29.0,-15.0,-38.0,,Cash Flow
Purchase of Investments,,-797.0,-742.0,-2859.0,-1010.0,,Cash Flow
"OtherInvestCashFlowItms,Tot",,36.0,98.0,-1517.0,954.0,,Cash Flow
Total Cash from Investing,,-107.0,-214.0,-1813.0,745.0,,Cash Flow
Financing Cash Flow Items,,-98.0,8.0,18.0,-82.0,,Cash Flow
Sale/Issuance of Common,,72.0,71.0,46.0,59.0,,Cash Flow
Repurch/Retirement Common,,-274.0,-251.0,-201.0,-324.0,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,-202.0,-180.0,-155.0,-265.0,,Cash Flow
Long Term Debt Issued,,0.0,5.0,735.0,0.0,,Cash Flow
Long Term Debt Reduction,,-245.0,-9.0,-4.0,-550.0,,Cash Flow
"Iss (Retirmnt) of Debt, Net",,-245.0,-4.0,731.0,-550.0,,Cash Flow
Total Cash From Financing,,-545.0,-176.0,594.0,-897.0,,Cash Flow
Foreign Exchange Effects,,-1.0,5.0,-4.0,-1.0,,Cash Flow
Net Change in Cash,,133.0,490.0,-81.0,898.0,,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,636.0,735.0,1225.0,1144.0,,Cash Flow
NetCash-EndBal/RsrvforFutUse,,769.0,1225.0,1144.0,2042.0,,Cash Flow
"Depreciation, Supplemental",,73.0,110.0,140.0,151.0,,Cash Flow
Free Cash Flow,,643.0,563.0,846.0,842.0,,
FCF Growth,,,-0.12441679626749613,0.5026642984014209,-0.004728132387706863,0.0,
