,2015,2016,2017,2018,2019,2020,Report
high,129.89,138.87,136.21,123.5,143.5,149.23,
low,103.04,111.3,109.67,97.1,107.44,110.66,
change,0.1531,-0.0936,0.056900000000000006,-0.056900000000000006,0.2194,0.008100000000000001,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,619.0,923.0,616.0,539.0,442.0,,Balance Sheet
"Trade Accts Recvble, Gross",2017.0,2077.0,2203.0,2050.0,2131.0,,Balance Sheet
Prov. for Doubtful Accts,-65.0,-68.0,-56.0,-53.0,-49.0,,Balance Sheet
"Trade Accts Recvble, Net",1952.0,2009.0,2147.0,1997.0,2082.0,,Balance Sheet
Other Receivables,329.0,167.0,168.0,167.0,181.0,,Balance Sheet
"Total Receivables, Net",2281.0,2176.0,2315.0,2164.0,2263.0,,Balance Sheet
Invent. - Finished Goods,1214.0,1030.0,1105.0,1153.0,1147.0,,Balance Sheet
Invent. - Work In Progress,203.0,203.0,213.0,214.0,206.0,,Balance Sheet
Invent. - Raw Materials,397.0,329.0,345.0,362.0,321.0,,Balance Sheet
Inventories - Other,278.0,280.0,303.0,275.0,271.0,,Balance Sheet
LIFO Reserve,-183.0,-163.0,-176.0,-191.0,-155.0,,Balance Sheet
Total Inventory,1909.0,1679.0,1790.0,1813.0,1790.0,,Balance Sheet
"Other Curr. Assets, Total",617.0,337.0,490.0,525.0,562.0,,Balance Sheet
Total Current Assets,5426.0,5115.0,5211.0,5041.0,5057.0,,Balance Sheet
Buildings,2537.0,2612.0,2830.0,2787.0,2877.0,,Balance Sheet
Land/Improvements,164.0,163.0,173.0,169.0,165.0,,Balance Sheet
Machinery/Equipment,13393.0,13591.0,14612.0,14059.0,13946.0,,Balance Sheet
Construction in Progress,453.0,488.0,300.0,699.0,851.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,,396.0,,Balance Sheet
Prop./Plant/Equip. - Gross,16547.0,16854.0,17915.0,17714.0,18235.0,,Balance Sheet
Accumulated Depreciation,-9443.0,-9685.0,-10479.0,-10555.0,-10389.0,,Balance Sheet
Prop./Plant/Equip. - Net,7104.0,7169.0,7436.0,7159.0,7846.0,,Balance Sheet
"Goodwill, Net",1446.0,1480.0,1576.0,1474.0,1467.0,,Balance Sheet
Intangibles - Gross,216.0,213.0,,,,,Balance Sheet
Accum. Intangible Amort.,-122.0,-130.0,,,,,Balance Sheet
Intangibles - Net,94.0,83.0,,,,,Balance Sheet
Long Term Investments,247.0,257.0,233.0,224.0,268.0,,Balance Sheet
Other Long Term Assets,525.0,498.0,695.0,620.0,645.0,,Balance Sheet
Total Assets,14842.0,14602.0,15151.0,14518.0,15283.0,,Balance Sheet
Accounts Payable,2612.0,2609.0,2834.0,3190.0,3055.0,,Balance Sheet
Accrued Expenses,1421.0,1472.0,1436.0,1519.0,1747.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,1669.0,1133.0,953.0,1208.0,1534.0,,Balance Sheet
Dividends Payable,318.0,329.0,341.0,345.0,352.0,,Balance Sheet
Income Taxes Payable,329.0,259.0,249.0,260.0,231.0,,Balance Sheet
Other Current Liabilities,,44.0,45.0,14.0,,,Balance Sheet
"Other Curr. Lblts, Total",647.0,632.0,635.0,619.0,583.0,,Balance Sheet
Total Current Liabilities,6349.0,5846.0,5858.0,6536.0,6919.0,,Balance Sheet
Total Long Term Debt,6170.0,6497.0,6533.0,6311.0,6242.0,,Balance Sheet
Total Debt,7839.0,7630.0,7486.0,7519.0,7776.0,,Balance Sheet
Deferred Income Tax,766.0,532.0,395.0,458.0,511.0,,Balance Sheet
Minority Interest,214.0,219.0,253.0,241.0,227.0,,Balance Sheet
Pension Benefits - Underfunded,1137.0,1301.0,1184.0,931.0,897.0,,Balance Sheet
Other LT Liabilities,380.0,309.0,299.0,328.0,520.0,,Balance Sheet
"Other Liabilities, Total",1517.0,1610.0,1483.0,1259.0,1417.0,,Balance Sheet
Total Liabilities,15016.0,14704.0,14522.0,14805.0,15316.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Common Stock,473.0,473.0,473.0,473.0,473.0,,Balance Sheet
Additional Paid-In Capital,609.0,697.0,776.0,548.0,556.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),4994.0,5831.0,6730.0,5947.0,6686.0,,Balance Sheet
Treasury Stock - Common,-2972.0,-3629.0,-4431.0,-3956.0,-4454.0,,Balance Sheet
"Other Equity, Total",-3278.0,-3474.0,-2919.0,-3299.0,-3294.0,,Balance Sheet
Total Equity,-174.0,-102.0,629.0,-287.0,-33.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,14842.0,14602.0,15151.0,14518.0,15283.0,,Balance Sheet
Ttl Comm. Shares Outs.,361.0,357.0,351.0,345.0,341.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,18.0,22.0,28.0,34.0,37.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,18591.0,18287.0,18348.0,18486.0,18450.0,,Income Statement
"Cost of Revenue, Total",11967.0,11596.0,11761.0,12348.0,11999.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",3443.0,3300.0,3202.0,2987.0,3155.0,,Income Statement
Unusual Expense (Income),,,,1036.0,335.0,,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,,-31.0,,Income Statement
"Other, Net",,-66.0,-59.0,-36.0,-46.0,,Income Statement
"Other Operat Expse, Total",1568.0,8.0,27.0,13.0,15.0,,Income Statement
Total Operating Expense,16978.0,14904.0,14990.0,16384.0,15504.0,,Income Statement
Total Operating Income,1613.0,3383.0,3358.0,2102.0,2946.0,,Income Statement
"Inter Expse,Net Non-Operat",-295.0,-319.0,-318.0,-263.0,-261.0,,Income Statement
"Inter/Invest Inc, Non-Oper",17.0,11.0,10.0,10.0,11.0,,Income Statement
OtherNon-OperatInc (Expnse),,-66.0,-59.0,-36.0,-46.0,,Income Statement
Income Before Tax,1335.0,3009.0,2991.0,1813.0,2650.0,,Income Statement
Income Tax - Total,418.0,922.0,852.0,354.0,576.0,,Income Statement
