,2015,2016,2017,2018,2019,2020,Report
high,41.9,47.85,51.11,56.31,56.92,56.68,
low,34.24,29.95,41.17,40.68,42.79,24.01,
change,-0.0308,0.2736,0.0478,-0.1336,0.314,-0.3576,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Due from Banks,2123.0,1897.0,2243.0,2753.0,4084.0,,Balance Sheet
Interest-Earning Deposits,1435.0,1895.0,343.0,984.0,14981.0,,Balance Sheet
Fed. Fund/Resale,153.0,144.0,127.0,143.0,1417.0,,Balance Sheet
Trading Account Assets,,,,,5733.0,,Balance Sheet
Other Short Trm Invest.,58.0,50.0,43.0,1.0,2053.0,,Balance Sheet
Securities Held,18472.0,16630.0,22984.0,20551.0,0.0,,Balance Sheet
Securities for Sale,25297.0,26926.0,24547.0,25038.0,74727.0,,Balance Sheet
Total Invest. Securities,43769.0,43556.0,47531.0,45589.0,74727.0,,Balance Sheet
Loans Held for Sale,1035.0,1716.0,1099.0,988.0,8373.0,,Balance Sheet
Other Earning Assets,,,,,2418.0,,Balance Sheet
"Other Erng. Assets, Total",46450.0,47361.0,49143.0,47705.0,109702.0,,Balance Sheet
Total Gross Loans,135951.0,143322.0,143701.0,149013.0,299842.0,,Balance Sheet
Loan Loss Allowances,-1460.0,-1489.0,-1490.0,-1558.0,-1549.0,,Balance Sheet
Net Loans,134491.0,141833.0,142211.0,147455.0,298293.0,,Balance Sheet
Buildings,1503.0,1628.0,1660.0,1804.0,2253.0,,Balance Sheet
Land/Improvements,1317.0,1402.0,1316.0,1286.0,2000.0,,Balance Sheet
Construction in Progress,122.0,62.0,52.0,21.0,196.0,,Balance Sheet
Other Prop./Plant/Equip.,1097.0,1187.0,1204.0,1190.0,3371.0,,Balance Sheet
Prop./Plant/Equip. - Gross,4039.0,4279.0,4232.0,4301.0,7820.0,,Balance Sheet
Accumulated Depreciation,-2032.0,-2172.0,-2177.0,-2183.0,-2285.0,,Balance Sheet
Prop./Plant/Equip. - Net,2007.0,2107.0,2055.0,2118.0,5535.0,,Balance Sheet
"Goodwill, Net",8548.0,9638.0,9618.0,9818.0,24154.0,,Balance Sheet
Intangibles - Gross,2067.0,2385.0,1816.0,1934.0,4282.0,,Balance Sheet
Accum. Intangible Amort.,-1381.0,-1531.0,-1105.0,-1176.0,-1140.0,,Balance Sheet
Intangibles - Net,1566.0,1906.0,1767.0,1866.0,5772.0,,Balance Sheet
Pension Bene. - Overfunded,,,,,3579.0,,Balance Sheet
Def. Inc. Tax - LT Asset,,90.0,,,,,Balance Sheet
Other Assets,14762.0,14444.0,14605.0,13982.0,21959.0,,Balance Sheet
"Other Assets, Total",14762.0,14444.0,14605.0,13982.0,21959.0,,Balance Sheet
Total Assets,209947.0,219276.0,221642.0,225697.0,473078.0,,Balance Sheet
Accounts Payable,6066.0,5745.0,5838.0,5332.0,8737.0,,Balance Sheet
Accrued Expenses,,,,,2121.0,,Balance Sheet
Non-Interest Bearing Dep.,45695.0,50697.0,53767.0,53025.0,92405.0,,Balance Sheet
Interest Bearing Deposits,103429.0,109537.0,103604.0,108174.0,242322.0,,Balance Sheet
Total Deposits,149124.0,160234.0,157371.0,161199.0,334727.0,,Balance Sheet
"Other Bearing Lblts, Total",8708.0,4554.0,6935.0,6676.0,17621.0,,Balance Sheet
Fed Funds Purch.,617.0,970.0,483.0,251.0,2228.0,,Balance Sheet
Other ST Borrowings,,,,,2510.0,,Balance Sheet
Total ST Borrowings,617.0,970.0,483.0,251.0,4738.0,,Balance Sheet
Long Term Debt,18037.0,17847.0,21168.0,21960.0,37075.0,,Balance Sheet
Capital Lease Obligations,,,,,123.0,,Balance Sheet
Total Long Term Debt,18037.0,17847.0,21168.0,21960.0,37198.0,,Balance Sheet
Total Debt,18654.0,18817.0,21651.0,22211.0,41936.0,,Balance Sheet
Deferred Income Tax,55.0,,152.0,101.0,1012.0,,Balance Sheet
Minority Interest,34.0,45.0,47.0,56.0,174.0,,Balance Sheet
"Other Liabilities, Total",,,,,366.0,,Balance Sheet
Total Liabilities,182641.0,189395.0,191994.0,195575.0,406694.0,,Balance Sheet
Pref. Stock - Non Rdmbl.,2603.0,3053.0,3053.0,3053.0,,,Balance Sheet
Conv. Pref. Stk-Non Rdmbl.,,,,,5102.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",2603.0,3053.0,3053.0,3053.0,5102.0,,Balance Sheet
Common Stock,3902.0,4047.0,3910.0,3817.0,6711.0,,Balance Sheet
Additional Paid-In Capital,8365.0,9104.0,7893.0,6849.0,35609.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),13464.0,14809.0,16259.0,18118.0,19806.0,,Balance Sheet
Unrealized Gain (Loss),-203.0,-259.0,-356.0,-500.0,380.0,,Balance Sheet
Min. Pension Lblty Adj.,-723.0,-764.0,-1004.0,-1164.0,-1122.0,,Balance Sheet
Other Comprehensive Income,-102.0,-109.0,-107.0,-51.0,-102.0,,Balance Sheet
"Other Equity, Total",-825.0,-873.0,-1111.0,-1215.0,-1224.0,,Balance Sheet
Total Equity,27306.0,29881.0,29648.0,30122.0,66384.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,209947.0,219276.0,221642.0,225697.0,473078.0,,Balance Sheet
Shr Outs.-Com. Primary Iss.,780.0,809.0,782.0,763.0,1342.0,,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,0.0,0.0,,,,,Balance Sheet
Ttl Comm. Shares Outs.,780.0,810.0,782.0,763.0,1342.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,0.0,0.0,,,,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Interest & Fees on Loans,5347.0,5985.0,6230.0,6894.0,7982.0,,Income Statement
Inter & Divs/ Invest Securs,941.0,1029.0,1092.0,1160.0,1319.0,,Income Statement
Other Interest Income,39.0,52.0,52.0,66.0,108.0,,Income Statement
"Interest Income, Bank",6327.0,7066.0,7374.0,8120.0,9409.0,,Income Statement
Interest on Deposit,233.0,251.0,344.0,644.0,1101.0,,Income Statement
Inter on Other Borrowings,502.0,494.0,495.0,794.0,995.0,,Income Statement
Total Interest Expense,735.0,745.0,839.0,1438.0,2096.0,,Income Statement
Net Interest Income,5592.0,6321.0,6535.0,6682.0,7313.0,,Income Statement
Loan Loss Provision,428.0,572.0,547.0,566.0,615.0,,Income Statement
NetInterIn after Loan Loss Provision,5164.0,5749.0,5988.0,6116.0,6698.0,,Income Statement
Fees & Commish from Operat,1724.0,1801.0,1809.0,1832.0,1531.0,,Income Statement
Commish & Fees/Secur Act,,,,,715.0,,Income Statement
Insur Commish Fees& Premium,1709.0,1836.0,1876.0,1968.0,2201.0,,Income Statement
Credit Card Fees,392.0,432.0,485.0,508.0,555.0,,Income Statement
Real Estate Operation Gain,124.0,137.0,146.0,145.0,153.0,,Income Statement
Invest Securities Gains,1.0,46.0,-1.0,3.0,-116.0,,Income Statement
Other Unusual Income,-4.0,0.0,0.0,,,,Income Statement
Other Revenue,73.0,220.0,467.0,420.0,216.0,,Income Statement
"Non-Interest Income, Bank",4019.0,4472.0,4782.0,4876.0,5255.0,,Income Statement
Labor & Related Expenses,-3469.0,-3964.0,-4121.0,-4313.0,-4833.0,,Income Statement
Amortization of Intangibles,-105.0,-150.0,-142.0,-131.0,-164.0,,Income Statement
Real Estate Operat Expnse,-53.0,,,,,,Income Statement
Other Unusual Expense,-337.0,-170.0,-507.0,-146.0,-360.0,,Income Statement
Other Expense,-2302.0,-2437.0,-2674.0,-2342.0,-2577.0,,Income Statement
"Non-Interest Expense, Bank",-6266.0,-6721.0,-7444.0,-6932.0,-7934.0,,Income Statement
Income Before Tax,2917.0,3500.0,3326.0,4060.0,4019.0,,Income Statement
Income Tax - Total,794.0,1058.0,954.0,830.0,782.0,,Income Statement
Income After Tax,2123.0,2442.0,2372.0,3230.0,3237.0,,Income Statement
Minority Interest,-39.0,-16.0,-21.0,-20.0,-13.0,,Income Statement
Net Inc Before Extra Items,2084.0,2426.0,2351.0,3210.0,3224.0,,Income Statement
Total Extraordinary Items,,,43.0,27.0,0.0,,Income Statement
Total Net Income,2084.0,2426.0,2394.0,3237.0,3224.0,,Income Statement
Total Adjust to Net Income,-148.0,-167.0,-174.0,-174.0,-196.0,,Income Statement
Income Available to Common Excl. Extra. Items,1936.0,2259.0,2177.0,3036.0,3028.0,,Income Statement
Income Available to Common Incl. Extra. Items,1936.0,2259.0,2220.0,3063.0,3028.0,,Income Statement
Basic/Primary Weighted Average Shares,748.0,805.0,799.0,773.0,805.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,2.59,2.81,2.72,3.93,3.76,,Income Statement
Basic/Primary EPS Incl. Extra. Items,2.59,2.81,2.78,3.96,3.76,,Income Statement
Diluted Weighted Average Shares,758.0,815.0,811.0,783.0,815.0,,Income Statement
Diluted EPS Excl. Extra. Items,2.55,2.77,2.68,3.88,3.71,,Income Statement
Diluted EPS Incl. Extra. Items,2.55,2.77,2.74,3.91,3.71,,Income Statement
Div/Share-ComStockPrimIssue,1.05,1.15,1.26,1.52,1.71,,Income Statement
Gross Divid - Common Stock,789.0,925.0,1005.0,1204.0,1309.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Depreciat/Amort, Suppl",356.0,405.0,408.0,424.0,466.0,,Income Statement
Total Special Items,341.0,170.0,507.0,146.0,360.0,,Income Statement
Normalzd Income Before Tax,3258.0,3670.0,3833.0,4206.0,4379.0,,Income Statement
Efct/SpecItemsIncTxs (STEC),93.0,51.0,145.0,30.0,70.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,887.0,1109.0,1099.0,860.0,852.0,,Income Statement
Normalized Income After Tax,2371.0,2561.0,2734.0,3346.0,3527.0,,Income Statement
Normalzd Inc Avail to Common,2184.0,2378.0,2539.0,3152.0,3318.0,,Income Statement
Basic Normalized EPS,2.92,2.95,3.18,4.08,4.12,,Income Statement
Diluted Normalized EPS,2.88,2.92,3.13,4.02,4.07,,Income Statement
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Cash Flow
Net Income,2123.0,2442.0,2415.0,3257.0,3237.0,,Cash Flow
Depreciation/Depletion,356.0,405.0,408.0,424.0,466.0,,Cash Flow
Amortization,105.0,150.0,142.0,131.0,164.0,,Cash Flow
Unusual Items,172.0,-1.0,392.0,0.0,0.0,,Cash Flow
Other Non-Cash Items,106.0,115.0,132.0,141.0,165.0,,Cash Flow
Non-Cash Items,278.0,114.0,524.0,141.0,165.0,,Cash Flow
"Cash Taxes Pd, Supplemental",655.0,844.0,429.0,99.0,443.0,,Cash Flow
"Cash Interest Pd, Suppl",734.0,775.0,819.0,1408.0,1921.0,,Cash Flow
Loan Loss Provision,428.0,572.0,547.0,566.0,615.0,,Cash Flow
Other Assets,-698.0,432.0,-151.0,341.0,-1447.0,,Cash Flow
Changes in Working Capital,269.0,4.0,1146.0,396.0,-2512.0,,Cash Flow
Total Cash from Operations,3131.0,3115.0,4635.0,4349.0,1520.0,,Cash Flow
Acquisition of Business,,-726.0,,-296.0,,,Cash Flow
Sale of Business,1055.0,,0.0,,6256.0,,Cash Flow
Sale/Maturity of Investment,15157.0,17522.0,12314.0,6499.0,44076.0,,Cash Flow
Purchase of Investments,-15255.0,-15157.0,-16362.0,-4761.0,-42646.0,,Cash Flow
Loans,-3196.0,-2986.0,-1230.0,-6266.0,656.0,,Cash Flow
Other Investing Cash Flow,390.0,371.0,-132.0,-139.0,6.0,,Cash Flow
Total Cash from Investing,-1849.0,-976.0,-5410.0,-4963.0,8348.0,,Cash Flow
Deposits,2506.0,4507.0,-2842.0,3838.0,2917.0,,Cash Flow
Other Financing Cash Flow,-390.0,325.0,123.0,-229.0,-175.0,,Cash Flow
Financing Cash Flow Items,2116.0,4832.0,-2719.0,3609.0,2742.0,,Cash Flow
Cash Divids Paid - Common,-789.0,-925.0,-1005.0,-1204.0,-1309.0,,Cash Flow
Cash Divs Paid - Preferred,-148.0,-167.0,-174.0,-174.0,-150.0,,Cash Flow
Total Cash Dividends Paid,-937.0,-1092.0,-1179.0,-1378.0,-1459.0,,Cash Flow
"Common Stock, Net",0.0,-520.0,-1613.0,-1205.0,0.0,,Cash Flow
Sale/Issuance of Preferred,0.0,450.0,0.0,0.0,1683.0,,Cash Flow
Repurch/Retirement Preferd,,,0.0,0.0,-1725.0,,Cash Flow
"Preferred Stock, Net",0.0,450.0,0.0,0.0,-42.0,,Cash Flow
Options Exercised,68.0,,,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",68.0,-70.0,-1613.0,-1205.0,-42.0,,Cash Flow
"Short Term Debt, Net",-982.0,-3581.0,3532.0,240.0,6293.0,,Cash Flow
Long Term Debt Issued,2272.0,3878.0,8883.0,2769.0,7084.0,,Cash Flow
Long Term Debt Reduction,-2433.0,-5849.0,-7453.0,-2533.0,-9265.0,,Cash Flow
"Long Term Debt, Net",-161.0,-1971.0,1430.0,236.0,-2181.0,,Cash Flow
"Iss (Retirmnt) of Debt, Net",-1143.0,-5552.0,4962.0,476.0,4112.0,,Cash Flow
Total Cash From Financing,104.0,-1882.0,-549.0,1502.0,5353.0,,Cash Flow
Net Change in Cash,1386.0,257.0,-1324.0,888.0,15221.0,,Cash Flow
NetCash-BeginBal/RsvdforFutUse,2325.0,4167.0,4280.0,2956.0,3844.0,,Cash Flow
NetCash-EndBal/RsrvforFutUse,3711.0,4424.0,2956.0,3844.0,19065.0,,Cash Flow
"Depreciation, Supplemental",356.0,405.0,408.0,424.0,466.0,,Cash Flow
Free Cash Flow,,,,,,,
FCF Growth,,,,,,,
