,2015,2016,2017,2018,2019,2020,Report
high,46.46,45.56,34.13,37.42,39.47,38.69,
low,36.68,33.92,25.84,18.58,19.33,15.01,
change,-0.0643,-0.16140000000000002,0.11599999999999999,-0.3274,0.8926999999999999,-0.5112,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,1228.0,2223.0,1293.0,1081.0,2740.0,,Balance Sheet
"Trade Accts Recvble, Gross",1142.0,1025.0,1416.0,1326.0,1291.0,,Balance Sheet
Prov. for Doubtful Accts,-74.0,-64.0,-59.0,-56.0,-55.0,,Balance Sheet
"Trade Accts Recvble, Net",1165.0,1051.0,1469.0,1375.0,1347.0,,Balance Sheet
Notes Recvble - Short Term,1315.0,1256.0,1317.0,1218.0,1158.0,,Balance Sheet
Other Receivables,12.0,177.0,43.0,14.0,27.0,,Balance Sheet
"Total Receivables, Net",2492.0,2484.0,2829.0,2607.0,2532.0,,Balance Sheet
Invent. - Finished Goods,751.0,713.0,777.0,710.0,576.0,,Balance Sheet
Invent. - Work In Progress,51.0,47.0,49.0,49.0,47.0,,Balance Sheet
Invent. - Raw Materials,99.0,81.0,89.0,70.0,71.0,,Balance Sheet
Total Inventory,901.0,841.0,915.0,829.0,694.0,,Balance Sheet
Prepaid Expenses,51.0,45.0,43.0,31.0,29.0,,Balance Sheet
Restricted Cash - Current,84.0,92.0,1.0,1.0,0.0,,Balance Sheet
Discont. Ops.-Curr. Assets,1618.0,1002.0,0.0,19.0,0.0,,Balance Sheet
Other Current Assets,311.0,305.0,149.0,145.0,145.0,,Balance Sheet
"Other Curr. Assets, Total",2013.0,1399.0,150.0,165.0,145.0,,Balance Sheet
Total Current Assets,6685.0,6992.0,5230.0,4713.0,6140.0,,Balance Sheet
Buildings,1163.0,1130.0,1101.0,971.0,929.0,,Balance Sheet
Land/Improvements,21.0,20.0,22.0,12.0,12.0,,Balance Sheet
Machinery/Equipment,1274.0,1225.0,1214.0,1143.0,1124.0,,Balance Sheet
Construction in Progress,28.0,33.0,30.0,26.0,23.0,,Balance Sheet
Leases,,,,1519.0,1443.0,,Balance Sheet
Other Prop./Plant/Equip.,763.0,727.0,705.0,652.0,929.0,,Balance Sheet
Prop./Plant/Equip. - Gross,3249.0,3135.0,3072.0,4323.0,4460.0,,Balance Sheet
Accumulated Depreciation,-2532.0,-2475.0,-2443.0,-3383.0,-3351.0,,Balance Sheet
Prop./Plant/Equip. - Net,1212.0,1135.0,1083.0,940.0,1109.0,,Balance Sheet
"Goodwill, Net",3951.0,3787.0,3930.0,3858.0,3900.0,,Balance Sheet
Intangibles - Gross,1171.0,1122.0,928.0,869.0,661.0,,Balance Sheet
Accum. Intangible Amort.,-559.0,-606.0,-451.0,-495.0,-340.0,,Balance Sheet
Intangibles - Net,612.0,516.0,477.0,374.0,321.0,,Balance Sheet
LT Invt. - Affiliate Comp.,1382.0,1294.0,1404.0,43.0,46.0,,Balance Sheet
LT Investments - Other,155.0,141.0,18.0,16.0,19.0,,Balance Sheet
Long Term Investments,1537.0,1435.0,1422.0,59.0,65.0,,Balance Sheet
Note Rcvble - Long Term,2614.0,2428.0,2333.0,2157.0,2091.0,,Balance Sheet
Deferred Charges,4.0,3.0,5.0,4.0,3.0,,Balance Sheet
Pension Bene. - Overfunded,22.0,17.0,193.0,281.0,451.0,,Balance Sheet
Def. Inc. Tax - LT Asset,1450.0,1472.0,1026.0,740.0,598.0,,Balance Sheet
Disct. Ops. - LT Asset,7185.0,,,1352.0,0.0,,Balance Sheet
Restricted Cash - LT,72.0,87.0,74.0,63.0,55.0,,Balance Sheet
Other Long Term Assets,197.0,179.0,173.0,333.0,314.0,,Balance Sheet
Total Assets,25541.0,18051.0,15946.0,14874.0,15047.0,,Balance Sheet
Accounts Payable,1342.0,1126.0,1108.0,1073.0,1053.0,,Balance Sheet
Accrued Expenses,497.0,596.0,593.0,482.0,544.0,,Balance Sheet
Notes Payable/ST Debt,3.0,4.0,6.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,959.0,1007.0,276.0,961.0,1051.0,,Balance Sheet
Dividends Payable,11.0,91.0,73.0,69.0,66.0,,Balance Sheet
Customer Advances,202.0,187.0,170.0,155.0,158.0,,Balance Sheet
Income Taxes Payable,76.0,45.0,7.0,33.0,7.0,,Balance Sheet
Other Payables,28.0,78.0,91.0,77.0,79.0,,Balance Sheet
Discontinued Operations,1627.0,1002.0,0.0,21.0,0.0,,Balance Sheet
Other Current Liabilities,509.0,518.0,417.0,380.0,477.0,,Balance Sheet
"Other Curr. Lblts, Total",2453.0,1921.0,758.0,735.0,787.0,,Balance Sheet
Total Current Liabilities,5254.0,4654.0,2741.0,3251.0,3435.0,,Balance Sheet
Long Term Debt,6317.0,5305.0,5235.0,4269.0,3233.0,,Balance Sheet
Capital Lease Obligations,,,,,5.0,,Balance Sheet
Total Long Term Debt,6317.0,5305.0,5235.0,4269.0,3238.0,,Balance Sheet
Total Debt,7279.0,6316.0,5517.0,5230.0,4289.0,,Balance Sheet
Deferred Income Tax,51.0,42.0,42.0,51.0,37.0,,Balance Sheet
Minority Interest,43.0,38.0,37.0,34.0,7.0,,Balance Sheet
Pension Benefits - Underfunded,3144.0,2938.0,2257.0,1832.0,2059.0,,Balance Sheet
Other LT Liabilities,187.0,151.0,164.0,218.0,470.0,,Balance Sheet
Discont. Ops. - Lblts,1122.0,,,,,,Balance Sheet
"Other Liabilities, Total",4453.0,3089.0,2421.0,2050.0,2529.0,,Balance Sheet
Total Liabilities,16118.0,13128.0,10476.0,9655.0,9246.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",349.0,214.0,214.0,214.0,214.0,,Balance Sheet
Common Stock,1013.0,254.0,255.0,232.0,215.0,,Balance Sheet
Additional Paid-In Capital,3017.0,3858.0,3893.0,3321.0,2782.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),9686.0,4934.0,4856.0,5072.0,6312.0,,Balance Sheet
Treasury Stock - Common,,,,-55.0,-76.0,,Balance Sheet
