,2015,2016,2017,2018,2019,2020,Report
high,47.27,56.19,63.15,70.77,99.26,105.58,
low,31.32,30.93,47.03,57.01,61.18,61.04,
change,-0.19,0.3249,0.2275,0.0617,0.5685,-0.1668,
Date,2015-12-26 00:00:00,2016-12-31 00:00:00,2017-12-30 00:00:00,2018-12-29 00:00:00,2019-12-28 00:00:00,,Balance Sheet
Cash & Equivalents,833.0,847.0,891.0,1202.0,1028.0,,Balance Sheet
Short Term Investments,215.0,267.0,162.0,183.0,376.0,,Balance Sheet
Cash and Short Term Invs,1048.0,1114.0,1053.0,1385.0,1404.0,,Balance Sheet
"Trade Accts Recvble, Gross",545.0,542.0,595.0,575.0,714.0,,Balance Sheet
Prov. for Doubtful Accts,-14.0,-15.0,-4.0,-5.0,-7.0,,Balance Sheet
"Total Receivables, Net",531.0,527.0,591.0,570.0,707.0,,Balance Sheet
Invent. - Finished Goods,274.0,294.0,262.0,260.0,360.0,,Balance Sheet
Invent. - Work In Progress,70.0,69.0,76.0,97.0,133.0,,Balance Sheet
Invent. - Raw Materials,203.0,163.0,180.0,206.0,260.0,,Balance Sheet
LIFO Reserve,-46.0,-40.0,,,,,Balance Sheet
Total Inventory,501.0,485.0,518.0,562.0,753.0,,Balance Sheet
Prepaid Expenses,82.0,90.0,154.0,121.0,169.0,,Balance Sheet
"Other Curr. Assets, Total",49.0,47.0,31.0,28.0,25.0,,Balance Sheet
Total Current Assets,2211.0,2263.0,2346.0,2665.0,3058.0,,Balance Sheet
Buildings,352.0,377.0,483.0,539.0,577.0,,Balance Sheet
Land/Improvements,85.0,105.0,115.0,132.0,133.0,,Balance Sheet
Machinery/Equipment,266.0,276.0,319.0,338.0,390.0,,Balance Sheet
Other Prop./Plant/Equip.,206.0,222.0,246.0,265.0,370.0,,Balance Sheet
Prop./Plant/Equip. - Gross,909.0,980.0,1162.0,1273.0,1470.0,,Balance Sheet
Accumulated Depreciation,-463.0,-497.0,-566.0,-610.0,-677.0,,Balance Sheet
Prop./Plant/Equip. - Net,446.0,483.0,596.0,664.0,793.0,,Balance Sheet
"Goodwill, Net",188.0,225.0,287.0,301.0,467.0,,Balance Sheet
Intangibles - Gross,216.0,253.0,317.0,331.0,432.0,,Balance Sheet
Accum. Intangible Amort.,-159.0,-173.0,-194.0,-214.0,-240.0,,Balance Sheet
Intangibles - Net,58.0,80.0,123.0,116.0,193.0,,Balance Sheet
Long Term Investments,1343.0,1213.0,1260.0,1330.0,1205.0,,Balance Sheet
Deferred Charges,39.0,56.0,33.0,29.0,23.0,,Balance Sheet
Def. Inc. Tax - LT Asset,117.0,110.0,196.0,177.0,269.0,,Balance Sheet
Restricted Cash - LT,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Other Long Term Assets,98.0,94.0,107.0,100.0,159.0,,Balance Sheet
Total Assets,4499.0,4525.0,4948.0,5383.0,6167.0,,Balance Sheet
Accounts Payable,179.0,172.0,170.0,205.0,241.0,,Balance Sheet
Accrued Expenses,307.0,351.0,390.0,368.0,426.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Dividends Payable,193.0,96.0,96.0,200.0,217.0,,Balance Sheet
Customer Advances,165.0,147.0,103.0,96.0,95.0,,Balance Sheet
Income Taxes Payable,22.0,16.0,34.0,52.0,57.0,,Balance Sheet
"Other Curr. Lblts, Total",380.0,259.0,233.0,348.0,369.0,,Balance Sheet
Total Current Liabilities,866.0,783.0,792.0,921.0,1036.0,,Balance Sheet
Total Long Term Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Total Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Deferred Income Tax,56.0,61.0,77.0,93.0,115.0,,Balance Sheet
"Other Liabilities, Total",232.0,263.0,227.0,206.0,223.0,,Balance Sheet
Total Liabilities,1154.0,1107.0,1096.0,1220.0,1373.0,,Balance Sheet
Common Stock,1797.0,18.0,18.0,18.0,18.0,,Balance Sheet
Additional Paid-In Capital,62.0,1836.0,1828.0,1824.0,1836.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),1931.0,2057.0,2418.0,2711.0,3229.0,,Balance Sheet
Treasury Stock - Common,-415.0,-456.0,-469.0,-398.0,-345.0,,Balance Sheet
Unrealized Gain (Loss),-16.0,-27.0,-23.0,-39.0,1.0,,Balance Sheet
"Other Equity, Total",-14.0,-9.0,79.0,47.0,55.0,,Balance Sheet
Total Equity,3345.0,3418.0,3852.0,4163.0,4793.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,4499.0,4525.0,4948.0,5383.0,6167.0,,Balance Sheet
Ttl Comm. Shares Outs.,190.0,189.0,188.0,189.0,191.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,18.0,10.0,10.0,9.0,7.0,,Balance Sheet
Date,2015-12-26 00:00:00,2016-12-31 00:00:00,2017-12-30 00:00:00,2018-12-29 00:00:00,2019-12-28 00:00:00,,Income Statement
Total Revenue,2820.0,3046.0,3122.0,3347.0,3758.0,,Income Statement
"Cost of Revenue, Total",1282.0,1357.0,1324.0,1368.0,1524.0,,Income Statement
Selling/Gen/Admin Expense,395.0,411.0,438.0,478.0,519.0,,Income Statement
Advertising Expense,167.0,177.0,165.0,155.0,164.0,,Income Statement
