,2015,2016,2017,2018,2019,2020,Report
high,80.31,95.76,135.7,157.84,173.95,178.14,
low,65.45,67.2,88.29,117.72,120.86,104.56,
change,0.003,0.18910000000000002,0.45280000000000004,-0.048499999999999995,0.3809,-0.10490000000000001,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,328.0,236.0,376.0,466.0,633.0,,Balance Sheet
"Trade Accts Recvble, Gross",262.0,275.0,298.0,314.0,298.0,,Balance Sheet
Prov. for Doubtful Accts,-8.0,-8.0,-8.0,-7.0,-6.0,,Balance Sheet
"Trade Accts Recvble, Net",254.0,267.0,290.0,307.0,292.0,,Balance Sheet
Other Receivables,6.0,6.0,4.0,5.0,6.0,,Balance Sheet
"Total Receivables, Net",260.0,273.0,294.0,312.0,298.0,,Balance Sheet
Invent. - Finished Goods,65.0,64.0,56.0,64.0,82.0,,Balance Sheet
Invent. - Work In Progress,32.0,35.0,34.0,37.0,29.0,,Balance Sheet
Invent. - Raw Materials,142.0,154.0,170.0,179.0,182.0,,Balance Sheet
Total Inventory,239.0,253.0,260.0,280.0,293.0,,Balance Sheet
"Other Curr. Assets, Total",36.0,61.0,74.0,34.0,37.0,,Balance Sheet
Total Current Assets,863.0,823.0,1004.0,1093.0,1261.0,,Balance Sheet
Buildings,158.0,169.0,175.0,190.0,187.0,,Balance Sheet
Land/Improvements,34.0,34.0,33.0,32.0,32.0,,Balance Sheet
Machinery/Equipment,428.0,427.0,453.0,469.0,493.0,,Balance Sheet
Construction in Progress,13.0,10.0,15.0,24.0,25.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,,82.0,,Balance Sheet
Prop./Plant/Equip. - Gross,634.0,641.0,676.0,715.0,820.0,,Balance Sheet
Accumulated Depreciation,-393.0,-393.0,-418.0,-434.0,-457.0,,Balance Sheet
Prop./Plant/Equip. - Net,241.0,248.0,258.0,281.0,363.0,,Balance Sheet
"Goodwill, Net",1397.0,1633.0,1704.0,1698.0,1780.0,,Balance Sheet
Intangibles - Gross,526.0,697.0,627.0,567.0,599.0,,Balance Sheet
Accum. Intangible Amort.,-238.0,-261.0,-212.0,-184.0,-211.0,,Balance Sheet
Intangibles - Net,288.0,436.0,415.0,383.0,388.0,,Balance Sheet
Other Long Term Assets,17.0,16.0,18.0,19.0,22.0,,Balance Sheet
Total Assets,2805.0,3155.0,3400.0,3474.0,3814.0,,Balance Sheet
Accounts Payable,129.0,129.0,147.0,143.0,138.0,,Balance Sheet
Accrued Expenses,140.0,131.0,146.0,156.0,153.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,1.0,1.0,0.0,0.0,0.0,,Balance Sheet
Dividends Payable,26.0,26.0,29.0,33.0,39.0,,Balance Sheet
Customer Advances,10.0,13.0,11.0,8.0,18.0,,Balance Sheet
Income Taxes Payable,4.0,9.0,28.0,24.0,10.0,,Balance Sheet
"Other Curr. Lblts, Total",40.0,48.0,68.0,65.0,66.0,,Balance Sheet
Total Current Liabilities,310.0,309.0,361.0,365.0,358.0,,Balance Sheet
Total Long Term Debt,840.0,1014.0,859.0,848.0,849.0,,Balance Sheet
Total Debt,841.0,1015.0,859.0,849.0,849.0,,Balance Sheet
Deferred Income Tax,110.0,166.0,138.0,128.0,147.0,,Balance Sheet
Pension Benefits - Underfunded,76.0,94.0,100.0,81.0,87.0,,Balance Sheet
Other LT Liabilities,26.0,28.0,56.0,58.0,110.0,,Balance Sheet
"Other Liabilities, Total",102.0,121.0,156.0,138.0,197.0,,Balance Sheet
Total Liabilities,1362.0,1611.0,1513.0,1479.0,1551.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Common Stock,1.0,1.0,1.0,1.0,1.0,,Balance Sheet
Additional Paid-In Capital,680.0,697.0,717.0,738.0,760.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),1667.0,1835.0,2058.0,2342.0,2615.0,,Balance Sheet
