,2015,2016,2017,2018,2019,2020,Report
high,108.14,128.4,174.07,217.31,275.75,312.94,
low,84.64,78.55,107.87,156.68,163.99,186.06,
change,-0.07440000000000001,0.1137,0.5626,0.0012,0.6131000000000001,0.08410000000000001,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,1481.0,2392.0,2779.0,1917.0,2866.0,,Balance Sheet
Short Term Investments,6.0,8.0,12.0,18.0,28.0,,Balance Sheet
Cash and Short Term Invs,1487.0,2400.0,2791.0,1935.0,2894.0,,Balance Sheet
"Trade Accts Recvble, Gross",1028.0,1150.0,1352.0,1483.0,1611.0,,Balance Sheet
Prov. for Doubtful Accts,-37.0,-28.0,-33.0,-34.0,-34.0,,Balance Sheet
"Total Receivables, Net",991.0,1122.0,1319.0,1449.0,1577.0,,Balance Sheet
Prepaid Expenses,206.0,139.0,211.0,159.0,220.0,,Balance Sheet
Restricted Cash - Current,,,,41.0,20.0,,Balance Sheet
Deferred Income Tax,23.0,,,,,,Balance Sheet
Discont. Ops.-Curr. Assets,503.0,7.0,,,,,Balance Sheet
Other Current Assets,,3.0,3.0,3.0,1.0,,Balance Sheet
"Other Curr. Assets, Total",612.0,10.0,3.0,44.0,21.0,,Balance Sheet
Total Current Assets,3296.0,3671.0,4324.0,3587.0,4712.0,,Balance Sheet
Buildings,352.0,356.0,354.0,372.0,420.0,,Balance Sheet
Machinery/Equipment,503.0,452.0,475.0,494.0,522.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,0.0,676.0,,Balance Sheet
Prop./Plant/Equip. - Gross,855.0,808.0,829.0,866.0,1618.0,,Balance Sheet
Accumulated Depreciation,-585.0,-537.0,-554.0,-596.0,-622.0,,Balance Sheet
Prop./Plant/Equip. - Net,270.0,271.0,275.0,270.0,996.0,,Balance Sheet
"Goodwill, Net",2882.0,2949.0,2989.0,3535.0,3575.0,,Balance Sheet
Intangibles - Gross,1846.0,1897.0,1881.0,2136.0,2153.0,,Balance Sheet
Accum. Intangible Amort.,-324.0,-391.0,-493.0,-612.0,-729.0,,Balance Sheet
Intangibles - Net,1522.0,1506.0,1388.0,1524.0,1424.0,,Balance Sheet
Other Long Term Assets,177.0,272.0,449.0,525.0,641.0,,Balance Sheet
Total Assets,8183.0,8669.0,9425.0,9441.0,11348.0,,Balance Sheet
Accounts Payable,206.0,183.0,195.0,211.0,190.0,,Balance Sheet
Accrued Expenses,504.0,465.0,579.0,354.0,558.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,143.0,0.0,399.0,,,,Balance Sheet
Customer Advances,1421.0,1509.0,1613.0,1641.0,1928.0,,Balance Sheet
Income Taxes Payable,56.0,95.0,77.0,73.0,68.0,,Balance Sheet
Discontinued Operations,206.0,45.0,,,,,Balance Sheet
Other Current Liabilities,372.0,314.0,351.0,351.0,349.0,,Balance Sheet
"Other Curr. Lblts, Total",2055.0,1963.0,2041.0,2065.0,2345.0,,Balance Sheet
Total Current Liabilities,2908.0,2611.0,3214.0,2630.0,3093.0,,Balance Sheet
Total Long Term Debt,3468.0,3564.0,3170.0,3662.0,3948.0,,Balance Sheet
Total Debt,3611.0,3564.0,3569.0,3662.0,3948.0,,Balance Sheet
Minority Interest,969.0,1131.0,1407.0,1676.0,2325.0,,Balance Sheet
Pension Benefits - Underfunded,276.0,274.0,244.0,229.0,259.0,,Balance Sheet
Other LT Liabilities,345.0,439.0,679.0,616.0,1244.0,,Balance Sheet
"Other Liabilities, Total",621.0,713.0,923.0,845.0,1503.0,,Balance Sheet
Total Liabilities,7989.0,8019.0,8714.0,8813.0,10869.0,,Balance Sheet
Common Stock,412.0,412.0,412.0,294.0,294.0,,Balance Sheet
Additional Paid-In Capital,475.0,502.0,525.0,833.0,903.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),7636.0,9210.0,10025.0,11284.0,12205.0,,Balance Sheet
Treasury Stock - Common,-7729.0,-8701.0,-9602.0,-11041.0,-12299.0,,Balance Sheet
