,2015,2016,2017,2018,2019,2020,Report
high,137.39,162.53,201.95,220.2,255.21,245.68,
low,113.98,112.0,134.68,167.94,174.95,154.39,
change,0.032100000000000004,0.0138,0.4305,-0.0282,0.2556,-0.2041,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,488.0,506.0,448.0,602.0,336.0,,Balance Sheet
Short Term Investments,1912.0,2307.0,2946.0,1133.0,2.0,,Balance Sheet
Cash and Short Term Invs,2399.0,2813.0,3394.0,1735.0,337.0,,Balance Sheet
"Trade Accts Recvble, Gross",476.0,498.0,543.0,576.0,597.0,,Balance Sheet
Prov. for Doubtful Accts,-7.0,-9.0,-9.0,-8.0,-10.0,,Balance Sheet
"Total Receivables, Net",468.0,489.0,534.0,568.0,588.0,,Balance Sheet
Invent. - Finished Goods,154.0,151.0,156.0,164.0,178.0,,Balance Sheet
Invent. - Work In Progress,21.0,17.0,15.0,16.0,15.0,,Balance Sheet
Invent. - Raw Materials,89.0,95.0,99.0,112.0,127.0,,Balance Sheet
Total Inventory,263.0,263.0,270.0,292.0,321.0,,Balance Sheet
"Other Curr. Assets, Total",83.0,70.0,72.0,68.0,67.0,,Balance Sheet
Total Current Assets,3214.0,3635.0,4270.0,2663.0,1312.0,,Balance Sheet
Buildings,265.0,274.0,294.0,299.0,355.0,,Balance Sheet
Land/Improvements,39.0,36.0,38.0,37.0,37.0,,Balance Sheet
Machinery/Equipment,380.0,439.0,484.0,494.0,537.0,,Balance Sheet
Construction in Progress,20.0,20.0,22.0,42.0,58.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,,93.0,,Balance Sheet
Prop./Plant/Equip. - Gross,705.0,769.0,838.0,872.0,1081.0,,Balance Sheet
Accumulated Depreciation,-371.0,-431.0,-489.0,-529.0,-570.0,,Balance Sheet
Prop./Plant/Equip. - Net,333.0,337.0,349.0,343.0,511.0,,Balance Sheet
"Goodwill, Net",357.0,352.0,360.0,356.0,356.0,,Balance Sheet
Intangibles - Gross,578.0,598.0,701.0,753.0,785.0,,Balance Sheet
Accum. Intangible Amort.,-360.0,-391.0,-473.0,-506.0,-545.0,,Balance Sheet
Intangibles - Net,218.0,207.0,228.0,247.0,240.0,,Balance Sheet
Other Long Term Assets,147.0,130.0,117.0,119.0,138.0,,Balance Sheet
Total Assets,4269.0,4662.0,5324.0,3727.0,2557.0,,Balance Sheet
Accounts Payable,71.0,68.0,65.0,68.0,49.0,,Balance Sheet
Accrued Expenses,68.0,71.0,82.0,77.0,83.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,175.0,125.0,100.0,0.0,100.0,,Balance Sheet
Customer Advances,142.0,149.0,167.0,165.0,176.0,,Balance Sheet
Income Taxes Payable,15.0,15.0,73.0,23.0,46.0,,Balance Sheet
Other Current Liabilities,94.0,92.0,119.0,116.0,137.0,,Balance Sheet
"Other Curr. Lblts, Total",250.0,256.0,359.0,304.0,359.0,,Balance Sheet
Total Current Liabilities,564.0,520.0,606.0,449.0,591.0,,Balance Sheet
Total Long Term Debt,1493.0,1702.0,1898.0,1148.0,1581.0,,Balance Sheet
Total Debt,1668.0,1827.0,1998.0,1148.0,1681.0,,Balance Sheet
Deferred Income Tax,15.0,10.0,457.0,431.0,395.0,,Balance Sheet
Pension Benefits - Underfunded,77.0,73.0,67.0,56.0,59.0,,Balance Sheet
Other LT Liabilities,61.0,55.0,63.0,76.0,147.0,,Balance Sheet
"Other Liabilities, Total",138.0,127.0,130.0,132.0,207.0,,Balance Sheet
Total Liabilities,2210.0,2360.0,3091.0,2160.0,2773.0,,Balance Sheet
Redeemable Preferred Stock,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Common Stock,2.0,2.0,2.0,2.0,2.0,,Balance Sheet
Additional Paid-In Capital,1490.0,1607.0,1745.0,1835.0,1927.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),4864.0,5385.0,5405.0,5995.0,6587.0,,Balance Sheet
Treasury Stock - Common,-4150.0,-4476.0,-4808.0,-6146.0,-8613.0,,Balance Sheet
Unrealized Gain (Loss),,-2.0,-4.0,-2.0,0.0,,Balance Sheet
Cum. Trans. Adjustment,,-171.0,-69.0,-106.0,-104.0,,Balance Sheet
Min. Pension Lblty Adj.,,-44.0,-37.0,-10.0,-15.0,,Balance Sheet
Other Comprehensive Income,-147.0,,,,,,Balance Sheet
"Other Equity, Total",-147.0,-214.0,-107.0,-116.0,-119.0,,Balance Sheet
Total Equity,2059.0,2302.0,2234.0,1567.0,-216.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,4269.0,4662.0,5324.0,3727.0,2557.0,,Balance Sheet
Ttl Comm. Shares Outs.,81.0,80.0,79.0,73.0,63.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,76.0,79.0,81.0,87.0,98.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,2042.0,2167.0,2309.0,2420.0,2407.0,,Income Statement
"Cost of Revenue, Total",843.0,880.0,952.0,986.0,1006.0,,Income Statement
Selling/Gen/Admin Expense,458.0,467.0,492.0,499.0,498.0,,Income Statement
Labor & Related Expense,26.0,34.0,33.0,30.0,31.0,,Income Statement
Advertising Expense,11.0,11.0,6.0,7.0,6.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",496.0,512.0,531.0,537.0,535.0,,Income Statement
Research & Development,122.0,125.0,138.0,143.0,143.0,,Income Statement
Depreciation/Amortization,10.0,10.0,7.0,8.0,10.0,,Income Statement
"Inter/Invest Inc, Operating",,11.0,-5.0,7.0,5.0,,Income Statement
Restructuring Charge,,,13.0,,,,Income Statement
Litigation,4.0,4.0,11.0,0.0,,,Income Statement
Unusual Expense (Income),4.0,4.0,24.0,0.0,,,Income Statement
Total Operating Expense,1475.0,1542.0,1647.0,1680.0,1698.0,,Income Statement
Total Operating Income,567.0,625.0,662.0,740.0,708.0,,Income Statement
"Inter Expse,Net Non-Operat",-36.0,-45.0,-57.0,-49.0,-49.0,,Income Statement
"Inter Income, Non-Operating",11.0,21.0,36.0,36.0,10.0,,Income Statement
"Invest Income, Non-Operat",,,,3.0,12.0,,Income Statement
"Inter/Invest Inc, Non-Oper",11.0,21.0,36.0,39.0,22.0,,Income Statement
OtherNon-OperatInc (Expnse),0.0,-1.0,0.0,-48.0,-4.0,,Income Statement
"Other, Net",0.0,-1.0,0.0,-48.0,-4.0,,Income Statement
