,2015,2016,2017,2018,2019,2020,Report
high,97.4,117.79,116.49,114.63,162.2,161.83,
low,82.41,82.42,101.61,89.1,100.8,109.88,
change,-0.053899999999999997,0.1732,0.0931,-0.0555,0.38430000000000003,-0.0954,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,347.0,297.0,380.0,588.0,493.0,,Balance Sheet
Short Term Investments,0.0,,,,,,Balance Sheet
Cash and Short Term Invs,347.0,297.0,380.0,588.0,493.0,,Balance Sheet
"Trade Accts Recvble, Gross",,622.0,630.0,619.0,593.0,,Balance Sheet
Prov. for Doubtful Accts,,-40.0,-42.0,-25.0,-25.0,,Balance Sheet
"Total Receivables, Net",599.0,581.0,588.0,594.0,569.0,,Balance Sheet
Invent. - Finished Goods,535.0,529.0,615.0,619.0,615.0,,Balance Sheet
Invent. - Work In Progress,68.0,88.0,94.0,107.0,99.0,,Balance Sheet
Invent. - Raw Materials,353.0,315.0,225.0,237.0,271.0,,Balance Sheet
LIFO Reserve,-205.0,-187.0,-181.0,-178.0,-169.0,,Balance Sheet
Total Inventory,751.0,746.0,753.0,785.0,815.0,,Balance Sheet
Prepaid Expenses,152.0,191.0,280.0,65.0,84.0,,Balance Sheet
Deferred Income Tax,53.0,40.0,46.0,177.0,200.0,,Balance Sheet
Discont. Ops.-Curr. Assets,,,,23.0,2.0,,Balance Sheet
Other Current Assets,0.0,2.0,0.0,184.0,154.0,,Balance Sheet
"Other Curr. Assets, Total",0.0,2.0,0.0,207.0,156.0,,Balance Sheet
Total Current Assets,1849.0,1817.0,2002.0,2239.0,2117.0,,Balance Sheet
Buildings,1085.0,1239.0,1214.0,1211.0,1299.0,,Balance Sheet
Land/Improvements,97.0,104.0,108.0,102.0,106.0,,Balance Sheet
Machinery/Equipment,2887.0,3002.0,2925.0,2988.0,3120.0,,Balance Sheet
Construction in Progress,449.0,231.0,213.0,281.0,210.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,,221.0,,Balance Sheet
Prop./Plant/Equip. - Gross,4517.0,4575.0,4461.0,4582.0,4955.0,,Balance Sheet
Accumulated Depreciation,-2277.0,-2398.0,-2354.0,-2451.0,-2581.0,,Balance Sheet
Prop./Plant/Equip. - Net,2240.0,2177.0,2107.0,2130.0,2374.0,,Balance Sheet
"Goodwill, Net",684.0,812.0,821.0,1801.0,1986.0,,Balance Sheet
Intangibles - Gross,503.0,669.0,562.0,584.0,1625.0,,Balance Sheet
Accum. Intangible Amort.,-55.0,-81.0,-88.0,-110.0,-130.0,,Balance Sheet
Intangibles - Net,447.0,588.0,474.0,1405.0,1495.0,,Balance Sheet
Note Rcvble - Long Term,1.0,1.0,0.0,,,,Balance Sheet
Pension Bene. - Overfunded,0.0,,,,,,Balance Sheet
Def. Inc. Tax - LT Asset,36.0,57.0,3.0,1.0,31.0,,Balance Sheet
Other Long Term Assets,86.0,72.0,147.0,127.0,137.0,,Balance Sheet
Total Assets,5344.0,5524.0,5554.0,7703.0,8140.0,,Balance Sheet
Accounts Payable,474.0,523.0,523.0,502.0,551.0,,Balance Sheet
Accrued Expenses,816.0,750.0,675.0,679.0,699.0,,Balance Sheet
Notes Payable/ST Debt,364.0,632.0,559.0,1198.0,32.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,500.0,0.0,300.0,5.0,703.0,,Balance Sheet
Income Taxes Payable,23.0,3.0,18.0,34.0,20.0,,Balance Sheet
Discontinued Operations,,,,,0.0,,Balance Sheet
Other Current Liabilities,41.0,1.0,1.0,0.0,3.0,,Balance Sheet
"Other Curr. Lblts, Total",64.0,4.0,19.0,34.0,23.0,,Balance Sheet
Total Current Liabilities,2218.0,1909.0,2077.0,2419.0,2009.0,,Balance Sheet
Long Term Debt,1557.0,2347.0,2061.0,3254.0,3455.0,,Balance Sheet
Capital Lease Obligations,,,,,76.0,,Balance Sheet
Total Long Term Debt,1557.0,2347.0,2061.0,3254.0,3531.0,,Balance Sheet
Total Debt,2421.0,2980.0,2920.0,4458.0,4266.0,,Balance Sheet
Minority Interest,49.0,42.0,16.0,9.0,6.0,,Balance Sheet
Pension Benefits - Underfunded,354.0,286.0,255.0,262.0,270.0,,Balance Sheet
Other LT Liabilities,115.0,114.0,184.0,185.0,386.0,,Balance Sheet
"Other Liabilities, Total",469.0,400.0,439.0,446.0,656.0,,Balance Sheet
Total Liabilities,4346.0,4738.0,4638.0,6304.0,6401.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,0.0,0.0,0.0,,Balance Sheet
Common Stock,360.0,360.0,360.0,360.0,222.0,,Balance Sheet
Additional Paid-In Capital,784.0,870.0,925.0,982.0,1142.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),5898.0,6116.0,6371.0,7032.0,1290.0,,Balance Sheet
Treasury Stock - Common,-5672.0,-6184.0,-6427.0,-6619.0,-591.0,,Balance Sheet
Cum. Trans. Adjustment,-101.0,-111.0,-92.0,-97.0,-84.0,,Balance Sheet
Min. Pension Lblty Adj.,-255.0,-207.0,-170.0,-205.0,-189.0,,Balance Sheet
Other Comprehensive Income,-15.0,-58.0,-52.0,-55.0,-51.0,,Balance Sheet
"Other Equity, Total",-371.0,-376.0,-314.0,-357.0,-324.0,,Balance Sheet
Total Equity,998.0,786.0,915.0,1399.0,1739.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,5344.0,5524.0,5554.0,7703.0,8140.0,,Balance Sheet
Shr Outs.-Com. Primary Iss.,156.0,152.0,150.0,149.0,148.0,,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,61.0,61.0,61.0,61.0,61.0,,Balance Sheet
Ttl Comm. Shares Outs.,217.0,212.0,211.0,210.0,209.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,143.0,148.0,149.0,150.0,13.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,7387.0,7440.0,7515.0,7791.0,7986.0,,Income Statement
"Cost of Revenue, Total",3996.0,4213.0,4055.0,4204.0,4364.0,,Income Statement
Selling/Gen/Admin Expense,1341.0,1306.0,1286.0,1334.0,1362.0,,Income Statement
Advertising Expense,562.0,521.0,541.0,480.0,513.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",1903.0,1827.0,1828.0,1814.0,1875.0,,Income Statement
Research & Development,49.0,47.0,46.0,39.0,37.0,,Income Statement
"Inter/Invest Inc, Operating",-1.0,,-4.0,1.0,-7.0,,Income Statement
Restructuring Charge,112.0,94.0,69.0,52.0,9.0,,Income Statement
Impair-Assets Held for Use,281.0,4.0,209.0,58.0,112.0,,Income Statement
Impair-Assets Held for Sale,39.0,43.0,66.0,50.0,50.0,,Income Statement
Other Unusual Expnse (In),37.0,-27.0,,,,,Income Statement
Unusual Expense (Income),470.0,115.0,344.0,160.0,172.0,,Income Statement
Total Operating Expense,6417.0,6202.0,6268.0,6218.0,6441.0,,Income Statement
Total Operating Income,970.0,1238.0,1247.0,1573.0,1545.0,,Income Statement
"Inter Expse, Non-Operating",-94.0,-98.0,-104.0,-152.0,-158.0,,Income Statement
"Inter Capital, Non-Operat",13.0,6.0,4.0,5.0,6.0,,Income Statement
"Inter Expse,Net Non-Operat",-81.0,-92.0,-100.0,-147.0,-152.0,,Income Statement
"Inter Income, Non-Operating",4.0,2.0,2.0,8.0,8.0,,Income Statement
"Invest Income, Non-Operat",0.0,,,,,,Income Statement
"Inter/Invest Inc, Non-Oper",4.0,2.0,2.0,8.0,8.0,,Income Statement
Gain(Loss)on Sale of Assets,10.0,,,,,,Income Statement
"Other, Net",-1.0,-49.0,-38.0,-24.0,-21.0,,Income Statement
Income Before Tax,902.0,1099.0,1111.0,1410.0,1381.0,,Income Statement
Income Tax - Total,389.0,379.0,387.0,247.0,234.0,,Income Statement
Income After Tax,513.0,720.0,724.0,1163.0,1147.0,,Income Statement
Minority Interest,,,26.0,7.0,3.0,,Income Statement
Net Inc Before Extra Items,513.0,720.0,750.0,1170.0,1150.0,,Income Statement
Total Extraordinary Items,,,33.0,8.0,,,Income Statement
Total Net Income,513.0,720.0,783.0,1178.0,1150.0,,Income Statement
Income Available to Common Excl. Extra. Items,513.0,720.0,750.0,1170.0,1150.0,,Income Statement
Income Available to Common Incl. Extra. Items,513.0,720.0,783.0,1178.0,1150.0,,Income Statement
Basic/Primary Weighted Average Shares,219.0,214.0,212.0,210.0,209.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,2.34,3.36,3.54,5.57,5.49,,Income Statement
Basic/Primary EPS Incl. Extra. Items,2.34,3.36,3.69,5.61,5.49,,Income Statement
Dilution Adjustment,,0.0,0.0,0.0,0.0,,Income Statement
Diluted Weighted Average Shares,221.0,215.0,214.0,211.0,211.0,,Income Statement
Diluted EPS Excl. Extra. Items,2.32,3.34,3.51,5.54,5.46,,Income Statement
Diluted EPS Incl. Extra. Items,2.32,3.34,3.66,5.58,5.46,,Income Statement
Div/Share-ComStockPrimIssue,2.24,2.4,2.55,2.76,2.99,,Income Statement
