,2015,2016,2017,2018,2019,2020,Report
high,80.23,62.82,50.32,67.75,49.98,43.37,
low,49.34,35.01,37.79,43.7,25.01,12.27,
change,-0.3547,-0.0278,-0.0178,-0.0441,-0.1094,-0.5611,
Date,,2016-01-30 00:00:00,2017-01-28 00:00:00,2018-02-03 00:00:00,2019-02-02 00:00:00,2020-02-01 00:00:00,Balance Sheet
Cash and Short Term Invs,,595.0,1007.0,1181.0,957.0,853.0,Balance Sheet
"Trade Accts Recvble, Gross",,197.0,,,,,Balance Sheet
Prov. for Doubtful Accts,,-1.0,,,,,Balance Sheet
"Total Receivables, Net",,196.0,199.0,145.0,148.0,179.0,Balance Sheet
Total Inventory,,1945.0,1896.0,2027.0,1978.0,1920.0,Balance Sheet
Prepaid Expenses,,278.0,140.0,150.0,291.0,278.0,Balance Sheet
"Other Curr. Assets, Total",,0.0,,,,,Balance Sheet
Total Current Assets,,3014.0,3242.0,3503.0,3374.0,3230.0,Balance Sheet
Buildings,,3977.0,4243.0,4456.0,4503.0,5142.0,Balance Sheet
Machinery/Equipment,,4267.0,4696.0,5004.0,5324.0,5562.0,Balance Sheet
Construction in Progress,,599.0,554.0,584.0,741.0,470.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,1774.0,Balance Sheet
Prop./Plant/Equip. - Gross,,8843.0,9493.0,10044.0,10568.0,12948.0,Balance Sheet
Accumulated Depreciation,,-5108.0,-5596.0,-6105.0,-6647.0,-6995.0,Balance Sheet
Prop./Plant/Equip. - Net,,3735.0,3897.0,3939.0,3921.0,5953.0,Balance Sheet
"Goodwill, Net",,435.0,238.0,238.0,249.0,249.0,Balance Sheet
Other Long Term Assets,,514.0,481.0,435.0,342.0,305.0,Balance Sheet
Total Assets,,7698.0,7858.0,8115.0,7886.0,9737.0,Balance Sheet
Accounts Payable,,1324.0,1340.0,1409.0,1469.0,1576.0,Balance Sheet
Accrued Expenses,,416.0,455.0,578.0,580.0,754.0,Balance Sheet
Notes Payable/ST Debt,,0.0,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,10.0,11.0,56.0,8.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,1161.0,1223.0,1246.0,1324.0,1190.0,Balance Sheet
Total Current Liabilities,,2911.0,3029.0,3289.0,3381.0,3520.0,Balance Sheet
Total Long Term Debt,,2795.0,2763.0,2681.0,2677.0,2676.0,Balance Sheet
Total Debt,,2805.0,2774.0,2737.0,2685.0,2676.0,Balance Sheet
"Other Liabilities, Total",,1121.0,1196.0,1168.0,955.0,2562.0,Balance Sheet
Total Liabilities,,6827.0,6988.0,7138.0,7013.0,8758.0,Balance Sheet
Common Stock,,2539.0,2707.0,2816.0,3048.0,3129.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,-1610.0,-1794.0,-1810.0,-2138.0,-2082.0,Balance Sheet
"Other Equity, Total",,-58.0,-43.0,-29.0,-37.0,-68.0,Balance Sheet
Total Equity,,871.0,870.0,977.0,873.0,979.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,7698.0,7858.0,8115.0,7886.0,9737.0,Balance Sheet
Ttl Comm. Shares Outs.,,174.0,170.0,167.0,158.0,156.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,0.0,0.0,0.0,0.0,0.0,Balance Sheet
Date,,2016-01-30 00:00:00,2017-01-28 00:00:00,2018-02-03 00:00:00,2019-02-02 00:00:00,2020-02-01 00:00:00,Income Statement
Total Revenue,,14437.0,14757.0,15478.0,15860.0,15524.0,Income Statement
"Cost of Revenue, Total",,9168.0,9440.0,9890.0,10155.0,9932.0,Income Statement
Selling/Gen/Admin Expense,,4118.0,4249.0,4610.0,4806.0,4759.0,Income Statement
Labor & Related Expense,,50.0,66.0,52.0,62.0,49.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,4168.0,4315.0,4662.0,4868.0,4808.0,Income Statement
"Inter/Invest Inc, Operating",,0.0,,,,,Income Statement
Impair-Assets Held for Use,,,197.0,0.0,0.0,,Income Statement
Unusual Expense (Income),,,197.0,0.0,0.0,,Income Statement
Total Operating Expense,,13336.0,13952.0,14552.0,15023.0,14740.0,Income Statement
Total Operating Income,,1101.0,805.0,926.0,837.0,784.0,Income Statement
"Inter Expse, Non-Operating",,-153.0,-147.0,-168.0,-146.0,-151.0,Income Statement
"Inter Capital, Non-Operat",,28.0,25.0,27.0,27.0,39.0,Income Statement
"Inter Expse,Net Non-Operat",,-125.0,-122.0,-141.0,-119.0,-112.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,1.0,5.0,15.0,10.0,Income Statement
Income Before Tax,,976.0,684.0,790.0,733.0,682.0,Income Statement
Income Tax - Total,,376.0,330.0,311.0,174.0,186.0,Income Statement
Income After Tax,,600.0,354.0,479.0,559.0,496.0,Income Statement
Net Inc Before Extra Items,,600.0,354.0,479.0,559.0,496.0,Income Statement
Total Extraordinary Items,,,,-42.0,5.0,,Income Statement
Total Net Income,,600.0,354.0,437.0,564.0,496.0,Income Statement
Income Available to Common Excl. Extra. Items,,600.0,354.0,479.0,559.0,496.0,Income Statement
Income Available to Common Incl. Extra. Items,,600.0,354.0,437.0,564.0,496.0,Income Statement
