,2015,2016,2017,2018,2019,2020,Report
high,21.93,27.88,31.83,34.67,31.64,31.02,
low,18.15,13.84,23.2,22.12,23.11,11.1,
change,-0.002,0.38450000000000006,0.1101,-0.24559999999999998,0.32670000000000005,-0.4153,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Due from Banks,2540.0,2392.0,2514.0,2681.0,3278.0,,Balance Sheet
Trading Account Assets,386.0,410.0,492.0,287.0,297.0,,Balance Sheet
Other Short Trm Invest.,2671.0,3811.0,3576.0,2939.0,3623.0,,Balance Sheet
Securities Held,70.0,26.0,24.0,18.0,17.0,,Balance Sheet
Securities for Sale,29044.0,31183.0,32190.0,33282.0,36592.0,,Balance Sheet
Total Invest. Securities,29114.0,31209.0,32214.0,33300.0,36609.0,,Balance Sheet
Loans Held for Sale,903.0,751.0,492.0,607.0,1400.0,,Balance Sheet
"Other Erng. Assets, Total",33074.0,36181.0,36774.0,37133.0,41929.0,,Balance Sheet
Total Gross Loans,92582.0,92098.0,91970.0,95265.0,109558.0,,Balance Sheet
Loan Loss Allowances,-1272.0,-1253.0,-1196.0,-1103.0,-1202.0,,Balance Sheet
Net Loans,91310.0,90845.0,90774.0,94162.0,108356.0,,Balance Sheet
Buildings,1755.0,1672.0,1679.0,1547.0,1575.0,,Balance Sheet
Land/Improvements,685.0,663.0,644.0,586.0,639.0,,Balance Sheet
Machinery/Equipment,1696.0,1761.0,1876.0,1987.0,2126.0,,Balance Sheet
Construction in Progress,85.0,99.0,93.0,81.0,85.0,,Balance Sheet
Other Prop./Plant/Equip.,484.0,437.0,426.0,445.0,932.0,,Balance Sheet
Prop./Plant/Equip. - Gross,4705.0,4632.0,4718.0,4646.0,5357.0,,Balance Sheet
Accumulated Depreciation,-2466.0,-2567.0,-2715.0,-2785.0,-2889.0,,Balance Sheet
