,2015,2016,2017,2018,2019,2020,Report
high,97.62,102.79,95.16,110.86,154.0,170.64,
low,82.3,75.71,78.22,91.84,96.44,119.6,
change,0.10779999999999999,-0.1452,0.1833,0.1067,0.5097,0.048499999999999995,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,791.0,964.0,630.0,788.0,19912.0,,Balance Sheet
"Trade Accts Recvble, Gross",3073.0,3289.0,3638.0,3610.0,3295.0,,Balance Sheet
Prov. for Doubtful Accts,-88.0,-102.0,-116.0,-120.0,-104.0,,Balance Sheet
"Total Receivables, Net",2985.0,3186.0,3522.0,3572.0,3268.0,,Balance Sheet
Invent. - Finished Goods,855.0,884.0,983.0,1031.0,834.0,,Balance Sheet
Invent. - Work In Progress,243.0,299.0,310.0,314.0,285.0,,Balance Sheet
Invent. - Raw Materials,476.0,526.0,549.0,565.0,510.0,,Balance Sheet
Total Inventory,1573.0,1709.0,1841.0,1910.0,1628.0,,Balance Sheet
Prepaid Expenses,890.0,806.0,857.0,824.0,788.0,,Balance Sheet
"Other Curr. Assets, Total",1598.0,0.0,,,0.0,,Balance Sheet
Total Current Assets,7837.0,6665.0,6850.0,7094.0,25597.0,,Balance Sheet
Buildings,890.0,881.0,1010.0,1048.0,954.0,,Balance Sheet
Land/Improvements,122.0,151.0,156.0,177.0,150.0,,Balance Sheet
Machinery/Equipment,1690.0,1954.0,2240.0,2482.0,2194.0,,Balance Sheet
Other Prop./Plant/Equip.,1288.0,1332.0,1569.0,1633.0,2530.0,,Balance Sheet
Prop./Plant/Equip. - Gross,3990.0,4317.0,4974.0,5340.0,5827.0,,Balance Sheet
Accumulated Depreciation,-1687.0,-1963.0,-2519.0,-2828.0,-2761.0,,Balance Sheet
Prop./Plant/Equip. - Net,2303.0,2354.0,2455.0,2511.0,3066.0,,Balance Sheet
"Goodwill, Net",21015.0,23827.0,25139.0,25906.0,22713.0,,Balance Sheet
Intangibles - Gross,12234.0,14064.0,14668.0,15308.0,13296.0,,Balance Sheet
Accum. Intangible Amort.,-1689.0,-2246.0,-3001.0,-3635.0,-3546.0,,Balance Sheet
Intangibles - Net,10545.0,11818.0,11667.0,11673.0,9750.0,,Balance Sheet
Long Term Investments,,,45.0,38.0,34.0,,Balance Sheet
Note Rcvble - Long Term,,,,114.0,82.0,,Balance Sheet
Other Long Term Assets,845.0,631.0,493.0,496.0,841.0,,Balance Sheet
Total Assets,48222.0,45295.0,46649.0,47833.0,62082.0,,Balance Sheet
Accounts Payable,1392.0,1485.0,1510.0,1713.0,1514.0,,Balance Sheet
Accrued Expenses,775.0,914.0,961.0,1027.0,1089.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,845.0,2595.0,195.0,52.0,212.0,,Balance Sheet
Customer Advances,457.0,540.0,666.0,1484.0,1494.0,,Balance Sheet
Income Taxes Payable,381.0,294.0,386.0,292.0,245.0,,Balance Sheet
Discontinued Operations,1324.0,0.0,,,0.0,,Balance Sheet
Other Current Liabilities,996.0,1046.0,1074.0,274.0,378.0,,Balance Sheet
"Other Curr. Lblts, Total",3158.0,1880.0,2127.0,2050.0,2116.0,,Balance Sheet
Total Current Liabilities,6170.0,6874.0,4792.0,4842.0,4932.0,,Balance Sheet
Long Term Debt,12025.0,9659.0,10314.0,9674.0,21504.0,,Balance Sheet
Capital Lease Obligations,,15.0,14.0,14.0,13.0,,Balance Sheet
Total Long Term Debt,12025.0,9674.0,10327.0,9689.0,21517.0,,Balance Sheet
Total Debt,12870.0,12269.0,10522.0,9740.0,21729.0,,Balance Sheet
Minority Interest,74.0,74.0,10.0,12.0,11.0,,Balance Sheet
Reserves,2.0,2.0,2.0,2.0,2.0,,Balance Sheet
Pension Benefits - Underfunded,1226.0,1223.0,1052.0,962.0,898.0,,Balance Sheet
Other LT Liabilities,4522.0,4445.0,4107.0,4112.0,4451.0,,Balance Sheet
Discont. Ops. - Lblts,513.0,0.0,,,0.0,,Balance Sheet
"Other Liabilities, Total",6263.0,5670.0,5161.0,5076.0,5351.0,,Balance Sheet
Total Liabilities,24532.0,22293.0,20290.0,19618.0,31811.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,1600.0,,Balance Sheet
Common Stock,8.0,8.0,8.0,8.0,8.0,,Balance Sheet
Additional Paid-In Capital,4981.0,5313.0,5538.0,5834.0,7565.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),21012.0,20704.0,22806.0,25163.0,24166.0,,Balance Sheet
Unrealized Gain (Loss),134.0,19.0,-1.0,-2.0,-1.0,,Balance Sheet
Cum. Trans. Adjustment,-1797.0,-2398.0,-1422.0,-2098.0,-2173.0,,Balance Sheet
Min. Pension Lblty Adj.,-647.0,-642.0,-571.0,-691.0,-782.0,,Balance Sheet
Other Comprehensive Income,,,,,-113.0,,Balance Sheet
"Other Equity, Total",-2445.0,-3040.0,-1993.0,-2789.0,-3068.0,,Balance Sheet
Total Equity,23690.0,23003.0,26358.0,28214.0,30271.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,48222.0,45295.0,46649.0,47833.0,62082.0,,Balance Sheet
Ttl Comm. Shares Outs.,687.0,692.0,697.0,702.0,696.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,115.0,116.0,116.0,116.0,140.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,14434.0,16882.0,15519.0,17049.0,17911.0,,Income Statement
"Cost of Revenue, Total",6631.0,7522.0,6948.0,7543.0,7927.0,,Income Statement
Selling/Gen/Admin Expense,4578.0,5368.0,4916.0,5253.0,5430.0,,Income Statement
Labor & Related Expense,104.0,130.0,127.0,138.0,159.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",4682.0,5497.0,5043.0,5391.0,5588.0,,Income Statement
Research & Development,861.0,975.0,956.0,1059.0,1126.0,,Income Statement
Restructuring Charge,98.0,152.0,,,,,Income Statement
Other Unusual Expnse (In),0.0,179.0,0.0,0.0,7.0,,Income Statement
Unusual Expense (Income),98.0,331.0,0.0,0.0,7.0,,Income Statement
Total Operating Expense,12272.0,14326.0,12947.0,13993.0,14648.0,,Income Statement
Total Operating Income,2162.0,2556.0,2572.0,3055.0,3263.0,,Income Statement
"Inter Expse,Net Non-Operat",-140.0,-184.0,-140.0,-137.0,-109.0,,Income Statement
"Inter Income, Non-Operating",5.0,0.0,8.0,9.0,139.0,,Income Statement
"Invest Income, Non-Operat",12.0,223.0,,,,,Income Statement
