,2015,2016,2017,2018,2019,2020,Report
high,60.75,60.0,96.02,98.7,101.95,108.77,
low,32.58,32.24,56.42,69.36,70.62,56.77,
change,-0.341,0.49590000000000006,0.654,-0.22460000000000002,0.37229999999999996,-0.06860000000000001,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,79.0,64.0,283.0,134.0,339.0,,Balance Sheet
"Trade Accts Recvble, Gross",1865.0,1710.0,2082.0,2166.0,2258.0,,Balance Sheet
Prov. for Doubtful Accts,-14.0,-18.0,-39.0,-22.0,-26.0,,Balance Sheet
"Total Receivables, Net",1851.0,1693.0,2044.0,2144.0,2231.0,,Balance Sheet
Invent. - Finished Goods,350.0,220.0,354.0,430.0,372.0,,Balance Sheet
Invent. - Work In Progress,275.0,219.0,542.0,519.0,559.0,,Balance Sheet
Invent. - Raw Materials,336.0,167.0,224.0,207.0,217.0,,Balance Sheet
LIFO Reserve,-161.0,-127.0,-128.0,-131.0,-132.0,,Balance Sheet
Total Inventory,800.0,479.0,993.0,1026.0,1017.0,,Balance Sheet
Prepaid Expenses,242.0,232.0,326.0,433.0,488.0,,Balance Sheet
Deferred Income Tax,173.0,130.0,173.0,331.0,333.0,,Balance Sheet
Discont. Ops.-Curr. Assets,0.0,382.0,7.0,294.0,0.0,,Balance Sheet
Other Current Assets,0.0,,,,,,Balance Sheet
"Other Curr. Assets, Total",0.0,382.0,7.0,294.0,0.0,,Balance Sheet
Total Current Assets,2972.0,2849.0,3653.0,4030.0,4075.0,,Balance Sheet
Buildings,320.0,,463.0,386.0,368.0,,Balance Sheet
Land/Improvements,102.0,,167.0,99.0,94.0,,Balance Sheet
Machinery/Equipment,1172.0,,753.0,509.0,582.0,,Balance Sheet
Construction in Progress,190.0,,79.0,50.0,65.0,,Balance Sheet
Other Prop./Plant/Equip.,,922.0,,,165.0,,Balance Sheet
Prop./Plant/Equip. - Gross,1785.0,922.0,1461.0,1045.0,1274.0,,Balance Sheet
Accumulated Depreciation,-768.0,-384.0,-436.0,-288.0,-351.0,,Balance Sheet
Prop./Plant/Equip. - Net,1016.0,538.0,1025.0,757.0,923.0,,Balance Sheet
"Goodwill, Net",776.0,499.0,1199.0,1468.0,1468.0,,Balance Sheet
Intangibles - Gross,913.0,801.0,2743.0,2873.0,2858.0,,Balance Sheet
Accum. Intangible Amort.,-76.0,-81.0,-111.0,-169.0,-229.0,,Balance Sheet
Intangibles - Net,837.0,720.0,2632.0,2703.0,2629.0,,Balance Sheet
Long Term Investments,3.0,1.0,1.0,1.0,1.0,,Balance Sheet
Deferred Charges,25.0,,30.0,18.0,20.0,,Balance Sheet
Pension Bene. - Overfunded,0.0,,,,,,Balance Sheet
Def. Inc. Tax - LT Asset,287.0,242.0,253.0,273.0,257.0,,Balance Sheet
Disct. Ops. - LT Asset,0.0,829.0,0.0,359.0,0.0,,Balance Sheet
Other Long Term Assets,410.0,461.0,414.0,366.0,500.0,,Balance Sheet
Total Assets,6326.0,6139.0,9206.0,9974.0,9873.0,,Balance Sheet
Accounts Payable,404.0,317.0,714.0,796.0,900.0,,Balance Sheet
Accrued Expenses,563.0,612.0,744.0,889.0,900.0,,Balance Sheet
Notes Payable/ST Debt,0.0,92.0,91.0,162.0,145.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,113.0,2.0,101.0,386.0,83.0,,Balance Sheet
Dividends Payable,22.0,,22.0,53.0,57.0,,Balance Sheet
Customer Advances,250.0,240.0,381.0,458.0,493.0,,Balance Sheet
Income Taxes Payable,20.0,11.0,99.0,85.0,62.0,,Balance Sheet
Discontinued Operations,0.0,59.0,1.0,97.0,0.0,,Balance Sheet
Other Current Liabilities,82.0,105.0,56.0,67.0,85.0,,Balance Sheet
"Other Curr. Lblts, Total",374.0,414.0,559.0,761.0,697.0,,Balance Sheet
Total Current Liabilities,1453.0,1438.0,2209.0,2993.0,2724.0,,Balance Sheet
Total Long Term Debt,2036.0,1799.0,2993.0,2145.0,3031.0,,Balance Sheet
Total Debt,2149.0,1893.0,3186.0,2693.0,3259.0,,Balance Sheet
Minority Interest,43.0,35.0,25.0,89.0,29.0,,Balance Sheet
Pension Benefits - Underfunded,194.0,137.0,59.0,47.0,44.0,,Balance Sheet
