,2015,2016,2017,2018,2019,2020,Report
high,64.93,67.03,67.47,65.05,58.66,56.42,
low,54.0,48.41,57.85,36.16,38.67,16.07,
change,0.0385,0.0767,-0.0966,-0.3432,0.3195,-0.4646,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash,1629.0,1868.0,2362.0,2873.0,2856.0,,Balance Sheet
Prop./Plant/Equip. - Net,,,,,648.0,,Balance Sheet
Long Term Investments,338354.0,328175.0,322292.0,314209.0,337615.0,,Balance Sheet
Insurance Receivables,11451.0,10465.0,10248.0,11011.0,10274.0,,Balance Sheet
Def. Inc. Tax - LT Asset,20394.0,21332.0,14033.0,15221.0,13146.0,,Balance Sheet
Disct. Ops. - LT Asset,,7199.0,0.0,,,,Balance Sheet
Restricted Cash - LT,170.0,193.0,317.0,343.0,243.0,,Balance Sheet
Def. Policy Acq. Costs,11115.0,11042.0,10994.0,12694.0,11207.0,,Balance Sheet
Accrued Investment Income,2623.0,2495.0,2356.0,2389.0,2334.0,,Balance Sheet
Reinsurance - Asset,20413.0,21901.0,33024.0,38172.0,37977.0,,Balance Sheet
Separate Accounts - Assets,79574.0,82972.0,92798.0,81847.0,93272.0,,Balance Sheet
Other Assets,11119.0,10622.0,9877.0,13225.0,15492.0,,Balance Sheet
"Other Assets, Total",113729.0,117990.0,138055.0,135633.0,149075.0,,Balance Sheet
Total Assets,496842.0,498264.0,498301.0,491984.0,525064.0,,Balance Sheet
Accrued Expenses,,,,,733.0,,Balance Sheet
Insurance Reserves,118527.0,119281.0,123825.0,128574.0,128840.0,,Balance Sheet
Unearned Prem. Or Rev.,21318.0,19634.0,19030.0,19248.0,18269.0,,Balance Sheet
Sep. Accounts - Liability,79574.0,82972.0,92798.0,81847.0,93272.0,,Balance Sheet
Other Policyholders’ Funds,131800.0,136205.0,139250.0,145830.0,155297.0,,Balance Sheet
Policy Liabilities,351219.0,358092.0,374903.0,375499.0,395678.0,,Balance Sheet
