,2015,2016,2017,2018,2019,2020,Report
high,111.18,126.72,170.9,176.62,169.54,173.67,
low,91.19,88.72,114.86,106.41,115.02,70.0,
change,0.0334,0.0929,0.46740000000000004,-0.2978,0.4094,-0.2981,
Date,,2016-12-31 00:00:00,2017-12-30 00:00:00,2018-12-29 00:00:00,2019-12-28 00:00:00,,Balance Sheet
Cash and Short Term Invs,,1132.0,638.0,289.0,298.0,,Balance Sheet
"Trade Accts Recvble, Gross",,1137.0,1388.0,1437.0,1284.0,,Balance Sheet
Prov. for Doubtful Accts,,-78.0,-80.0,-102.0,-112.0,,Balance Sheet
"Trade Accts Recvble, Net",,1060.0,1308.0,1335.0,1172.0,,Balance Sheet
Notes Recvble - Short Term,,140.0,159.0,150.0,157.0,,Balance Sheet
Other Receivables,,103.0,162.0,123.0,126.0,,Balance Sheet
"Total Receivables, Net",,1303.0,1629.0,1608.0,1455.0,,Balance Sheet
Invent. - Finished Goods,,1044.0,1461.0,1707.0,1526.0,,Balance Sheet
Invent. - Work In Progress,,133.0,156.0,151.0,162.0,,Balance Sheet
Invent. - Raw Materials,,301.0,402.0,515.0,567.0,,Balance Sheet
Total Inventory,,1478.0,2018.0,2374.0,2255.0,,Balance Sheet
Prepaid Expenses,,193.0,235.0,241.0,395.0,,Balance Sheet
Restricted Cash - Current,,,,,17.0,,Balance Sheet
Discont. Ops.-Curr. Assets,,523.0,,,,,Balance Sheet
Other Current Assets,,159.0,40.0,59.0,37.0,,Balance Sheet
"Other Curr. Assets, Total",,683.0,40.0,59.0,54.0,,Balance Sheet
Total Current Assets,,4789.0,4559.0,4569.0,4457.0,,Balance Sheet
Buildings,,634.0,752.0,783.0,802.0,,Balance Sheet
Land/Improvements,,144.0,164.0,168.0,165.0,,Balance Sheet
Machinery/Equipment,,2382.0,2744.0,3019.0,3324.0,,Balance Sheet
Prop./Plant/Equip. - Gross,,3160.0,3660.0,3970.0,4291.0,,Balance Sheet
Accumulated Depreciation,,-1709.0,-1917.0,-2055.0,-2331.0,,Balance Sheet
Prop./Plant/Equip. - Net,,1451.0,1743.0,1915.0,1960.0,,Balance Sheet
"Goodwill, Net",,6694.0,8776.0,8957.0,9238.0,,Balance Sheet
Intangibles - Gross,,3379.0,4774.0,4869.0,5354.0,,Balance Sheet
Accum. Intangible Amort.,,-1079.0,-1266.0,-1385.0,-1732.0,,Balance Sheet
Intangibles - Net,,2300.0,3507.0,3484.0,3622.0,,Balance Sheet
Other Long Term Assets,,402.0,513.0,482.0,1321.0,,Balance Sheet
Total Assets,,15635.0,19098.0,19408.0,20597.0,,Balance Sheet
Accounts Payable,,1640.0,2021.0,2233.0,2088.0,,Balance Sheet
Accrued Expenses,,802.0,944.0,980.0,1580.0,,Balance Sheet
Notes Payable/ST Debt,,4.0,5.0,376.0,2.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,8.0,978.0,3.0,3.0,,Balance Sheet
Customer Advances,,82.0,96.0,99.0,109.0,,Balance Sheet
Income Taxes Payable,,118.0,142.0,68.0,244.0,,Balance Sheet
Discontinued Operations,,54.0,,,,,Balance Sheet
Other Current Liabilities,,100.0,206.0,244.0,380.0,,Balance Sheet
"Other Curr. Lblts, Total",,353.0,444.0,410.0,733.0,,Balance Sheet
Total Current Liabilities,,2808.0,4392.0,4002.0,4406.0,,Balance Sheet
Total Long Term Debt,,3815.0,2828.0,3820.0,3176.0,,Balance Sheet
Total Debt,,3827.0,3811.0,4198.0,3181.0,,Balance Sheet
Deferred Income Tax,,735.0,436.0,705.0,731.0,,Balance Sheet
Minority Interest,,7.0,3.0,4.0,6.0,,Balance Sheet
Pension Benefits - Underfunded,,644.0,630.0,595.0,609.0,,Balance Sheet
Other LT Liabilities,,1259.0,2507.0,2446.0,2532.0,,Balance Sheet
"Other Liabilities, Total",,1903.0,3137.0,3041.0,3141.0,,Balance Sheet
Total Liabilities,,9268.0,10796.0,11572.0,11460.0,,Balance Sheet
Redeemable Preferred Stock,,,750.0,750.0,1500.0,,Balance Sheet
Common Stock,,442.0,442.0,442.0,442.0,,Balance Sheet
Additional Paid-In Capital,,4774.0,4643.0,4621.0,4493.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),,5127.0,5999.0,6219.0,6773.0,,Balance Sheet
Treasury Stock - Common,,-2030.0,-1924.0,-2371.0,-2185.0,,Balance Sheet
ESOP Debt Guarantee,,-26.0,-19.0,-11.0,-2.0,,Balance Sheet
Cum. Trans. Adjustment,,-1586.0,-1108.0,-1481.0,-1517.0,,Balance Sheet
Min. Pension Lblty Adj.,,-377.0,-372.0,-370.0,-411.0,,Balance Sheet
Other Comprehensive Income,,42.0,-109.0,37.0,43.0,,Balance Sheet
"Other Equity, Total",,-1921.0,-1589.0,-1814.0,-1885.0,,Balance Sheet
Total Equity,,6367.0,8302.0,7836.0,9136.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,,15635.0,19098.0,19408.0,20597.0,,Balance Sheet
Ttl Comm. Shares Outs.,,153.0,154.0,151.0,154.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,24.0,23.0,26.0,23.0,,Balance Sheet
Date,,2016-12-31 00:00:00,2017-12-30 00:00:00,2018-12-29 00:00:00,2019-12-28 00:00:00,,Income Statement
Total Revenue,,11594.0,12967.0,13982.0,14442.0,,Income Statement
"Cost of Revenue, Total",,7326.0,8141.0,9065.0,9597.0,,Income Statement
Selling/Gen/Admin Expense,,2304.0,2586.0,2637.0,2550.0,,Income Statement
Advertising Expense,,124.0,123.0,101.0,97.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",,2428.0,2709.0,2738.0,2647.0,,Income Statement
Research & Development,,204.0,252.0,276.0,255.0,,Income Statement
Restructuring Charge,,49.0,52.0,159.0,154.0,,Income Statement
Other Unusual Expnse (In),,0.0,-104.0,334.0,210.0,,Income Statement
Unusual Expense (Income),,49.0,-53.0,493.0,364.0,,Income Statement
"Other Operat Expse, Total",,165.0,258.0,196.0,215.0,,Income Statement
Total Operating Expense,,10172.0,11308.0,12768.0,13078.0,,Income Statement
Total Operating Income,,1422.0,1659.0,1214.0,1365.0,,Income Statement
"Inter Expse,Net Non-Operat",,-195.0,-223.0,-278.0,-284.0,,Income Statement
"Inter Income, Non-Operating",,23.0,40.0,69.0,54.0,,Income Statement
"Invest Income, Non-Operat",,-21.0,52.0,17.0,-4.0,,Income Statement
"Inter/Invest Inc, Non-Oper",,2.0,92.0,86.0,50.0,,Income Statement
Income Before Tax,,1229.0,1528.0,1022.0,1130.0,,Income Statement
Income Tax - Total,,262.0,277.0,217.0,161.0,,Income Statement
Income After Tax,,968.0,1251.0,805.0,969.0,,Income Statement
Minority Interest,,0.0,0.0,-1.0,-2.0,,Income Statement
Equity In Affiliates,,,,,-11.0,,Income Statement
Net Inc Before Extra Items,,968.0,1251.0,805.0,956.0,,Income Statement
Discontinued Operations,,,,,,,Income Statement
Extraordinary Item,,,-24.0,-200.0,,,Income Statement
Tax on Extraordinary Items,,,,,,,Income Statement
