,2015,2016,2017,2018,2019,2020,Report
high,42.93,48.63,70.93,75.12,85.68,90.64,
low,33.12,34.15,45.74,60.42,62.0,61.13,
change,-0.013700000000000002,0.10960000000000002,0.4581,0.0006,0.2829,-0.0721,
Date,2015-10-31 00:00:00,2016-10-31 00:00:00,2017-10-31 00:00:00,2018-10-31 00:00:00,2019-10-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,2003.0,2289.0,2678.0,2247.0,1382.0,,Balance Sheet
"Total Receivables, Net",606.0,631.0,724.0,776.0,930.0,,Balance Sheet
Invent. - Finished Goods,362.0,339.0,363.0,386.0,416.0,,Balance Sheet
Invent. - Raw Materials,179.0,194.0,212.0,252.0,263.0,,Balance Sheet
Total Inventory,541.0,533.0,575.0,638.0,679.0,,Balance Sheet
Restricted Cash - Current,242.0,,,,,,Balance Sheet
Discont. Ops.-Curr. Assets,0.0,,,,,,Balance Sheet
Other Current Assets,294.0,182.0,192.0,187.0,198.0,,Balance Sheet
"Other Curr. Assets, Total",536.0,182.0,192.0,187.0,198.0,,Balance Sheet
Total Current Assets,3686.0,3635.0,4169.0,3848.0,3189.0,,Balance Sheet
Buildings,705.0,757.0,886.0,952.0,1012.0,,Balance Sheet
Land/Improvements,53.0,53.0,56.0,55.0,57.0,,Balance Sheet
Machinery/Equipment,569.0,596.0,658.0,653.0,706.0,,Balance Sheet
Prop./Plant/Equip. - Gross,1327.0,1406.0,1600.0,1660.0,1775.0,,Balance Sheet
Accumulated Depreciation,-723.0,-767.0,-843.0,-838.0,-925.0,,Balance Sheet
Prop./Plant/Equip. - Net,604.0,639.0,757.0,822.0,850.0,,Balance Sheet
"Goodwill, Net",2366.0,2517.0,2607.0,2973.0,3593.0,,Balance Sheet
Intangibles - Gross,1139.0,1261.0,1192.0,1344.0,2086.0,,Balance Sheet
Accum. Intangible Amort.,-694.0,-845.0,-831.0,-853.0,-979.0,,Balance Sheet
Intangibles - Net,445.0,416.0,361.0,491.0,1107.0,,Balance Sheet
LT Invt. - Affiliate Comp.,28.0,,,,,,Balance Sheet
LT Investments - Other,58.0,135.0,138.0,68.0,102.0,,Balance Sheet
Long Term Investments,86.0,135.0,138.0,68.0,102.0,,Balance Sheet
Disct. Ops. - LT Asset,0.0,,,,,,Balance Sheet
Restricted Cash - LT,,,,,6.0,,Balance Sheet
Other Long Term Assets,292.0,452.0,394.0,339.0,605.0,,Balance Sheet
Total Assets,7479.0,7794.0,8426.0,8541.0,9452.0,,Balance Sheet
Accounts Payable,279.0,257.0,305.0,340.0,354.0,,Balance Sheet
Accrued Expenses,434.0,411.0,451.0,502.0,768.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,110.0,0.0,615.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,0.0,100.0,0.0,1.0,,Balance Sheet
Customer Advances,258.0,269.0,291.0,324.0,336.0,,Balance Sheet
Discontinued Operations,0.0,,,,,,Balance Sheet
Other Current Liabilities,5.0,8.0,6.0,5.0,6.0,,Balance Sheet
"Other Curr. Lblts, Total",263.0,277.0,297.0,329.0,342.0,,Balance Sheet
Total Current Liabilities,976.0,945.0,1263.0,1171.0,2080.0,,Balance Sheet
Total Long Term Debt,1655.0,1904.0,1801.0,1799.0,1791.0,,Balance Sheet
Total Debt,1655.0,1904.0,2011.0,1799.0,2407.0,,Balance Sheet
Minority Interest,3.0,3.0,4.0,4.0,0.0,,Balance Sheet
Pension Benefits - Underfunded,264.0,360.0,234.0,239.0,360.0,,Balance Sheet
Other LT Liabilities,414.0,339.0,293.0,761.0,473.0,,Balance Sheet
Discont. Ops. - Lblts,0.0,,,,,,Balance Sheet
