,2015,2016,2017,2018,2019,2020,Report
high,130.69,119.32,173.62,183.9,169.74,180.85,
low,95.52,76.0,110.56,95.69,102.79,80.01,
change,-0.1565,0.0674,0.49810000000000004,-0.3884,0.6104,-0.2503,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash,502.0,168.0,136.0,166.0,118.0,,Balance Sheet
Cash & Equivalents,2357.0,2318.0,2484.0,2931.0,3709.0,,Balance Sheet
Cash and Short Term Invs,2859.0,2486.0,2620.0,3097.0,3827.0,,Balance Sheet
"Trade Accts Recvble, Gross",177.0,,,,,,Balance Sheet
Prov. for Doubtful Accts,-70.0,,,,,,Balance Sheet
"Total Receivables, Net",5274.0,5310.0,5787.0,6185.0,7210.0,,Balance Sheet
Total Current Assets,,,,,,,Balance Sheet
Other Prop./Plant/Equip.,,2407.0,2526.0,2635.0,2410.0,,Balance Sheet
Prop./Plant/Equip. - Gross,,2407.0,2526.0,2635.0,2410.0,,Balance Sheet
Accumulated Depreciation,,-1800.0,-1900.0,-2000.0,-1800.0,,Balance Sheet
Prop./Plant/Equip. - Net,,607.0,626.0,635.0,877.0,,Balance Sheet
"Goodwill, Net",,1104.0,1175.0,1158.0,1167.0,,Balance Sheet
Intangibles - Gross,,498.0,572.0,567.0,608.0,,Balance Sheet
Accum. Intangible Amort.,,-390.0,-434.0,-451.0,-495.0,,Balance Sheet
Intangibles - Net,,108.0,138.0,116.0,113.0,,Balance Sheet
Long Term Investments,40714.0,38088.0,38056.0,37531.0,39521.0,,Balance Sheet
Deferred Charges,2725.0,2648.0,2676.0,2776.0,2698.0,,Balance Sheet
Restricted Cash - LT,2949.0,3331.0,3147.0,2910.0,2386.0,,Balance Sheet
Other Assets,90798.0,86139.0,93255.0,82808.0,94029.0,,Balance Sheet
"Other Assets, Total",90798.0,86139.0,93255.0,82808.0,94029.0,,Balance Sheet
Total Assets,145319.0,139821.0,147480.0,137216.0,151828.0,,Balance Sheet
Payable/Accrued,1606.0,1727.0,1975.0,1862.0,1884.0,,Balance Sheet
Accrued Expenses,,,,,243.0,,Balance Sheet
Notes Payable/ST Debt,8834.0,10236.0,10503.0,11746.0,14631.0,,Balance Sheet
Total Current Liabilities,,,,,,,Balance Sheet
Long Term Debt,10223.0,5236.0,5059.0,4585.0,4668.0,,Balance Sheet
Capital Lease Obligations,,,38.0,25.0,57.0,,Balance Sheet
Total Long Term Debt,10223.0,5236.0,5097.0,4610.0,4725.0,,Balance Sheet
Total Debt,19057.0,15472.0,15600.0,16356.0,19356.0,,Balance Sheet
Minority Interest,1188.0,0.0,,0.0,,,Balance Sheet
"Other Liabilities, Total",116251.0,116330.0,123910.0,113410.0,124616.0,,Balance Sheet
Total Liabilities,138102.0,133529.0,141485.0,131628.0,146099.0,,Balance Sheet
Common Stock,3.0,3.0,3.0,3.0,3.0,,Balance Sheet
Additional Paid-In Capital,7611.0,7765.0,8085.0,8260.0,8461.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),9688.0,10351.0,11326.0,12909.0,14279.0,,Balance Sheet
Treasury Stock - Common,-10338.0,-12027.0,-13648.0,-15293.0,-17276.0,,Balance Sheet
Unrealized Gain (Loss),,479.0,486.0,20.0,576.0,,Balance Sheet
Cum. Trans. Adjustment,,-159.0,-167.0,-198.0,-181.0,,Balance Sheet
Min. Pension Lblty Adj.,,-125.0,-97.0,-120.0,-138.0,,Balance Sheet
Other Comprehensive Income,253.0,5.0,7.0,7.0,5.0,,Balance Sheet
"Other Equity, Total",253.0,-279.0,-257.0,-311.0,-314.0,,Balance Sheet
Total Equity,7217.0,6292.0,5995.0,5588.0,5729.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,145319.0,139821.0,147480.0,137216.0,151828.0,,Balance Sheet
Ttl Comm. Shares Outs.,171.0,155.0,147.0,136.0,124.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,152.0,169.0,181.0,192.0,206.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,12200.0,11839.0,12180.0,12924.0,12890.0,,Income Statement
"Cost of Revenue, Total",6235.0,6508.0,6334.0,6702.0,7191.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",3082.0,3084.0,3158.0,3171.0,3279.0,,Income Statement
Depreciation/Amortization,,,,,8.0,,Income Statement
Unusual Expense (Income),,,,,-213.0,,Income Statement
"Other Operat Expse, Total",354.0,415.0,267.0,322.0,179.0,,Income Statement
Total Operating Expense,9671.0,10007.0,9759.0,10195.0,10444.0,,Income Statement
Total Operating Income,2529.0,1832.0,2421.0,2729.0,2446.0,,Income Statement
"Inter Expse, Non-Operating",-390.0,-241.0,-207.0,-245.0,-214.0,,Income Statement
"Inter Capital, Non-Operat",3.0,,,,,,Income Statement
"Inter Expse,Net Non-Operat",-387.0,-241.0,-207.0,-245.0,-214.0,,Income Statement
Income Before Tax,2142.0,1591.0,2214.0,2484.0,2232.0,,Income Statement
Income Tax - Total,455.0,278.0,448.0,389.0,339.0,,Income Statement
Income After Tax,1687.0,1313.0,1766.0,2095.0,1893.0,,Income Statement
Minority Interest,-125.0,,,,,,Income Statement
Net Inc Before Extra Items,1562.0,1313.0,1766.0,2095.0,1893.0,,Income Statement
Discontinued Operations,0.0,,,,,,Income Statement
Extraordinary Item,,,-286.0,3.0,,,Income Statement
Total Extraordinary Items,0.0,,-286.0,3.0,,,Income Statement
Total Net Income,1562.0,1313.0,1480.0,2098.0,1893.0,,Income Statement
Income Available to Common Excl. Extra. Items,1562.0,1313.0,1766.0,2095.0,1893.0,,Income Statement
Income Available to Common Incl. Extra. Items,1562.0,1313.0,1480.0,2098.0,1893.0,,Income Statement
Basic/Primary Weighted Average Shares,182.0,166.0,154.0,146.0,134.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,8.6,7.9,11.46,14.39,14.12,,Income Statement
Basic/Primary EPS Incl. Extra. Items,8.6,7.9,9.6,14.41,14.12,,Income Statement
Diluted Weighted Average Shares,184.0,168.0,157.0,148.0,136.0,,Income Statement
Diluted EPS Excl. Extra. Items,8.48,7.81,11.27,14.18,13.92,,Income Statement
