,2015,2016,2017,2018,2019,2020,Report
high,63.24,59.49,64.3,75.96,50.0,39.39,
low,36.63,34.83,32.38,35.68,25.25,5.42,
change,-0.3583,0.0911,0.4715,-0.3998,0.011899999999999999,-0.6189,
Date,2015-03-28 00:00:00,2016-04-02 00:00:00,2017-04-01 00:00:00,2018-03-31 00:00:00,2019-03-30 00:00:00,,Balance Sheet
Cash and Short Term Invs,979.0,702.0,228.0,163.0,172.0,,Balance Sheet
"Trade Accts Recvble, Gross",442.0,416.0,358.0,383.0,459.0,,Balance Sheet
Prov. for Doubtful Accts,-90.0,-117.0,-104.0,-109.0,-99.0,,Balance Sheet
"Trade Accts Recvble, Net",352.0,298.0,254.0,275.0,360.0,,Balance Sheet
Other Receivables,24.0,18.0,24.0,25.0,32.0,,Balance Sheet
"Total Receivables, Net",376.0,317.0,278.0,300.0,392.0,,Balance Sheet
Total Inventory,520.0,547.0,549.0,661.0,953.0,,Balance Sheet
Prepaid Expenses,78.0,85.0,78.0,101.0,149.0,,Balance Sheet
Restricted Cash - Current,,,2.0,,,,Balance Sheet
Other Current Assets,38.0,19.0,30.0,37.0,63.0,,Balance Sheet
"Other Curr. Assets, Total",38.0,19.0,32.0,37.0,63.0,,Balance Sheet
Total Current Assets,1990.0,1670.0,1165.0,1262.0,1729.0,,Balance Sheet
Buildings,294.0,415.0,549.0,603.0,686.0,,Balance Sheet
Land/Improvements,0.0,15.0,14.0,16.0,15.0,,Balance Sheet
Machinery/Equipment,178.0,247.0,331.0,383.0,415.0,,Balance Sheet
Construction in Progress,79.0,117.0,32.0,38.0,52.0,,Balance Sheet
Other Prop./Plant/Equip.,350.0,456.0,500.0,545.0,562.0,,Balance Sheet
Prop./Plant/Equip. - Gross,901.0,1249.0,1425.0,1585.0,1730.0,,Balance Sheet
Accumulated Depreciation,-338.0,-491.0,-834.0,-1002.0,-1115.0,,Balance Sheet
Prop./Plant/Equip. - Net,563.0,758.0,592.0,583.0,615.0,,Balance Sheet
"Goodwill, Net",14.0,23.0,120.0,848.0,1659.0,,Balance Sheet
Intangibles - Gross,84.0,101.0,503.0,1349.0,2436.0,,Balance Sheet
Accum. Intangible Amort.,-23.0,-33.0,-85.0,-113.0,-143.0,,Balance Sheet
Intangibles - Net,62.0,67.0,418.0,1236.0,2293.0,,Balance Sheet
Other Long Term Assets,34.0,24.0,42.0,74.0,242.0,,Balance Sheet
Total Assets,2685.0,2567.0,2410.0,4059.0,6650.0,,Balance Sheet
Accounts Payable,114.0,131.0,176.0,294.0,371.0,,Balance Sheet
Accrued Expenses,162.0,176.0,150.0,298.0,346.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,133.0,200.0,630.0,,Balance Sheet
