,2015,2016,2017,2018,2019,2020,Report
high,1721.95,1845.37,3536.97,3700.0,3946.5,4071.13,
low,1292.11,1462.02,1631.78,2040.71,2285.0,2043.01,
change,0.2466,0.024,1.1262,-0.2853,0.5952000000000001,-0.174,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,424.0,395.0,667.0,712.0,1140.0,,Balance Sheet
"Total Receivables, Net",11.0,19.0,20.0,19.0,18.0,,Balance Sheet
Invent. - Raw Materials,12.0,16.0,17.0,22.0,18.0,,Balance Sheet
Inventories - Other,996.0,1077.0,1229.0,1231.0,1329.0,,Balance Sheet
Total Inventory,1008.0,1093.0,1246.0,1253.0,1347.0,,Balance Sheet
Total Current Assets,,,,,,,Balance Sheet
Machinery/Equipment,,11.0,14.0,14.0,15.0,,Balance Sheet
Other Prop./Plant/Equip.,,126.0,130.0,134.0,226.0,,Balance Sheet
Prop./Plant/Equip. - Gross,,138.0,145.0,148.0,241.0,,Balance Sheet
Accumulated Depreciation,,-87.0,-95.0,-99.0,-105.0,,Balance Sheet
Prop./Plant/Equip. - Net,50.0,51.0,50.0,49.0,135.0,,Balance Sheet
"Goodwill, Net",,0.0,,,,,Balance Sheet
Intangibles - Net,53.0,51.0,49.0,49.0,49.0,,Balance Sheet
Long Term Investments,60.0,49.0,45.0,29.0,27.0,,Balance Sheet
Def. Inc. Tax - LT Asset,,171.0,112.0,112.0,116.0,,Balance Sheet
Restricted Cash - LT,,19.0,22.0,20.0,20.0,,Balance Sheet
Other Assets,905.0,795.0,779.0,923.0,957.0,,Balance Sheet
"Other Assets, Total",905.0,795.0,779.0,923.0,957.0,,Balance Sheet
Total Assets,2512.0,2644.0,2989.0,3166.0,3810.0,,Balance Sheet
Accounts Payable,260.0,284.0,295.0,289.0,307.0,,Balance Sheet
Accrued Expenses,305.0,336.0,342.0,333.0,431.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
"Other Curr. Lblts, Total",111.0,122.0,150.0,138.0,132.0,,Balance Sheet
Total Current Liabilities,,,,,,,Balance Sheet
Total Long Term Debt,596.0,596.0,597.0,598.0,598.0,,Balance Sheet
Total Debt,596.0,596.0,597.0,598.0,598.0,,Balance Sheet
"Other Liabilities, Total",1.0,1.0,,,,,Balance Sheet
Total Liabilities,1273.0,1340.0,1384.0,1357.0,1469.0,,Balance Sheet
Common Stock,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Additional Paid-In Capital,1448.0,1516.0,1644.0,1820.0,2055.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),5270.0,5695.0,6232.0,7031.0,7910.0,,Balance Sheet
Treasury Stock - Common,-5479.0,-5907.0,-6271.0,-7043.0,-7624.0,,Balance Sheet
ESOP Debt Guarantee,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Total Equity,1239.0,1304.0,1605.0,1809.0,2341.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,2512.0,2644.0,2989.0,3166.0,3810.0,,Balance Sheet
Ttl Comm. Shares Outs.,4.0,4.0,4.0,4.0,4.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,17.0,17.0,17.0,17.0,17.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Total Revenue,5170.0,5835.0,6322.0,7190.0,7428.0,,Income Statement
"Cost of Revenue, Total",4119.0,4708.0,4990.0,5692.0,5850.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",424.0,443.0,461.0,513.0,527.0,,Income Statement
Total Operating Expense,4543.0,5151.0,5451.0,6205.0,6377.0,,Income Statement
Total Operating Income,627.0,683.0,871.0,985.0,1051.0,,Income Statement
"Inter Expse,Net Non-Operat",-24.0,-22.0,-24.0,-25.0,-25.0,,Income Statement
Income Before Tax,603.0,662.0,847.0,960.0,1026.0,,Income Statement
Income Tax - Total,220.0,236.0,247.0,163.0,147.0,,Income Statement
Income After Tax,383.0,425.0,600.0,797.0,879.0,,Income Statement
Net Inc Before Extra Items,383.0,425.0,600.0,797.0,879.0,,Income Statement
Total Extraordinary Items,,,-63.0,0.0,0.0,,Income Statement
Total Net Income,383.0,425.0,538.0,797.0,879.0,,Income Statement
Income Available to Common Excl. Extra. Items,383.0,425.0,600.0,797.0,879.0,,Income Statement
Income Available to Common Incl. Extra. Items,383.0,425.0,538.0,797.0,879.0,,Income Statement
Basic/Primary Weighted Average Shares,4.0,4.0,4.0,4.0,4.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,95.21,110.54,160.79,219.42,241.29,,Income Statement
Basic/Primary EPS Incl. Extra. Items,95.21,110.54,143.99,219.55,241.29,,Income Statement
Diluted Weighted Average Shares,4.0,4.0,4.0,4.0,4.0,,Income Statement
Diluted EPS Excl. Extra. Items,89.99,103.62,141.56,194.7,221.13,,Income Statement
Diluted EPS Incl. Extra. Items,89.99,103.62,126.77,194.82,221.13,,Income Statement
Gross Divid - Common Stock,0.0,0.0,0.0,0.0,0.0,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",24.0,22.0,24.0,25.0,25.0,,Income Statement
"Depreciat/Amort, Suppl",22.0,22.0,23.0,20.0,21.0,,Income Statement
Normalzd Income Before Tax,603.0,662.0,847.0,960.0,1026.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,220.0,236.0,247.0,163.0,147.0,,Income Statement
Normalized Income After Tax,383.0,425.0,600.0,797.0,879.0,,Income Statement
Normalzd Inc Avail to Common,383.0,425.0,600.0,797.0,879.0,,Income Statement
Basic Normalized EPS,95.21,110.54,160.79,219.42,241.29,,Income Statement
Diluted Normalized EPS,89.99,103.62,141.56,194.7,221.13,,Income Statement
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Cash Flow
Net Income,383.0,425.0,538.0,797.0,879.0,,Cash Flow
Depreciation/Depletion,22.0,22.0,23.0,20.0,21.0,,Cash Flow
Deferred Taxes,2.0,-10.0,61.0,1.0,-4.0,,Cash Flow
Unusual Items,-11.0,-4.0,1.0,12.0,-1.0,,Cash Flow
Other Non-Cash Items,-65.0,8.0,50.0,-30.0,41.0,,Cash Flow
Non-Cash Items,-76.0,4.0,52.0,-18.0,40.0,,Cash Flow
"Cash Taxes Pd, Supplemental",195.0,219.0,260.0,181.0,154.0,,Cash Flow
"Cash Interest Pd, Suppl",25.0,21.0,23.0,24.0,24.0,,Cash Flow
Accounts Receivable,-2.0,-9.0,0.0,-1.0,3.0,,Cash Flow
Inventories,-135.0,-85.0,-154.0,-7.0,-94.0,,Cash Flow
Other Assets,-33.0,-21.0,36.0,-43.0,-23.0,,Cash Flow
Payable/Accrued,55.0,59.0,11.0,-31.0,34.0,,Cash Flow
Changes in Working Capital,-103.0,-48.0,-103.0,-77.0,-69.0,,Cash Flow
Total Cash from Operations,227.0,393.0,570.0,723.0,867.0,,Cash Flow
Capital Expenditures,-18.0,-22.0,-20.0,-20.0,-23.0,,Cash Flow
Sale of Fixed Assets,1.0,1.0,1.0,1.0,2.0,,Cash Flow
Sale/Maturity of Investment,18.0,12.0,8.0,11.0,8.0,,Cash Flow
Purchase of Investments,-2.0,-1.0,-4.0,0.0,-1.0,,Cash Flow
"OtherInvestCashFlowItms,Tot",17.0,12.0,5.0,11.0,9.0,,Cash Flow
Total Cash from Investing,-1.0,-10.0,-15.0,-8.0,-13.0,,Cash Flow
Financing Cash Flow Items,0.0,0.0,0.0,0.0,0.0,,Cash Flow
"Common Stock, Net",-431.0,-455.0,-422.0,-846.0,-698.0,,Cash Flow
Options Exercised,86.0,38.0,141.0,174.0,274.0,,Cash Flow
"Iss (Retirmnt) of Stock,Net",-345.0,-417.0,-282.0,-672.0,-424.0,,Cash Flow
"Long Term Debt, Net",0.0,,,,,,Cash Flow
Total Debt Reduction,,,,,0.0,,Cash Flow
"Iss (Retirmnt) of Debt, Net",0.0,,,,0.0,,Cash Flow
Total Cash From Financing,-346.0,-417.0,-282.0,-672.0,-425.0,,Cash Flow
Net Change in Cash,-120.0,-35.0,274.0,43.0,429.0,,Cash Flow
NetCash-BeginBal/RsvdforFutUse,545.0,451.0,416.0,690.0,732.0,,Cash Flow
NetCash-EndBal/RsrvforFutUse,425.0,416.0,690.0,732.0,1161.0,,Cash Flow
"Depreciation, Supplemental",22.0,22.0,23.0,20.0,21.0,,Cash Flow
Free Cash Flow,209.0,371.0,550.0,703.0,844.0,,
FCF Growth,,0.7751196172248804,0.4824797843665769,0.2781818181818181,0.20056899004267414,0.0,
