,2015,2016,2017,2018,2019,2020,Report
high,10.87,14.73,17.58,20.21,17.54,17.3,
low,8.54,7.0,13.0,12.39,13.11,6.94,
change,-0.0352,0.5357999999999999,0.1868,-0.2306,0.304,-0.4021,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Due from Banks,1382.0,1853.0,2012.0,2018.0,1598.0,,Balance Sheet
Interest-Earning Deposits,3932.0,3583.0,1899.0,1520.0,2516.0,,Balance Sheet
Fed. Fund/Resale,0.0,15.0,70.0,0.0,,,Balance Sheet
Trading Account Assets,143.0,124.0,189.0,,,,Balance Sheet
Securities Held,1946.0,1362.0,1658.0,1482.0,1332.0,,Balance Sheet
Securities for Sale,22710.0,23781.0,23628.0,22729.0,22606.0,,Balance Sheet
Total Invest. Securities,24656.0,25143.0,25286.0,24211.0,23938.0,,Balance Sheet
Loans Held for Sale,448.0,718.0,348.0,304.0,637.0,,Balance Sheet
"Other Erng. Assets, Total",29179.0,29583.0,27792.0,26035.0,27091.0,,Balance Sheet
Total Gross Loans,81162.0,80095.0,79947.0,83152.0,82963.0,,Balance Sheet
Loan Loss Allowances,-1106.0,-1091.0,-934.0,-840.0,-869.0,,Balance Sheet
Net Loans,80056.0,79004.0,79013.0,82312.0,82094.0,,Balance Sheet
Buildings,2166.0,2117.0,2139.0,2209.0,2190.0,,Balance Sheet
Land/Improvements,488.0,490.0,484.0,481.0,446.0,,Balance Sheet
Machinery/Equipment,990.0,1025.0,982.0,994.0,1023.0,,Balance Sheet
Construction in Progress,222.0,214.0,249.0,220.0,199.0,,Balance Sheet
Other Prop./Plant/Equip.,506.0,597.0,624.0,699.0,1199.0,,Balance Sheet
Prop./Plant/Equip. - Gross,4372.0,4443.0,4478.0,4603.0,5057.0,,Balance Sheet
Accumulated Depreciation,-2220.0,-2347.0,-2414.0,-2558.0,-2654.0,,Balance Sheet
Prop./Plant/Equip. - Net,2152.0,2096.0,2064.0,2045.0,2403.0,,Balance Sheet
"Goodwill, Net",4878.0,4904.0,4904.0,4829.0,4845.0,,Balance Sheet
Intangibles - Gross,1292.0,1298.0,1298.0,1223.0,1240.0,,Balance Sheet
Accum. Intangible Amort.,-1032.0,-1077.0,-1121.0,-1108.0,-1135.0,,Balance Sheet
Intangibles - Net,512.0,545.0,513.0,533.0,450.0,,Balance Sheet
Long Term Investments,26.0,21.0,20.0,73.0,104.0,,Balance Sheet
Def. Inc. Tax - LT Asset,254.0,308.0,163.0,20.0,-328.0,,Balance Sheet
Interest Receivable,319.0,319.0,337.0,375.0,362.0,,Balance Sheet
Other Assets,7292.0,7335.0,7476.0,7448.0,7621.0,,Balance Sheet
"Other Assets, Total",7611.0,7654.0,7813.0,7823.0,7983.0,,Balance Sheet
Total Assets,126050.0,125968.0,124294.0,125688.0,126240.0,,Balance Sheet
Accrued Expenses,,,,,514.0,,Balance Sheet
Non-Interest Bearing Dep.,34862.0,36046.0,36127.0,35053.0,34113.0,,Balance Sheet
Interest Bearing Deposits,63568.0,62989.0,60762.0,59438.0,63362.0,,Balance Sheet
Total Deposits,98430.0,99035.0,96889.0,94491.0,97475.0,,Balance Sheet
"Other Bearing Lblts, Total",5265.0,4254.0,4153.0,8502.0,4551.0,,Balance Sheet
Total ST Borrowings,0.0,,,,,,Balance Sheet
Total Long Term Debt,3094.0,3509.0,4479.0,5522.0,5378.0,,Balance Sheet
Total Debt,3094.0,3509.0,4479.0,5522.0,5378.0,,Balance Sheet
"Other Liabilities, Total",2417.0,2506.0,2581.0,2083.0,2027.0,,Balance Sheet
Total Liabilities,109206.0,109304.0,108102.0,110598.0,109945.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",820.0,820.0,820.0,820.0,1310.0,,Balance Sheet
Common Stock,13.0,13.0,12.0,11.0,10.0,,Balance Sheet
Additional Paid-In Capital,17883.0,17092.0,15858.0,13766.0,12685.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),-115.0,666.0,1628.0,2828.0,3751.0,,Balance Sheet
Treasury Stock - Common,-1377.0,-1377.0,-1377.0,-1371.0,-1371.0,,Balance Sheet
Unrealized Gain (Loss),-57.0,-139.0,-186.0,-424.0,183.0,,Balance Sheet
Min. Pension Lblty Adj.,-398.0,-422.0,-512.0,-477.0,-595.0,,Balance Sheet
Other Comprehensive Income,75.0,11.0,-51.0,-63.0,322.0,,Balance Sheet
"Other Equity, Total",-323.0,-411.0,-563.0,-540.0,-273.0,,Balance Sheet
Total Equity,16844.0,16664.0,16192.0,15090.0,16295.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,126050.0,125968.0,124294.0,125688.0,126240.0,,Balance Sheet
Ttl Comm. Shares Outs.,1297.0,1215.0,1134.0,1025.0,957.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,41.0,41.0,41.0,41.0,41.0,,Balance Sheet
Trsry Shrs-Pref. Iss. 3,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Income Statement
Interest & Fees on Loans,2958.0,3082.0,3244.0,3628.0,3883.0,,Income Statement
Inter & Divs/ Invest Securs,564.0,563.0,596.0,625.0,643.0,,Income Statement
Other Interest Income,76.0,169.0,147.0,140.0,113.0,,Income Statement
Trading Account Interest,5.0,,,,,,Income Statement
"Interest Income, Bank",3603.0,3814.0,3987.0,4393.0,4639.0,,Income Statement
Interest on Deposit,109.0,117.0,156.0,250.0,447.0,,Income Statement
Inter on Other Borrowings,159.0,196.0,217.0,352.0,404.0,,Income Statement
Total Interest Expense,268.0,313.0,373.0,602.0,851.0,,Income Statement
Net Interest Income,3335.0,3501.0,3614.0,3791.0,3788.0,,Income Statement
Loan Loss Provision,241.0,262.0,150.0,229.0,387.0,,Income Statement
