,2015,2016,2017,2018,2019,2020,Report
high,125.33,145.44,200.82,212.8,212.05,215.94,
low,93.47,83.32,139.92,140.82,143.8,93.0,
change,-0.20420000000000002,0.4706,0.4035,-0.2547,0.4023,-0.2223,
Date,2015-06-30 00:00:00,2016-06-30 00:00:00,2017-06-30 00:00:00,2018-06-30 00:00:00,2019-06-30 00:00:00,,Balance Sheet
Cash & Equivalents,1181.0,1222.0,885.0,822.0,3220.0,,Balance Sheet
Short Term Investments,733.0,882.0,39.0,33.0,151.0,,Balance Sheet
Cash and Short Term Invs,1914.0,2104.0,924.0,855.0,3371.0,,Balance Sheet
"Trade Accts Recvble, Gross",1629.0,1602.0,1945.0,2155.0,2140.0,,Balance Sheet
Prov. for Doubtful Accts,-9.0,-8.0,-14.0,-10.0,-9.0,,Balance Sheet
"Trade Accts Recvble, Net",1620.0,1594.0,1931.0,2146.0,2131.0,,Balance Sheet
Notes Recvble - Short Term,90.0,102.0,118.0,149.0,148.0,,Balance Sheet
Other Receivables,274.0,130.0,137.0,179.0,163.0,,Balance Sheet
"Total Receivables, Net",1985.0,1826.0,2186.0,2474.0,2442.0,,Balance Sheet
Invent. - Finished Goods,527.0,459.0,643.0,673.0,663.0,,Balance Sheet
Invent. - Work In Progress,689.0,640.0,723.0,766.0,851.0,,Balance Sheet
Invent. - Raw Materials,85.0,75.0,184.0,182.0,164.0,,Balance Sheet
Total Inventory,1300.0,1173.0,1549.0,1621.0,1678.0,,Balance Sheet
Prepaid Expenses,242.0,104.0,120.0,135.0,182.0,,Balance Sheet
"Other Curr. Assets, Total",,0.0,,,,,Balance Sheet
Total Current Assets,5441.0,5208.0,4780.0,5085.0,7673.0,,Balance Sheet
Buildings,1458.0,1438.0,1575.0,1579.0,1567.0,,Balance Sheet
Land/Improvements,295.0,291.0,321.0,290.0,281.0,,Balance Sheet
Machinery/Equipment,3017.0,2934.0,3168.0,3219.0,3224.0,,Balance Sheet
Construction in Progress,93.0,75.0,122.0,128.0,115.0,,Balance Sheet
Prop./Plant/Equip. - Gross,4863.0,4737.0,5187.0,5215.0,5187.0,,Balance Sheet
Accumulated Depreciation,-3199.0,-3169.0,-3249.0,-3359.0,-3418.0,,Balance Sheet
Prop./Plant/Equip. - Net,1664.0,1568.0,1937.0,1856.0,1768.0,,Balance Sheet
"Goodwill, Net",2943.0,2903.0,5587.0,5504.0,5454.0,,Balance Sheet
Intangibles - Gross,1874.0,1854.0,3375.0,3294.0,3244.0,,Balance Sheet
Accum. Intangible Amort.,-860.0,-932.0,-1067.0,-1279.0,-1460.0,,Balance Sheet
Intangibles - Net,1013.0,923.0,2307.0,2016.0,1783.0,,Balance Sheet
Long Term Investments,316.0,356.0,342.0,304.0,317.0,,Balance Sheet
Other Long Term Assets,496.0,472.0,501.0,497.0,431.0,,Balance Sheet
Total Assets,12279.0,12034.0,15490.0,15320.0,17577.0,,Balance Sheet
Accounts Payable,1092.0,1035.0,1300.0,1430.0,1413.0,,Balance Sheet
Accrued Expenses,895.0,834.0,932.0,930.0,982.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,223.0,362.0,1008.0,638.0,587.0,,Balance Sheet
Income Taxes Payable,139.0,128.0,153.0,199.0,167.0,,Balance Sheet
Other Current Liabilities,,8.0,2.0,0.0,2.0,,Balance Sheet
"Other Curr. Lblts, Total",139.0,136.0,155.0,199.0,169.0,,Balance Sheet
Total Current Liabilities,2349.0,2366.0,3396.0,3197.0,3152.0,,Balance Sheet
Total Long Term Debt,2724.0,2652.0,4862.0,4319.0,6521.0,,Balance Sheet
Total Debt,2947.0,3014.0,5870.0,4957.0,7108.0,,Balance Sheet
Deferred Income Tax,63.0,54.0,222.0,235.0,193.0,,Balance Sheet
Minority Interest,3.0,3.0,6.0,6.0,6.0,,Balance Sheet
Pension Benefits - Underfunded,1699.0,2076.0,1406.0,1178.0,1304.0,,Balance Sheet
Other LT Liabilities,336.0,307.0,337.0,526.0,438.0,,Balance Sheet
"Other Liabilities, Total",2035.0,2383.0,1743.0,1704.0,1743.0,,Balance Sheet
Total Liabilities,7175.0,7459.0,10228.0,9460.0,11615.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Common Stock,91.0,91.0,91.0,91.0,91.0,,Balance Sheet
Additional Paid-In Capital,623.0,628.0,544.0,497.0,462.0,,Balance Sheet
