,2015,2016,2017,2018,2019,2020,Report
high,243.61,199.43,169.29,178.86,154.79,172.18,
low,160.1,114.53,133.82,106.11,109.16,112.6,
change,-0.13820000000000002,-0.2745,0.11080000000000001,-0.29600000000000004,0.2591,-0.0226,
Date,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,5341.0,4048.0,2783.0,2672.0,2981.0,,Balance Sheet
"Trade Accts Recvble, Gross",13117.0,14519.0,14602.0,14349.0,14941.0,,Balance Sheet
Prov. for Doubtful Accts,-168.0,-250.0,-280.0,-216.0,-279.0,,Balance Sheet
"Trade Accts Recvble, Net",12949.0,14269.0,14322.0,14133.0,14662.0,,Balance Sheet
Other Receivables,2965.0,3711.0,3893.0,3578.0,3584.0,,Balance Sheet
"Total Receivables, Net",15914.0,17980.0,18215.0,17711.0,18246.0,,Balance Sheet
Inventories - Other,15064.0,16347.0,16283.0,,,,Balance Sheet
LIFO Reserve,-768.0,-1012.0,-1005.0,,,,Balance Sheet
Total Inventory,14296.0,15335.0,15278.0,16310.0,16709.0,,Balance Sheet
Prepaid Expenses,1098.0,1033.0,654.0,428.0,512.0,,Balance Sheet
"Other Curr. Assets, Total",21.0,39.0,18.0,15.0,17.0,,Balance Sheet
Total Current Assets,36670.0,38435.0,36948.0,37136.0,38465.0,,Balance Sheet
Buildings,3237.0,3556.0,3637.0,3746.0,4154.0,,Balance Sheet
Land/Improvements,207.0,228.0,166.0,187.0,172.0,,Balance Sheet
Prop./Plant/Equip. - Gross,3444.0,3784.0,3803.0,3933.0,4326.0,,Balance Sheet
Accumulated Depreciation,-1399.0,-1506.0,-1511.0,-1469.0,-1778.0,,Balance Sheet
Prop./Plant/Equip. - Net,2045.0,2278.0,2292.0,2464.0,2548.0,,Balance Sheet
"Goodwill, Net",9817.0,9786.0,10586.0,10924.0,9358.0,,Balance Sheet
Intangibles - Gross,5204.0,5140.0,5758.0,6681.0,6664.0,,Balance Sheet
Accum. Intangible Amort.,-1763.0,-2119.0,-2093.0,-2579.0,-2975.0,,Balance Sheet
Intangibles - Net,3441.0,3021.0,3665.0,4102.0,3689.0,,Balance Sheet
Long Term Investments,,0.0,4063.0,3728.0,3513.0,,Balance Sheet
Other Long Term Assets,1897.0,3003.0,3415.0,2027.0,2099.0,,Balance Sheet
Total Assets,53870.0,56523.0,60969.0,60381.0,59672.0,,Balance Sheet
Accounts Payable,25166.0,28585.0,31022.0,32177.0,33853.0,,Balance Sheet
Accrued Expenses,3690.0,3948.0,3004.0,3309.0,3425.0,,Balance Sheet
Notes Payable/ST Debt,135.0,7.0,183.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,1529.0,1610.0,1057.0,1129.0,330.0,,Balance Sheet
Customer Advances,1078.0,919.0,346.0,63.0,,,Balance Sheet
Deferred Income Tax,,2734.0,3678.0,2804.0,2998.0,,Balance Sheet
Other Current Liabilities,79.0,0.0,0.0,7.0,18.0,,Balance Sheet
"Other Curr. Lblts, Total",2977.0,919.0,346.0,70.0,18.0,,Balance Sheet
Total Current Liabilities,33497.0,35069.0,35612.0,36685.0,37626.0,,Balance Sheet
Total Long Term Debt,8180.0,6497.0,7305.0,6751.0,7265.0,,Balance Sheet
Total Debt,9844.0,8114.0,8545.0,7880.0,7595.0,,Balance Sheet
Minority Interest,1470.0,1490.0,1505.0,1712.0,1586.0,,Balance Sheet
"Other Liabilities, Total",2722.0,1809.0,1774.0,2625.0,2103.0,,Balance Sheet
Total Liabilities,45869.0,47599.0,49874.0,50577.0,51578.0,,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Common Stock,4.0,3.0,3.0,3.0,3.0,,Balance Sheet
Additional Paid-In Capital,6968.0,5845.0,6028.0,6188.0,6435.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),12705.0,8360.0,13189.0,12986.0,12409.0,,Balance Sheet
Treasury Stock - Common,-9956.0,-3721.0,-5982.0,-7655.0,-8902.0,,Balance Sheet
Cum. Trans. Adjustment,-1420.0,-1323.0,-1873.0,-1258.0,-1628.0,,Balance Sheet
Other Equity,-7.0,-2.0,-2.0,-1.0,-2.0,,Balance Sheet
Min. Pension Lblty Adj.,-272.0,-226.0,-229.0,-210.0,-237.0,,Balance Sheet
Other Comprehensive Income,-21.0,-12.0,-39.0,-249.0,16.0,,Balance Sheet
"Other Equity, Total",-1720.0,-1563.0,-2143.0,-1718.0,-1851.0,,Balance Sheet
Total Equity,8001.0,8924.0,11095.0,9804.0,8094.0,,Balance Sheet
Total Liabilities & Shareholders’ Equity,53870.0,56523.0,60969.0,60381.0,59672.0,,Balance Sheet
Ttl Comm. Shares Outs.,232.0,225.0,211.0,202.0,190.0,,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,152.0,46.0,62.0,73.0,81.0,,Balance Sheet
Date,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,,Income Statement
Total Revenue,179045.0,190884.0,198533.0,208357.0,214319.0,,Income Statement
"Cost of Revenue, Total",167634.0,179468.0,187262.0,197173.0,202565.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",7901.0,7276.0,7447.0,8138.0,8403.0,,Income Statement
Research & Development,392.0,392.0,341.0,125.0,71.0,,Income Statement
Restructuring Charge,,203.0,18.0,567.0,597.0,,Income Statement
Litigation,150.0,0.0,,,,,Income Statement
Impair-Assets Held for Use,,,290.0,1738.0,1797.0,,Income Statement
Impair-Assets Held for Sale,0.0,,,,,,Income Statement
Other Unusual Expnse (In),0.0,,-3947.0,-24.0,110.0,,Income Statement
Unusual Expense (Income),150.0,203.0,-3639.0,2281.0,2504.0,,Income Statement
Total Operating Expense,176077.0,187339.0,191411.0,207717.0,213543.0,,Income Statement
Total Operating Income,2968.0,3545.0,7122.0,640.0,776.0,,Income Statement
"Inter Expse,Net Non-Operat",-374.0,-353.0,-308.0,-283.0,-264.0,,Income Statement
"Inter Income, Non-Operating",20.0,,29.0,48.0,39.0,,Income Statement
"Invest Income, Non-Operat",12.0,,30.0,-173.0,15.0,,Income Statement
"Inter/Invest Inc, Non-Oper",32.0,,59.0,-125.0,54.0,,Income Statement
OtherNon-OperatInc (Expnse),31.0,58.0,18.0,7.0,44.0,,Income Statement
