,2015,2016,2017,2018,2019,2020,Report
high,104.7,116.59,152.78,166.55,212.65,238.19,
low,86.38,83.83,109.82,130.87,141.63,143.93,
change,-0.0745,0.2295,0.1955,0.0828,0.4507,-0.0929,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,384.0,426.0,756.0,656.0,790.0,,Balance Sheet
Short Term Investments,356.0,290.0,529.0,4072.0,5292.0,,Balance Sheet
Cash and Short Term Invs,740.0,716.0,1285.0,4728.0,6082.0,,Balance Sheet
"Trade Accts Recvble, Gross",2622.0,,2537.0,2822.0,3182.0,,Balance Sheet
Prov. for Doubtful Accts,-58.0,,-59.0,-62.0,-70.0,,Balance Sheet
"Trade Accts Recvble, Net",2564.0,2106.0,2478.0,9355.0,10127.0,,Balance Sheet
Other Receivables,94.0,100.0,114.0,113.0,88.0,,Balance Sheet
"Total Receivables, Net",2658.0,2206.0,2592.0,9468.0,10215.0,,Balance Sheet
Prepaid Expenses,130.0,102.0,126.0,97.0,97.0,,Balance Sheet
Discont. Ops.-Curr. Assets,,1118.0,0.0,,,,Balance Sheet
Other Current Assets,10037.0,9004.0,9674.0,79.0,82.0,,Balance Sheet
"Other Curr. Assets, Total",10037.0,10122.0,9674.0,79.0,82.0,,Balance Sheet
Total Current Assets,13565.0,13146.0,13677.0,14372.0,16476.0,,Balance Sheet
Buildings,422.0,,349.0,334.0,358.0,,Balance Sheet
Machinery/Equipment,1453.0,,975.0,972.0,977.0,,Balance Sheet
Construction in Progress,76.0,,79.0,154.0,183.0,,Balance Sheet
Other Prop./Plant/Equip.,430.0,,330.0,273.0,1291.0,,Balance Sheet
Prop./Plant/Equip. - Gross,2381.0,,1733.0,1733.0,2809.0,,Balance Sheet
Accumulated Depreciation,-1616.0,,-1169.0,-1145.0,-1159.0,,Balance Sheet
Prop./Plant/Equip. - Net,765.0,550.0,564.0,588.0,1650.0,,Balance Sheet
"Goodwill, Net",8448.0,7410.0,8358.0,8171.0,8165.0,,Balance Sheet
Intangibles - Gross,4446.0,3397.0,4013.0,3658.0,3673.0,,Balance Sheet
