,2015,2016,2017,2018,2019,2020,Report
high,60.67,62.35,63.4,56.5,41.4,37.66,
low,45.0,36.36,44.52,31.36,30.17,14.31,
change,-0.20379999999999998,0.3054,-0.1332,-0.3333,0.10550000000000001,-0.4282,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,722.0,760.0,688.0,1204.0,834.0,,Balance Sheet
Short Term Investments,45.0,6.0,0.0,10.0,0.0,,Balance Sheet
Cash and Short Term Invs,767.0,766.0,688.0,1214.0,834.0,,Balance Sheet
"Trade Accts Recvble, Gross",250.0,288.0,334.0,310.0,264.0,,Balance Sheet
Prov. for Doubtful Accts,-3.0,-3.0,-4.0,-4.0,-5.0,,Balance Sheet
"Total Receivables, Net",2301.0,2361.0,2436.0,2521.0,2532.0,,Balance Sheet
Invent. - Finished Goods,328.0,285.0,290.0,302.0,280.0,,Balance Sheet
Invent. - Raw Materials,162.0,141.0,162.0,177.0,235.0,,Balance Sheet
Inventories - Other,146.0,122.0,139.0,136.0,144.0,,Balance Sheet
LIFO Reserve,-49.0,-48.0,-52.0,-59.0,-56.0,,Balance Sheet
Total Inventory,586.0,500.0,538.0,556.0,604.0,,Balance Sheet
Restricted Cash - Current,88.0,53.0,48.0,49.0,65.0,,Balance Sheet
Deferred Income Tax,,,,,8.0,,Balance Sheet
Other Current Assets,133.0,174.0,176.0,144.0,169.0,,Balance Sheet
"Other Curr. Assets, Total",324.0,227.0,223.0,194.0,234.0,,Balance Sheet
Total Current Assets,3978.0,3854.0,3885.0,4484.0,4203.0,,Balance Sheet
Buildings,453.0,464.0,464.0,484.0,507.0,,Balance Sheet
Land/Improvements,57.0,66.0,70.0,73.0,76.0,,Balance Sheet
Machinery/Equipment,2384.0,2517.0,2550.0,2474.0,1758.0,,Balance Sheet
Construction in Progress,280.0,214.0,200.0,206.0,751.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,,62.0,,Balance Sheet
Prop./Plant/Equip. - Gross,3174.0,3262.0,3285.0,3236.0,3154.0,,Balance Sheet
Accumulated Depreciation,-2231.0,-2280.0,-2318.0,-2332.0,-2245.0,,Balance Sheet
Prop./Plant/Equip. - Net,942.0,982.0,968.0,904.0,909.0,,Balance Sheet
"Goodwill, Net",54.0,53.0,56.0,55.0,64.0,,Balance Sheet
Intangibles - Gross,20.0,20.0,22.0,7.0,13.0,,Balance Sheet
Accum. Intangible Amort.,-3.0,-10.0,-15.0,-1.0,-2.0,,Balance Sheet
Intangibles - Net,17.0,11.0,7.0,6.0,11.0,,Balance Sheet
Long Term Investments,36.0,38.0,48.0,54.0,53.0,,Balance Sheet
Note Rcvble - Long Term,4815.0,4759.0,4859.0,5008.0,5102.0,,Balance Sheet
Deferred Charges,,,20.0,0.0,56.0,,Balance Sheet
Def. Inc. Tax - LT Asset,100.0,168.0,109.0,141.0,101.0,,Balance Sheet
Other Long Term Assets,31.0,26.0,21.0,13.0,30.0,,Balance Sheet
Total Assets,9973.0,9890.0,9973.0,10666.0,10528.0,,Balance Sheet
Accounts Payable,236.0,235.0,228.0,285.0,294.0,,Balance Sheet
