,2015,2016,2017,2018,2019,2020,Report
high,140.51,133.55,161.0,139.77,144.0,124.74,
low,101.6,88.4,111.88,98.52,93.53,40.76,
change,0.2139,-0.0658,0.050199999999999995,-0.06620000000000001,-0.020499999999999997,-0.36369999999999997,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,1676.0,1797.0,2847.0,2443.0,3315.0,,Balance Sheet
Short Term Investments,34.0,72.0,469.0,28.0,526.0,,Balance Sheet
Cash and Short Term Invs,1710.0,1869.0,3315.0,2471.0,3841.0,,Balance Sheet
"Trade Accts Recvble, Gross",1109.0,1369.0,1897.0,2185.0,2565.0,,Balance Sheet
Prov. for Doubtful Accts,-27.0,-25.0,-31.0,-34.0,-41.0,,Balance Sheet
"Trade Accts Recvble, Net",1082.0,1343.0,1866.0,2151.0,2524.0,,Balance Sheet
Other Receivables,14.0,19.0,21.0,24.0,70.0,,Balance Sheet
"Total Receivables, Net",1096.0,1363.0,1887.0,2175.0,2594.0,,Balance Sheet
Prepaid Expenses,159.0,200.0,269.0,292.0,499.0,,Balance Sheet
Restricted Cash - Current,11.0,19.0,69.0,259.0,779.0,,Balance Sheet
Other Current Assets,,,,,22.0,,Balance Sheet
"Other Curr. Assets, Total",11.0,19.0,69.0,259.0,801.0,,Balance Sheet
Total Current Assets,2976.0,3450.0,5540.0,5197.0,7735.0,,Balance Sheet
Buildings,200.0,242.0,283.0,435.0,688.0,,Balance Sheet
Land/Improvements,131.0,131.0,129.0,129.0,129.0,,Balance Sheet
Machinery/Equipment,1706.0,2273.0,2769.0,3240.0,3590.0,,Balance Sheet
Construction in Progress,164.0,253.0,365.0,531.0,510.0,,Balance Sheet
Other Prop./Plant/Equip.,66.0,73.0,85.0,94.0,725.0,,Balance Sheet
Prop./Plant/Equip. - Gross,2266.0,2971.0,3631.0,4429.0,5642.0,,Balance Sheet
Accumulated Depreciation,-1202.0,-1576.0,-2056.0,-2552.0,-2833.0,,Balance Sheet
Prop./Plant/Equip. - Net,1064.0,1395.0,1575.0,1877.0,2809.0,,Balance Sheet
"Goodwill, Net",7993.0,7942.0,8229.0,8120.0,8127.0,,Balance Sheet
Intangibles - Gross,3781.0,3742.0,3915.0,3862.0,3868.0,,Balance Sheet
Accum. Intangible Amort.,-987.0,-1296.0,-1606.0,-1870.0,-2064.0,,Balance Sheet
Intangibles - Net,2794.0,2447.0,2309.0,1992.0,1804.0,,Balance Sheet
LT Invt. - Affiliate Comp.,0.0,30.0,40.0,33.0,53.0,,Balance Sheet
LT Investments - Other,643.0,490.0,805.0,745.0,743.0,,Balance Sheet
