,2015,2016,2017,2018,2019,2020,Report
high,110.65,133.5,184.25,218.62,208.93,224.2,
low,72.0,89.37,115.51,123.02,128.56,137.1,
change,0.3336,0.1285,0.5208,-0.2622,0.5912,0.0271,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash,1703.0,1364.0,2212.0,2713.0,4735.0,,Balance Sheet
Cash & Equivalents,3204.0,7539.0,5867.0,7306.0,14344.0,,Balance Sheet
Short Term Investments,13527.0,20546.0,33632.0,31095.0,35776.0,,Balance Sheet
Cash and Short Term Invs,18434.0,29449.0,41711.0,41114.0,54855.0,,Balance Sheet
"Trade Accts Recvble, Gross",2627.0,4087.0,6021.0,7816.0,9724.0,,Balance Sheet
Prov. for Doubtful Accts,-68.0,-94.0,-189.0,-229.0,-206.0,,Balance Sheet
"Total Receivables, Net",2559.0,3993.0,5832.0,7587.0,9518.0,,Balance Sheet
Prepaid Expenses,659.0,959.0,1020.0,1779.0,1844.0,,Balance Sheet
"Other Curr. Assets, Total",,,,,8.0,,Balance Sheet
Total Current Assets,21652.0,34401.0,48563.0,50480.0,66225.0,,Balance Sheet
Buildings,2720.0,3640.0,5868.0,9242.0,14338.0,,Balance Sheet
Land/Improvements,596.0,696.0,798.0,899.0,1097.0,,Balance Sheet
Machinery/Equipment,3881.0,5577.0,8679.0,13144.0,18817.0,,Balance Sheet
Construction in Progress,622.0,1890.0,2992.0,7228.0,10099.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,1060.0,11095.0,,Balance Sheet
Prop./Plant/Equip. - Gross,7819.0,11803.0,18337.0,31573.0,55446.0,,Balance Sheet
Accumulated Depreciation,-2132.0,-3212.0,-4616.0,-6890.0,-10663.0,,Balance Sheet
Prop./Plant/Equip. - Net,5687.0,8591.0,13721.0,24683.0,44783.0,,Balance Sheet
"Goodwill, Net",18026.0,18122.0,18221.0,18301.0,18715.0,,Balance Sheet
Intangibles - Gross,4523.0,4563.0,4604.0,4654.0,4816.0,,Balance Sheet
Accum. Intangible Amort.,-1277.0,-2028.0,-2720.0,-3360.0,-3922.0,,Balance Sheet
Intangibles - Net,3246.0,2535.0,1884.0,1294.0,894.0,,Balance Sheet
Other Long Term Assets,796.0,1312.0,2135.0,2576.0,2567.0,,Balance Sheet
Total Assets,49407.0,64961.0,84524.0,97334.0,133376.0,,Balance Sheet
Accounts Payable,413.0,582.0,770.0,1361.0,2249.0,,Balance Sheet
Accrued Expenses,665.0,1209.0,1461.0,2734.0,9136.0,,Balance Sheet
Notes Payable/ST Debt,201.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,7.0,0.0,,0.0,55.0,,Balance Sheet
Customer Advances,56.0,90.0,98.0,147.0,269.0,,Balance Sheet
Income Taxes Payable,,,230.0,491.0,624.0,,Balance Sheet
Other Current Liabilities,583.0,994.0,1201.0,2284.0,2720.0,,Balance Sheet
"Other Curr. Lblts, Total",639.0,1084.0,1529.0,2922.0,3613.0,,Balance Sheet
Total Current Liabilities,1925.0,2875.0,3760.0,7017.0,15053.0,,Balance Sheet
Total Long Term Debt,107.0,0.0,0.0,0.0,418.0,,Balance Sheet
Total Debt,315.0,0.0,0.0,0.0,473.0,,Balance Sheet
Deferred Income Tax,163.0,,,673.0,1039.0,,Balance Sheet
"Other Liabilities, Total",2994.0,2892.0,6417.0,5517.0,15812.0,,Balance Sheet
Total Liabilities,5189.0,5767.0,10177.0,13207.0,32322.0,,Balance Sheet
Common Stock,34886.0,38227.0,40584.0,42906.0,45851.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),9787.0,21670.0,33990.0,41981.0,55692.0,,Balance Sheet
Unrealized Gain (Loss),-25.0,-121.0,-211.0,,,,Balance Sheet
Cum. Trans. Adjustment,-430.0,-582.0,-16.0,,,,Balance Sheet
Other Comprehensive Income,,,,-760.0,-489.0,,Balance Sheet
"Other Equity, Total",-430.0,-582.0,-16.0,-760.0,-489.0,,Balance Sheet
Total Equity,44218.0,59194.0,74347.0,84127.0,101054.0,,Balance Sheet
