,2015,2016,2017,2018,2019,2020,Report
high,33.95,35.95,57.18,73.69,84.96,84.2,
low,26.8,29.32,35.23,50.79,58.1,62.18,
change,0.17559999999999998,0.1306,0.5758,0.06849999999999999,0.2212,0.0047,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash,224.0,212.0,265.0,70.0,226.0,,Balance Sheet
Prop./Plant/Equip. - Gross,1816.0,2023.0,2060.0,2165.0,2352.0,,Balance Sheet
Accumulated Depreciation,-778.0,-846.0,-941.0,-1033.0,-1138.0,,Balance Sheet
Prop./Plant/Equip. - Net,1037.0,1177.0,1120.0,1132.0,1402.0,,Balance Sheet
"Goodwill, Net",448.0,449.0,453.0,453.0,453.0,,Balance Sheet
Intangibles - Gross,,542.0,542.0,542.0,542.0,,Balance Sheet
Accum. Intangible Amort.,,-110.0,-176.0,-248.0,-314.0,,Balance Sheet
Intangibles - Net,495.0,433.0,367.0,295.0,228.0,,Balance Sheet
Long Term Investments,20937.0,23483.0,27275.0,33567.0,39254.0,,Balance Sheet
Insurance Receivables,3988.0,4509.0,5423.0,6497.0,7507.0,,Balance Sheet
Def. Inc. Tax - LT Asset,,,,43.0,0.0,,Balance Sheet
Restricted Cash - LT,,15.0,10.0,6.0,1.0,,Balance Sheet
Def. Policy Acq. Costs,564.0,651.0,781.0,952.0,1057.0,,Balance Sheet
Accrued Investment Income,102.0,104.0,120.0,191.0,181.0,,Balance Sheet
Reinsurance - Asset,1489.0,1885.0,2273.0,2696.0,3379.0,,Balance Sheet
Other Assets,535.0,510.0,616.0,675.0,1207.0,,Balance Sheet
"Other Assets, Total",2126.0,2499.0,3009.0,3562.0,4767.0,,Balance Sheet
Total Assets,29819.0,33428.0,38701.0,46575.0,54895.0,,Balance Sheet
Accounts Payable,2068.0,2496.0,2826.0,5047.0,5761.0,,Balance Sheet
Accrued Expenses,,,,,202.0,,Balance Sheet
Policy Liabilities,16661.0,18836.0,21990.0,26087.0,30494.0,,Balance Sheet
Unearned Prem. Or Rev.,6622.0,7468.0,8904.0,10687.0,12389.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,25.0,0.0,0.0,,Balance Sheet
"Other Curr. Lblts, Total",519.0,395.0,655.0,,,,Balance Sheet
