,2015,2016,2017,2018,2019,2020,Report
high,43.08,48.97,44.7,41.53,44.82,42.65,
low,32.29,30.3,34.51,28.3,29.16,22.78,
change,-0.1975,0.25120000000000003,-0.08460000000000001,-0.2263,0.38939999999999997,-0.2716,
Date,2015-09-25 00:00:00,2016-09-30 00:00:00,2017-09-30 00:00:00,2018-09-30 00:00:00,2019-09-30 00:00:00,,Balance Sheet
Cash & Equivalents,1401.0,579.0,321.0,185.0,2805.0,,Balance Sheet
Short Term Investments,74.0,15.0,14.0,7.0,16.0,,Balance Sheet
Cash and Short Term Invs,1475.0,594.0,335.0,192.0,2821.0,,Balance Sheet
"Trade Accts Recvble, Gross",1802.0,6567.0,6848.0,,4554.0,,Balance Sheet
Prov. for Doubtful Accts,-70.0,-173.0,-182.0,,-173.0,,Balance Sheet
"Total Receivables, Net",1732.0,6394.0,6666.0,5622.0,5770.0,,Balance Sheet
Invent. - Finished Goods,375.0,1533.0,1723.0,1058.0,1050.0,,Balance Sheet
Invent. - Work In Progress,84.0,503.0,567.0,155.0,176.0,,Balance Sheet
Invent. - Raw Materials,165.0,852.0,919.0,606.0,588.0,,Balance Sheet
Total Inventory,624.0,2888.0,3209.0,1819.0,1814.0,,Balance Sheet
Prepaid Expenses,680.0,,,,,,Balance Sheet
Deferred Income Tax,62.0,,,,,,Balance Sheet
Discont. Ops.-Curr. Assets,102.0,5812.0,189.0,3015.0,98.0,,Balance Sheet
Other Current Assets,,1421.0,1893.0,1175.0,1890.0,,Balance Sheet
"Other Curr. Assets, Total",164.0,7233.0,2082.0,4190.0,1988.0,,Balance Sheet
Total Current Assets,4675.0,17109.0,12292.0,11823.0,12393.0,,Balance Sheet
Buildings,405.0,2107.0,2445.0,,1499.0,,Balance Sheet
Land/Improvements,33.0,367.0,373.0,,250.0,,Balance Sheet
Machinery/Equipment,1252.0,5137.0,5572.0,,2969.0,,Balance Sheet
Construction in Progress,81.0,990.0,1252.0,,465.0,,Balance Sheet
Other Prop./Plant/Equip.,1933.0,448.0,571.0,,661.0,,Balance Sheet
Prop./Plant/Equip. - Gross,3704.0,9049.0,10213.0,,5844.0,,Balance Sheet
