,2015,2016,2017,2018,2019,2020,Report
high,153.76,180.09,214.81,230.0,193.76,190.08,
low,132.02,121.61,172.43,143.87,152.44,100.55,
change,-0.029300000000000003,0.2731,0.1666,-0.22760000000000002,0.1354,-0.2372,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash and Short Term Invs,2785.0,2334.0,2983.0,963.0,902.0,,Balance Sheet
"Total Receivables, Net",3446.0,7611.0,8857.0,10335.0,11401.0,,Balance Sheet
Invent. - Finished Goods,28.0,24.0,51.0,33.0,30.0,,Balance Sheet
Invent. - Work In Progress,1889.0,3643.0,3872.0,4357.0,4419.0,,Balance Sheet
Invent. - Raw Materials,1376.0,1429.0,1357.0,1504.0,1733.0,,Balance Sheet
Inventories - Other,73.0,721.0,23.0,83.0,124.0,,Balance Sheet
Total Inventory,3366.0,5817.0,5303.0,5977.0,6306.0,,Balance Sheet
"Other Curr. Assets, Total",4974.0,772.0,1185.0,914.0,1171.0,,Balance Sheet
Total Current Assets,14571.0,16534.0,18328.0,18189.0,19780.0,,Balance Sheet
Buildings,2666.0,,2837.0,3011.0,3232.0,,Balance Sheet
Land/Improvements,328.0,,357.0,386.0,400.0,,Balance Sheet
Machinery/Equipment,4394.0,,4736.0,5534.0,5441.0,,Balance Sheet
Construction in Progress,288.0,,307.0,472.0,688.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,,1823.0,,Balance Sheet
Prop./Plant/Equip. - Gross,7676.0,,8237.0,9403.0,11584.0,,Balance Sheet
Accumulated Depreciation,-4210.0,,-4720.0,-5055.0,-5286.0,,Balance Sheet
Prop./Plant/Equip. - Net,3466.0,3477.0,3517.0,4348.0,6298.0,,Balance Sheet
"Goodwill, Net",11443.0,11445.0,11914.0,19594.0,19677.0,,Balance Sheet
Intangibles - Gross,2354.0,2354.0,2441.0,4564.0,4573.0,,Balance Sheet
Accum. Intangible Amort.,-1591.0,-1676.0,-1739.0,-1979.0,-2258.0,,Balance Sheet
Intangibles - Net,763.0,678.0,702.0,2585.0,2315.0,,Balance Sheet
Other Long Term Assets,1754.0,1038.0,585.0,692.0,771.0,,Balance Sheet
Total Assets,31997.0,33172.0,35046.0,45408.0,48841.0,,Balance Sheet
Accounts Payable,1964.0,2538.0,3207.0,3179.0,3162.0,,Balance Sheet
Accrued Expenses,1017.0,1030.0,1106.0,1196.0,1499.0,,Balance Sheet
Notes Payable/ST Debt,0.0,0.0,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,501.0,900.0,2.0,973.0,2987.0,,Balance Sheet
Customer Advances,5674.0,6827.0,6992.0,7270.0,7148.0,,Balance Sheet
Deferred Income Tax,75.0,183.0,244.0,577.0,481.0,,Balance Sheet
Other Current Liabilities,2460.0,2155.0,1792.0,2121.0,2005.0,,Balance Sheet
"Other Curr. Lblts, Total",8963.0,8982.0,8784.0,9391.0,9153.0,,Balance Sheet
Total Current Liabilities,12445.0,13450.0,13099.0,14739.0,16801.0,,Balance Sheet
Long Term Debt,2898.0,2988.0,3980.0,11444.0,9010.0,,Balance Sheet
Capital Lease Obligations,,,,64.0,287.0,,Balance Sheet
Total Long Term Debt,2898.0,2988.0,3980.0,11508.0,9297.0,,Balance Sheet
Total Debt,3399.0,3888.0,3982.0,12481.0,12284.0,,Balance Sheet
Pension Benefits - Underfunded,4251.0,4393.0,4408.0,4422.0,5172.0,,Balance Sheet
Other LT Liabilities,1590.0,1857.0,1880.0,2430.0,3513.0,,Balance Sheet
"Other Liabilities, Total",5841.0,6250.0,6288.0,6852.0,8685.0,,Balance Sheet
Total Liabilities,21259.0,22871.0,23611.0,33676.0,35264.0,,Balance Sheet
Common Stock,482.0,482.0,482.0,482.0,482.0,,Balance Sheet
Additional Paid-In Capital,2730.0,2819.0,2872.0,2946.0,3039.0,,Balance Sheet
Ret. Earn.(Accum. Deficit),23204.0,24543.0,26444.0,29326.0,31633.0,,Balance Sheet
Treasury Stock - Common,-12392.0,-14156.0,-15543.0,-17244.0,-17358.0,,Balance Sheet
