,2015,2016,2017,2018,2019,2020,Report
high,340.34,310.83,256.8,197.0,192.27,202.22,
low,237.5,184.5,160.07,125.84,114.27,158.67,
change,0.022000000000000002,-0.3148,-0.2361,-0.1852,0.4461,0.0062,
Date,2015-12-31 00:00:00,2016-12-31 00:00:00,2017-12-31 00:00:00,2018-12-31 00:00:00,2019-12-31 00:00:00,,Balance Sheet
Cash & Equivalents,1096.0,1724.0,1817.0,880.0,2503.0,,Balance Sheet
Short Term Investments,9.0,11502.0,4632.0,1027.0,3412.0,,Balance Sheet
Cash and Short Term Invs,1105.0,13226.0,6449.0,1907.0,5915.0,,Balance Sheet
"Trade Accts Recvble, Net",2125.0,2531.0,2899.0,2868.0,3192.0,,Balance Sheet
Other Receivables,,1052.0,771.0,472.0,438.0,,Balance Sheet
"Total Receivables, Net",2125.0,3583.0,3670.0,3340.0,3630.0,,Balance Sheet
Invent. - Finished Goods,452.0,358.0,528.0,520.0,582.0,,Balance Sheet
Invent. - Work In Progress,150.0,145.0,158.0,146.0,246.0,,Balance Sheet
Invent. - Raw Materials,242.0,297.0,327.0,303.0,455.0,,Balance Sheet
Inventories - Other,-87.0,-82.0,-108.0,-122.0,-150.0,,Balance Sheet
Total Inventory,758.0,718.0,905.0,847.0,1133.0,,Balance Sheet
Prepaid Expenses,495.0,26.0,21.0,59.0,160.0,,Balance Sheet
Discont. Ops.-Curr. Assets,4096.0,0.0,,34.0,0.0,,Balance Sheet
Other Current Assets,,306.0,332.0,289.0,289.0,,Balance Sheet
"Other Curr. Assets, Total",4096.0,306.0,332.0,323.0,289.0,,Balance Sheet
Total Current Assets,8579.0,17858.0,11377.0,6475.0,11127.0,,Balance Sheet
Land/Improvements,,381.0,815.0,911.0,990.0,,Balance Sheet
Machinery/Equipment,,1142.0,1021.0,1120.0,1326.0,,Balance Sheet
Construction in Progress,,446.0,507.0,467.0,442.0,,Balance Sheet
Natural Resources,,49.0,59.0,67.0,97.0,,Balance Sheet
Other Prop./Plant/Equip.,,,,,490.0,,Balance Sheet
Prop./Plant/Equip. - Gross,,2019.0,2402.0,2565.0,3345.0,,Balance Sheet
Accumulated Depreciation,,-407.0,-616.0,-778.0,-928.0,,Balance Sheet
Prop./Plant/Equip. - Net,1531.0,1611.0,1785.0,1787.0,2417.0,,Balance Sheet
"Goodwill, Net",46465.0,46356.0,49863.0,45913.0,42248.0,,Balance Sheet
Intangibles - Gross,76184.0,77250.0,80457.0,75973.0,77444.0,,Balance Sheet
Accum. Intangible Amort.,-8348.0,-14631.0,-25808.0,-32278.0,-39553.0,,Balance Sheet
Intangibles - Net,67836.0,62619.0,54648.0,43695.0,37891.0,,Balance Sheet
LT Invt. - Affiliate Comp.,17.0,13.0,12.0,8.0,8.0,,Balance Sheet
LT Investments - Other,213.0,194.0,173.0,204.0,204.0,,Balance Sheet
